Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZG_M_R
323,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
328,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
331,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
336,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
338,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Bareland
340,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Bareland
341,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
343,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
344,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
346,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
347,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
348,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
349,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
350,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
352,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
388,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
391,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
392,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
393,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
394,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
395,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
396,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
397,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
398,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
402,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
403,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
404,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
405,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
409,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
410,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
411,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
412,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
413,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
414,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
416,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
417,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
419,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
420,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
423,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
424,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
425,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
426,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
427,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
428,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
429,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
430,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
431,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
432,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
433,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
434,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
435,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
437,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
438,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
439,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
440,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
441,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
442,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Bareland
443,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
444,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
445,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
446,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
447,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
448,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
449,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
450,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
451,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Cropland
452,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Water
453,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
454,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Cropland
455,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
456,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Water
457,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
458,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
459,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
460,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
461,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
462,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
463,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
464,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
465,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
466,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
467,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
468,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
469,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
470,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
471,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
472,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
473,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
474,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
475,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
476,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
479,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
480,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
481,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
485,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
486,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
487,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
490,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Built-up
491,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
496,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
498,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
500,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
501,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
502,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
503,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
504,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
505,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
506,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
507,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
508,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
509,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
510,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
511,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
512,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
513,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
514,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
515,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
516,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
517,NULL,NULL,Water,Non_Water,Water,Cropland,Water,Bareland
518,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
519,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
520,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
521,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
522,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
523,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
524,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
525,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
526,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
527,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
528,NULL,NULL,Water,Water,Water,Cropland,Water,Water
529,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
530,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
531,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
532,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
533,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
534,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
535,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
536,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
537,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
538,NULL,NULL,Water,Water,Water,Water,Wetland,Water
539,NULL,NULL,Water,Water,Water,Water,Water,Wetland
540,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
541,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
558,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
560,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
563,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
565,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
566,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
567,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
574,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
575,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
577,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
578,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
581,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
588,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
589,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
591,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
593,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
594,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
595,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
597,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
598,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
599,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
600,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
603,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
605,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
606,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
610,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
612,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
615,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
619,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
621,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
627,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
629,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
630,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
631,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
632,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
633,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
634,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
635,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
636,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
637,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
638,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
639,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
640,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
641,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
642,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
643,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
644,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
645,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
647,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
648,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
649,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
650,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
651,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
652,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
653,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
654,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
655,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
656,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
657,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
658,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
659,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
660,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
662,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
663,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
664,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
665,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
666,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
667,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
668,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
669,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
670,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
671,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
672,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
673,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
674,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
675,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
