Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFT_M_R
1593,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1594,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1595,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1596,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1597,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1598,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1599,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1600,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1601,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1602,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1603,Cropland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1604,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1605,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
1606,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1607,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1608,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1609,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
1610,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1611,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1612,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1613,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1614,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1615,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1616,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1617,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1618,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1619,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1620,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1621,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1622,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1623,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1624,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1625,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1626,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1627,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1628,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1629,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1630,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1631,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1632,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1633,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
1634,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1635,Cropland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1636,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1637,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1638,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1639,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1640,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1641,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1642,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1643,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1644,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1645,Cropland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1646,Cropland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1647,Cropland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1648,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1649,Cropland,NULL,Water,Water,Water,Wetland,Water,Grassland
1650,Cropland,NULL,Water,Water,Water,Water,Water,Water
1651,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1652,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1653,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1654,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1655,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1656,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1657,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1658,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1659,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1660,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1661,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1662,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1663,Cropland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1664,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1665,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1666,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1667,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1668,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1669,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1670,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1671,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1672,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1673,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1674,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
1675,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1676,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
1677,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
1678,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1679,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1680,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
1681,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1682,Cropland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1683,Cropland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1684,Cropland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
1685,Cropland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1686,Cropland,Wetland,Water,Water,Water,Wetland,Water,Grassland
1687,Cropland,Wetland,Water,Water,Water,Wetland,Water,Water
1688,Cropland,Wetland,Water,Water,Water,Water,Water,Grassland
1689,Cropland,Wetland,Water,Water,Water,Water,Water,Water
1690,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1691,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1692,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
1693,Cropland,Built-up,Water,Non_Water,Water,Wetland,Wetland,Grassland
1694,Cropland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1695,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
1696,Cropland,Water,Water,Water,Water,Water,Water,Water
1697,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1698,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1699,Cropland,Forest,Shrubland,Water,Non_Wetland,Water,Water,Water
1700,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1701,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1702,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1703,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1704,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1705,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
1706,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
1707,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1708,Cropland,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1709,Cropland,Forest,Water,Water,Water,Wetland,Water,Water
1710,Cropland,Forest,Water,Water,Water,Water,Water,Water
1711,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1712,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1713,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1714,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1715,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1716,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1717,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1718,Wetland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1719,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1720,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1721,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
1722,Wetland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
1723,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1724,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1725,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1726,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1727,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1728,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1729,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1730,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1731,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
1732,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1733,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1734,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1735,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1736,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1737,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1738,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1739,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1740,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1741,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1742,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1743,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1744,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1745,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
1746,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
1747,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1748,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1749,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1750,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1751,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1752,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1753,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1754,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1755,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1756,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1757,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1758,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1759,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1760,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1761,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1762,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
1763,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1764,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1765,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1766,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1767,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1768,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1769,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1770,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
1771,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1772,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1773,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1774,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1775,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1776,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
1777,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1778,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1779,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1780,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1781,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1782,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1783,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1784,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1785,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1786,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1787,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1788,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1789,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1790,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1791,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1792,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1793,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
1794,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1795,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1796,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
1797,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1798,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1799,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1800,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1801,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1802,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1803,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1804,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1805,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1806,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1807,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1808,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1809,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1810,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
1811,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1812,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1813,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1814,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
1815,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1816,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1817,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1818,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1819,Wetland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1820,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1821,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1822,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1823,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1824,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
1825,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1826,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1827,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
1828,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
1829,Wetland,NULL,Water,Water,Water,Bareland,Water,Water
1830,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
1831,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
1832,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
1833,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
1834,Wetland,NULL,Water,Water,Water,Water,Water,Water
1835,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1836,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1837,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1838,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1839,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1840,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1841,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1842,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1843,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1844,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1845,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1846,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1847,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1848,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1849,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1850,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1851,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1852,Wetland,Cropland,Wetland,Water,Wetland,Water,Water,Water
1853,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1854,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1855,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1856,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1857,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1858,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1859,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1860,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1861,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1862,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1863,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1864,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1865,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
1866,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
1867,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
1868,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1869,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1870,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1871,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1872,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1873,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1874,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1875,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1876,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1877,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1878,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1879,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1880,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1881,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1882,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1883,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1884,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1885,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
1886,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1887,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1888,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1889,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1890,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
1891,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1892,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1893,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1894,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1895,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1896,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1897,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1898,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1899,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1900,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1901,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1902,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1903,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
