Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUC_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Water
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Wetland
459,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
462,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
463,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
468,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Wetland
469,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
470,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
474,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
478,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
479,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
481,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Wetland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
483,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
484,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
486,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
490,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
493,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
496,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
497,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
498,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
506,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
507,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
509,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
515,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
516,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
520,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
522,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
526,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
529,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
530,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
531,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
532,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
602,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
613,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Wetland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
631,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
632,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
639,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Wetland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
