Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMV_M_R
344,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
345,Grassland,Wetland,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
346,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
347,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
348,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
349,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
350,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
351,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
352,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
353,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
354,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
355,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
356,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
357,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
358,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
359,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
360,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
361,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
362,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
363,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
364,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
365,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
366,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
367,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
368,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
369,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
370,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
371,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
372,Grassland,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
373,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
374,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
375,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Water
376,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
377,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
378,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
379,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
380,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
381,Grassland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
382,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
383,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
384,Grassland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
385,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
386,Grassland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
387,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
388,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
389,Grassland,Water,Water,Water,Water,Wetland,Wetland,Wetland
390,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
391,Grassland,Water,Water,Water,Water,Water,Water,Water
392,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
393,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
394,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
395,Grassland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
396,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
397,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
398,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
399,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
400,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
401,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
402,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
403,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
404,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
405,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
406,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
407,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
408,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
409,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
410,Grassland,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
411,Grassland,Forest,Water,Non_Water,Water,Water,Water,Water
412,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
413,Grassland,Forest,Water,Water,Water,Wetland,Water,Grassland
414,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
415,Grassland,Forest,Water,Water,Water,Water,Wetland,Grassland
416,Grassland,Forest,Water,Water,Water,Water,Wetland,Wetland
417,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
418,Grassland,Forest,Water,Water,Water,Water,Water,Wetland
419,Grassland,Forest,Water,Water,Water,Water,Water,Water
420,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
422,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
423,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
424,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
425,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
426,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
427,Cropland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
428,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
429,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
430,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
431,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
432,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
433,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
434,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
435,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
436,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
437,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
438,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
439,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
440,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
441,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
442,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
443,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
444,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
445,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
446,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
447,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
448,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
449,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
450,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
451,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
452,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
453,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
454,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
455,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
456,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
457,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
458,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
459,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
460,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
461,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
462,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
463,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
464,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
465,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
466,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
467,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
468,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
469,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
470,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
471,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
472,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
473,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
474,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Water
475,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
476,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
477,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
478,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
479,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
480,Wetland,NULL,Water,Water,Water,Water,Water,Water
481,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
482,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
483,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
484,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
485,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
486,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
487,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
488,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
489,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
490,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
491,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
492,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
493,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
494,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
495,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
496,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
497,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
498,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
499,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
500,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
501,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
502,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
503,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
504,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
505,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
506,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
507,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
508,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
509,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
510,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
511,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
512,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
513,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
514,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
515,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
516,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
517,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
518,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
519,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
520,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
521,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
522,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
523,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
524,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
525,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
526,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
527,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
528,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
529,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
530,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
531,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Wetland
532,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
533,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
534,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
535,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
536,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
537,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
538,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
539,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
540,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
541,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
542,Wetland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
543,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
544,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
545,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
546,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
547,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
548,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
549,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
550,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
551,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
552,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
553,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
554,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
555,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
556,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
557,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
558,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
559,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
560,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
561,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
562,Wetland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
563,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
564,Wetland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Wetland
565,Wetland,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
566,Wetland,Wetland,Water,NULL,Water,Wetland,Water,Grassland
567,Wetland,Wetland,Water,NULL,Water,Water,Wetland,Wetland
568,Wetland,Wetland,Water,NULL,Water,Water,Water,Wetland
569,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
570,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
571,Wetland,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
572,Wetland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
573,Wetland,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
574,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
575,Wetland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
576,Wetland,Wetland,Water,Water,Water,Wetland,Grassland,Wetland
577,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
578,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
579,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Water
580,Wetland,Wetland,Water,Water,Water,Wetland,Wetland,Forest
581,Wetland,Wetland,Water,Water,Water,Wetland,Water,Grassland
582,Wetland,Wetland,Water,Water,Water,Wetland,Water,Wetland
583,Wetland,Wetland,Water,Water,Water,Wetland,Water,Water
584,Wetland,Wetland,Water,Water,Water,Wetland,Water,Forest
585,Wetland,Wetland,Water,Water,Water,Water,Grassland,Wetland
586,Wetland,Wetland,Water,Water,Water,Water,Wetland,Grassland
587,Wetland,Wetland,Water,Water,Water,Water,Wetland,Wetland
588,Wetland,Wetland,Water,Water,Water,Water,Wetland,Water
589,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
590,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
591,Wetland,Wetland,Water,Water,Water,Water,Water,Wetland
592,Wetland,Wetland,Water,Water,Water,Water,Water,Water
593,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
594,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
595,Wetland,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
596,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
597,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
598,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
599,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
600,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
601,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
602,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
603,Wetland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
604,Wetland,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
605,Wetland,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
606,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
607,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
608,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
609,Wetland,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
610,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
611,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
612,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
613,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Water
614,Wetland,Water,Wetland,Water,Wetland,Water,Water,Wetland
615,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
616,Wetland,Water,Water,Water,Water,Wetland,Wetland,Water
617,Wetland,Water,Water,Water,Water,Wetland,Water,Water
618,Wetland,Water,Water,Water,Water,Water,Wetland,Water
619,Wetland,Water,Water,Water,Water,Water,Water,Wetland
620,Wetland,Water,Water,Water,Water,Water,Water,Water
621,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
622,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
623,Wetland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
624,Wetland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
625,Wetland,Forest,Wetland,NULL,Wetland,Water,Water,Forest
626,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
627,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
628,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
629,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
630,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
631,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
632,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
633,Wetland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
634,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
635,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
636,Wetland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
637,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
638,Wetland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
639,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
640,Wetland,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
641,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
642,Wetland,Forest,Wetland,Water,Wetland,Water,Water,Wetland
643,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
644,Wetland,Forest,Water,NULL,Water,Water,Water,Grassland
645,Wetland,Forest,Water,Water,Water,Water,Water,Grassland
646,Wetland,Forest,Water,Water,Water,Water,Water,Wetland
647,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
648,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
649,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
650,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
651,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
652,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
653,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
654,Bareland,Bareland,Water,Water,Water,Water,Water,Water
655,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
656,Bareland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
657,Bareland,Water,Wetland,NULL,Wetland,Water,Wetland,Water
658,Bareland,Water,Wetland,Water,Wetland,Water,Water,Grassland
659,Bareland,Water,Wetland,Water,Wetland,Water,Water,Wetland
660,Bareland,Water,Wetland,Water,Wetland,Water,Water,Water
661,Bareland,Water,Wetland,Water,Wetland,Water,Water,Forest
662,Bareland,Water,Water,Water,Water,Water,Water,Water
663,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
664,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
665,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
666,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
667,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
668,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
669,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
670,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
671,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
672,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
673,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
674,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
675,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
676,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
677,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
678,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
679,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
680,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
681,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
682,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
683,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
684,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
685,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
686,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
687,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
688,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
689,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
690,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
691,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
