Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKN_M_R
323,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
325,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
327,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
329,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
337,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
338,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
339,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Built-up
340,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
341,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
342,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
343,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
344,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
345,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
348,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
349,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
350,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
353,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
383,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
386,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
392,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
393,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
394,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
395,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
396,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
397,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
398,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
400,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
401,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
403,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
404,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
405,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
406,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
407,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
408,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
409,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
410,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
411,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
412,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
413,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
414,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
416,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
417,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
418,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
419,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
420,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
421,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
422,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
423,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
424,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
425,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
426,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
427,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
428,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
429,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
430,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
431,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
432,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
433,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
434,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
435,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
436,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
437,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
438,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
439,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
440,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Bareland
442,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
443,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
444,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
446,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
447,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
448,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
449,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
450,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
451,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
453,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
454,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
455,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
456,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
457,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
458,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
459,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
460,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
461,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
462,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
463,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
464,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
465,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
466,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
467,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
468,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
469,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
470,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
471,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
472,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
473,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
474,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
475,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Water
476,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
477,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
480,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
482,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
483,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
486,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
488,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
490,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
493,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
496,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
497,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
499,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
502,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
503,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
504,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
505,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
507,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
508,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
511,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
512,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
513,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
514,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
515,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
516,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
517,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
518,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
519,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Wetland
520,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
523,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
531,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
533,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
536,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
541,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
552,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
553,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
554,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
555,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
556,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
557,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
558,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
559,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
560,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
561,NULL,NULL,Water,Non_Water,Water,Forest,Grassland,Forest
562,NULL,NULL,Water,Non_Water,Water,Forest,Water,Wetland
563,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
564,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
565,NULL,NULL,Water,Water,Water,NULL,NULL,Water
566,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
567,NULL,NULL,Water,Water,Water,NULL,Water,Wetland
568,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
569,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
570,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
571,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
572,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
573,NULL,NULL,Water,Water,Water,Wetland,NULL,Water
574,NULL,NULL,Water,Water,Water,Wetland,NULL,Forest
575,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
576,NULL,NULL,Water,Water,Water,Wetland,Grassland,Forest
577,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
578,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
579,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
580,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
581,NULL,NULL,Water,Water,Water,Wetland,Water,Water
582,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
583,NULL,NULL,Water,Water,Water,Water,NULL,Water
584,NULL,NULL,Water,Water,Water,Water,Grassland,Forest
585,NULL,NULL,Water,Water,Water,Water,Water,Water
586,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
587,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
588,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
589,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
590,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
591,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
592,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
594,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
599,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
600,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
603,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
625,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
626,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
628,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
640,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
642,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
645,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
649,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
651,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
664,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
665,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
666,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
669,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
670,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
671,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
672,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
673,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
