Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LUQ_M_R
1707,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1708,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1709,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1710,Water,NULL,Bareland,Water,Non_Wetland,Water
1711,Water,NULL,Bareland,Water,Non_Wetland,Forest
1712,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1713,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1714,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1715,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1716,Water,NULL,Water,NULL,Water,Grassland
1717,Water,NULL,Water,NULL,Water,Cropland
1718,Water,NULL,Water,NULL,Water,Bareland
1719,Water,NULL,Water,NULL,Water,Water
1720,Water,NULL,Water,NULL,Water,Forest
1721,Water,NULL,Water,Non_Water,Water,Bareland
1722,Water,NULL,Water,Non_Water,Water,Water
1723,Water,NULL,Water,Water,Water,Grassland
1724,Water,NULL,Water,Water,Water,Cropland
1725,Water,NULL,Water,Water,Water,Wetland
1726,Water,NULL,Water,Water,Water,Bareland
1727,Water,NULL,Water,Water,Water,Water
1728,Water,NULL,Water,Water,Water,Forest
1729,Water,NULL,Forest,NULL,Non_Wetland,NULL
1730,Water,NULL,Forest,NULL,Non_Wetland,Grassland
1731,Water,NULL,Forest,NULL,Non_Wetland,Cropland
1732,Water,NULL,Forest,NULL,Non_Wetland,Wetland
1733,Water,NULL,Forest,NULL,Non_Wetland,Lichens_and_Mosses
1734,Water,NULL,Forest,NULL,Non_Wetland,Bareland
1735,Water,NULL,Forest,NULL,Non_Wetland,Water
1736,Water,NULL,Forest,NULL,Non_Wetland,Forest
1737,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
1738,Water,NULL,Forest,Non_Water,Non_Wetland,Water
1739,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
1740,Water,NULL,Forest,Water,Non_Wetland,Grassland
1741,Water,NULL,Forest,Water,Non_Wetland,Bareland
1742,Water,NULL,Forest,Water,Non_Wetland,Water
1743,Water,NULL,Forest,Water,Non_Wetland,Forest
1744,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1745,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1746,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1747,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
1748,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
1749,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
1750,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
1751,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
1752,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
1753,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
1754,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
1755,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
1756,Water,Cropland,Cropland,NULL,Non_Wetland,Water
1757,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
1758,Water,Cropland,Cropland,Water,Non_Wetland,Forest
1759,Water,Cropland,Wetland,NULL,Wetland,Forest
1760,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
1761,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
1762,Water,Cropland,Bareland,NULL,Non_Wetland,Water
1763,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
1764,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
1765,Water,Cropland,Bareland,Water,Non_Wetland,Water
1766,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
1767,Water,Cropland,Water,Non_Water,Water,Forest
1768,Water,Cropland,Water,Water,Water,Forest
1769,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
1770,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
1771,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
1772,Water,Cropland,Forest,NULL,Non_Wetland,Forest
1773,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1774,Water,Wetland,Shrubland,NULL,Non_Wetland,Water
1775,Water,Wetland,Cropland,NULL,Non_Wetland,Water
1776,Water,Wetland,Water,Water,Water,Grassland
1777,Water,Wetland,Water,Water,Water,Water
1778,Water,Wetland,Forest,NULL,Non_Wetland,Water
1779,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
1780,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1781,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1782,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1783,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1784,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1785,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1786,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1787,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1788,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1789,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1790,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1791,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
1792,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
1793,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1794,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1795,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1796,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1797,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1798,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1799,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1800,Water,Bareland,Cropland,Water,Non_Wetland,Water
1801,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1802,Water,Bareland,Wetland,Water,Wetland,Water
1803,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1804,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1805,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1806,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1807,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1808,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1809,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1810,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1811,Water,Bareland,Bareland,Water,Non_Wetland,Water
1812,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1813,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
1814,Water,Bareland,Water,NULL,Water,Bareland
1815,Water,Bareland,Water,NULL,Water,Water
1816,Water,Bareland,Water,Non_Water,Water,Grassland
1817,Water,Bareland,Water,Non_Water,Water,Bareland
1818,Water,Bareland,Water,Non_Water,Water,Water
1819,Water,Bareland,Water,Water,Water,Grassland
1820,Water,Bareland,Water,Water,Water,Bareland
1821,Water,Bareland,Water,Water,Water,Water
1822,Water,Bareland,Water,Water,Water,Forest
1823,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1824,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1825,Water,Bareland,Forest,NULL,Non_Wetland,Water
1826,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1827,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1828,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1829,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1830,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1831,Water,Bareland,Forest,Water,Non_Wetland,Water
1832,Water,Bareland,Forest,Water,Non_Wetland,Forest
1833,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
1834,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1835,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1836,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1837,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1838,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1839,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1840,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1841,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1842,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1843,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1844,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1845,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1846,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1847,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1848,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1849,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
1850,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1851,Water,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1852,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1853,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1854,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1855,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1856,Water,Built-up,Cropland,Water,Non_Wetland,Water
1857,Water,Built-up,Wetland,NULL,Wetland,Water
1858,Water,Built-up,Wetland,Non_Water,Wetland,Grassland
1859,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1860,Water,Built-up,Wetland,Non_Water,Wetland,Water
1861,Water,Built-up,Wetland,Water,Wetland,Grassland
1862,Water,Built-up,Wetland,Water,Wetland,Bareland
1863,Water,Built-up,Wetland,Water,Wetland,Water
1864,Water,Built-up,Wetland,Water,Wetland,Forest
1865,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
1866,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1867,Water,Built-up,Bareland,NULL,Non_Wetland,Cropland
1868,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1869,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
1870,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1871,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1872,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1873,Water,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
1874,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1875,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1876,Water,Built-up,Bareland,Water,Non_Wetland,Grassland
1877,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1878,Water,Built-up,Bareland,Water,Non_Wetland,Water
1879,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1880,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
1881,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland
1882,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
1883,Water,Built-up,Built-up,NULL,Non_Wetland,Water
1884,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1885,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1886,Water,Built-up,Built-up,Water,Non_Wetland,Water
1887,Water,Built-up,Built-up,Water,Non_Wetland,Forest
1888,Water,Built-up,Water,NULL,Water,Grassland
1889,Water,Built-up,Water,NULL,Water,Cropland
1890,Water,Built-up,Water,NULL,Water,Bareland
1891,Water,Built-up,Water,NULL,Water,Water
1892,Water,Built-up,Water,NULL,Water,Forest
1893,Water,Built-up,Water,Non_Water,Water,Water
1894,Water,Built-up,Water,Water,Water,Grassland
1895,Water,Built-up,Water,Water,Water,Water
1896,Water,Built-up,Water,Water,Water,Forest
1897,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1898,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
1899,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1900,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
1901,Water,Built-up,Forest,NULL,Non_Wetland,Water
1902,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1903,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1904,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1905,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1906,Water,Built-up,Forest,Water,Non_Wetland,Water
1907,Water,Built-up,Forest,Water,Non_Wetland,Forest
1908,Water,Water,NULL,NULL,Non_Wetland,Grassland
1909,Water,Water,NULL,NULL,Non_Wetland,Water
1910,Water,Water,NULL,Water,Non_Wetland,Grassland
1911,Water,Water,NULL,Water,Non_Wetland,Water
1912,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1913,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1914,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1915,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1916,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1917,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1918,Water,Water,Shrubland,NULL,Non_Wetland,Water
1919,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1920,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1921,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1922,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1923,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1924,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1925,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1926,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1927,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1928,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1929,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1930,Water,Water,Shrubland,Water,Non_Wetland,Water
1931,Water,Water,Shrubland,Water,Non_Wetland,Forest
1932,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1933,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1934,Water,Water,Grassland,NULL,Non_Wetland,Wetland
1935,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1936,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1937,Water,Water,Grassland,NULL,Non_Wetland,Water
1938,Water,Water,Grassland,NULL,Non_Wetland,Forest
1939,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1940,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1941,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1942,Water,Water,Grassland,Water,Non_Wetland,Grassland
1943,Water,Water,Grassland,Water,Non_Wetland,Cropland
1944,Water,Water,Grassland,Water,Non_Wetland,Bareland
1945,Water,Water,Grassland,Water,Non_Wetland,Water
1946,Water,Water,Grassland,Water,Non_Wetland,Forest
1947,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1948,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1949,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1950,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1951,Water,Water,Cropland,NULL,Non_Wetland,Water
1952,Water,Water,Cropland,NULL,Non_Wetland,Forest
1953,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1954,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1955,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1956,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1957,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1958,Water,Water,Cropland,Water,Non_Wetland,Grassland
1959,Water,Water,Cropland,Water,Non_Wetland,Cropland
1960,Water,Water,Cropland,Water,Non_Wetland,Bareland
1961,Water,Water,Cropland,Water,Non_Wetland,Water
1962,Water,Water,Cropland,Water,Non_Wetland,Forest
1963,Water,Water,Wetland,NULL,Wetland,Grassland
1964,Water,Water,Wetland,NULL,Wetland,Bareland
1965,Water,Water,Wetland,NULL,Wetland,Water
1966,Water,Water,Wetland,NULL,Wetland,Forest
1967,Water,Water,Wetland,Non_Water,Wetland,Grassland
1968,Water,Water,Wetland,Non_Water,Wetland,Bareland
1969,Water,Water,Wetland,Non_Water,Wetland,Water
1970,Water,Water,Wetland,Non_Water,Wetland,Forest
1971,Water,Water,Wetland,Water,Wetland,Grassland
1972,Water,Water,Wetland,Water,Wetland,Cropland
1973,Water,Water,Wetland,Water,Wetland,Bareland
1974,Water,Water,Wetland,Water,Wetland,Water
1975,Water,Water,Wetland,Water,Wetland,Forest
1976,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1977,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1978,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1979,Water,Water,Bareland,NULL,Non_Wetland,Water
1980,Water,Water,Bareland,NULL,Non_Wetland,Forest
1981,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1982,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1983,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1984,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1985,Water,Water,Bareland,Water,Non_Wetland,Grassland
1986,Water,Water,Bareland,Water,Non_Wetland,Cropland
1987,Water,Water,Bareland,Water,Non_Wetland,Bareland
1988,Water,Water,Bareland,Water,Non_Wetland,Built-up
1989,Water,Water,Bareland,Water,Non_Wetland,Water
1990,Water,Water,Bareland,Water,Non_Wetland,Forest
1991,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1992,Water,Water,Built-up,NULL,Non_Wetland,Cropland
1993,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1994,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1995,Water,Water,Built-up,NULL,Non_Wetland,Water
1996,Water,Water,Built-up,NULL,Non_Wetland,Forest
1997,Water,Water,Built-up,Water,Non_Wetland,Bareland
1998,Water,Water,Built-up,Water,Non_Wetland,Water
1999,Water,Water,Built-up,Water,Non_Wetland,Forest
2000,Water,Water,Water,NULL,Water,NULL
2001,Water,Water,Water,NULL,Water,Grassland
2002,Water,Water,Water,NULL,Water,Cropland
2003,Water,Water,Water,NULL,Water,Wetland
2004,Water,Water,Water,NULL,Water,Bareland
2005,Water,Water,Water,NULL,Water,Built-up
2006,Water,Water,Water,NULL,Water,Water
2007,Water,Water,Water,NULL,Water,Forest
2008,Water,Water,Water,Non_Water,Water,Grassland
2009,Water,Water,Water,Non_Water,Water,Cropland
2010,Water,Water,Water,Non_Water,Water,Bareland
2011,Water,Water,Water,Non_Water,Water,Water
2012,Water,Water,Water,Non_Water,Water,Forest
2013,Water,Water,Water,Water,Water,NULL
2014,Water,Water,Water,Water,Water,Grassland
2015,Water,Water,Water,Water,Water,Cropland
2016,Water,Water,Water,Water,Water,Wetland
2017,Water,Water,Water,Water,Water,Bareland
2018,Water,Water,Water,Water,Water,Water
2019,Water,Water,Water,Water,Water,Forest
2020,Water,Water,Forest,NULL,Non_Wetland,NULL
2021,Water,Water,Forest,NULL,Non_Wetland,Grassland
2022,Water,Water,Forest,NULL,Non_Wetland,Cropland
2023,Water,Water,Forest,NULL,Non_Wetland,Wetland
2024,Water,Water,Forest,NULL,Non_Wetland,Bareland
2025,Water,Water,Forest,NULL,Non_Wetland,Built-up
2026,Water,Water,Forest,NULL,Non_Wetland,Water
2027,Water,Water,Forest,NULL,Non_Wetland,Forest
2028,Water,Water,Forest,Non_Water,Non_Wetland,NULL
2029,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2030,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2031,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2032,Water,Water,Forest,Non_Water,Non_Wetland,Built-up
2033,Water,Water,Forest,Non_Water,Non_Wetland,Water
2034,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2035,Water,Water,Forest,Water,Non_Wetland,Grassland
2036,Water,Water,Forest,Water,Non_Wetland,Cropland
2037,Water,Water,Forest,Water,Non_Wetland,Bareland
2038,Water,Water,Forest,Water,Non_Wetland,Water
2039,Water,Water,Forest,Water,Non_Wetland,Forest
2040,Water,Forest,NULL,NULL,Non_Wetland,NULL
2041,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2042,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2043,Water,Forest,NULL,NULL,Non_Wetland,Forest
2044,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2045,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2046,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2047,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2048,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2049,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2050,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2051,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2052,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
2053,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2054,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2055,Water,Forest,Shrubland,Water,Non_Wetland,Water
2056,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2057,Water,Forest,Grassland,NULL,Non_Wetland,NULL
2058,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2059,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2060,Water,Forest,Cropland,NULL,Non_Wetland,NULL
2061,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2062,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
2063,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2064,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2065,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2066,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
2067,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2068,Water,Forest,Cropland,Water,Non_Wetland,Grassland
2069,Water,Forest,Cropland,Water,Non_Wetland,Water
2070,Water,Forest,Wetland,NULL,Wetland,Water
2071,Water,Forest,Wetland,Non_Water,Wetland,Water
2072,Water,Forest,Wetland,Water,Wetland,Forest
2073,Water,Forest,Bareland,NULL,Non_Wetland,NULL
2074,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2075,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2076,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2077,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2078,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2079,Water,Forest,Water,NULL,Water,Grassland
2080,Water,Forest,Water,NULL,Water,Forest
2081,Water,Forest,Water,Water,Water,NULL
2082,Water,Forest,Water,Water,Water,Grassland
2083,Water,Forest,Water,Water,Water,Water
2084,Water,Forest,Water,Water,Water,Forest
2085,Water,Forest,Forest,NULL,Non_Wetland,NULL
2086,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2087,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2088,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2089,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2090,Water,Forest,Forest,NULL,Non_Wetland,Water
2091,Water,Forest,Forest,NULL,Non_Wetland,Forest
2092,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2093,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2094,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2095,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2096,Water,Forest,Forest,Water,Non_Wetland,Grassland
2097,Water,Forest,Forest,Water,Non_Wetland,Water
2098,Water,Forest,Forest,Water,Non_Wetland,Forest
2099,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
2100,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
2101,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2102,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
2103,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2104,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2105,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2106,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
2107,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2108,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
2109,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
2110,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
2111,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL
2112,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
2113,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2114,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
2115,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
2116,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2117,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
2118,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2119,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water
2120,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2121,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2122,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
2123,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
2124,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2125,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2126,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
2127,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
2128,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2129,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2130,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2131,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2132,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2133,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
2134,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Cropland
2135,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,Cropland
2136,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
2137,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2138,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2139,Permanent_ice_and_snow,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
2140,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2141,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2142,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2143,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Forest
