Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KTT_M_R
1722,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1723,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1724,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1725,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1726,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1727,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1728,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1729,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1730,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1731,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1732,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1733,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1734,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1735,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1736,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1737,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1738,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1739,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1740,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1741,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1742,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1743,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1744,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1745,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1746,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1747,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1748,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1749,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1750,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1751,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1752,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1753,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1754,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1755,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,NULL
1756,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1757,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1758,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1759,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1760,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1761,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1762,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1763,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1764,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1765,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1766,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1767,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1768,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1769,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1770,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1771,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1772,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1773,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1774,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1775,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1776,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1777,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
1778,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1779,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1780,Water,Water,Water,NULL,Water,NULL,NULL,Water
1781,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1782,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1783,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1784,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1785,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1786,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1787,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1788,Water,Water,Water,Water,Water,NULL,NULL,NULL
1789,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1790,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1791,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1792,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1793,Water,Water,Water,Water,Water,NULL,NULL,Water
1794,Water,Water,Water,Water,Water,NULL,NULL,Forest
1795,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1796,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1797,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1798,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1799,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1800,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1801,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1802,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1803,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1804,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1805,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1806,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1807,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1808,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
1809,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1810,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1811,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1812,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1813,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1814,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1815,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1816,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1817,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1818,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1820,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1821,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1822,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1823,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1824,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1825,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1826,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1827,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1828,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1829,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1830,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1831,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1832,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1833,Water,Forest,Water,NULL,Water,NULL,NULL,NULL
1834,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1835,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
1836,Water,Forest,Water,NULL,Water,NULL,NULL,Water
1837,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1838,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1839,Water,Forest,Water,Water,Water,NULL,NULL,Water
1840,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1841,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1842,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1843,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1844,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1845,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1846,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1847,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1848,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1849,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1850,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1851,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1852,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1853,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1854,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1855,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1856,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1857,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1858,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1859,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1860,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1861,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1862,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1863,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
1864,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1865,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1866,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1867,Permanent_ice_and_snow,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1868,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1869,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1870,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1871,Permanent_ice_and_snow,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1872,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1873,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1874,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1875,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1876,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1877,Permanent_ice_and_snow,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1878,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1879,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1880,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1881,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1882,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1883,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1884,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1885,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1886,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1887,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1888,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1889,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1890,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1891,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1892,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1893,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1894,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1895,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1896,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1897,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1898,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1899,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1900,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1901,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1902,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1903,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1904,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1905,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1906,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1907,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1908,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1909,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1910,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1911,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1912,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1913,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1914,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1916,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1917,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1918,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1919,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1920,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1921,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1922,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1923,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1924,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1925,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1926,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1927,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1928,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1929,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1930,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1931,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1932,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1933,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1934,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1935,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1936,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1937,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1938,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1939,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1940,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1941,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1942,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1943,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1944,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1945,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1946,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1947,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1948,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1949,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1950,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1951,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1952,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1953,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1954,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1955,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1956,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1957,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1958,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1959,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1960,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1961,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1962,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1963,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1964,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1965,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1966,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1967,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1968,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1969,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1970,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1971,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1973,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1974,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1975,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1976,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1977,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1978,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1979,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1980,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1981,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1982,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1983,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1984,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1985,Forest,NULL,Water,NULL,Water,NULL,NULL,Cropland
1986,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1987,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1988,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1989,Forest,NULL,Water,Non_Water,Water,NULL,NULL,NULL
1990,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1991,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1992,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1993,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1994,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1995,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1996,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1997,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1998,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1999,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2000,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2001,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2002,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2003,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2004,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2005,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2006,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2007,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2008,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2009,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
2010,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2011,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2012,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2013,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2014,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2015,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2016,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2017,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2018,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2019,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2020,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2021,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2022,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2023,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2024,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
2025,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
2026,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2027,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2028,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2029,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2030,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2031,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2032,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2033,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2034,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2035,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2037,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2038,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2040,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2041,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2042,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2043,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2044,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2045,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2046,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2047,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2048,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2049,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
2050,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2051,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
2052,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2053,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2054,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
2055,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
2056,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2057,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2058,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2059,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
2060,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
2061,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
2062,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
