Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFP_M_R
344,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
345,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
346,NULL,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
347,NULL,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
348,NULL,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
349,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
350,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
351,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
352,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
353,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
354,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
355,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
356,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
357,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
358,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
359,NULL,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
360,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
361,NULL,Forest,Wetland,Water,Wetland,Water,Water,Grassland
362,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
363,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
364,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
365,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
366,NULL,Forest,Water,Water,Water,Water,Wetland,Water
367,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
368,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
371,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
372,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
373,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
374,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
375,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
376,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
377,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
378,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
379,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
380,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
381,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
382,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
383,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
384,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
385,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
386,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
387,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
388,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
389,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
390,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
392,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
393,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
394,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
395,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
396,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
397,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
398,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
399,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
400,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
401,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
402,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
403,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
404,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
405,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
406,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
407,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
408,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
409,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
410,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
411,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
412,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
413,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
414,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
415,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
416,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
417,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
418,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
419,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
420,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
421,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
422,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
423,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
424,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
425,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
426,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
427,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
428,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
429,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
430,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
431,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
432,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
433,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
434,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
435,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
436,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
437,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
438,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
439,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
440,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
441,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
442,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
443,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
444,Grassland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
445,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
446,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
447,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
448,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
449,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
450,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
451,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
452,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
453,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
454,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
456,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
457,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
458,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
459,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
460,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
461,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
462,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
463,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
464,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
467,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
468,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
469,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
470,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
471,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
472,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
473,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
474,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
475,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
476,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
477,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
478,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
479,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
480,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
481,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
482,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
483,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
484,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
485,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
486,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
487,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
488,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
489,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
490,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
491,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
492,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
493,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
494,Grassland,NULL,Water,Water,Water,Water,Water,Water
495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
496,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
498,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
500,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
501,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
502,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
503,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
504,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
505,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
506,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
507,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
508,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
509,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
510,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
511,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
512,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
513,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
514,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
515,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
516,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
517,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
518,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
519,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
520,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
521,Grassland,Wetland,Wetland,Water,Wetland,NULL,Wetland,Water
522,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
523,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
524,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
525,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
526,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
527,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
528,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
529,Grassland,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
530,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
531,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
532,Grassland,Bareland,Wetland,Water,Wetland,Water,Water,Water
533,Grassland,Water,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
534,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,Grassland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
536,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
537,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
538,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
539,Grassland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
540,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
541,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
542,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Water
543,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
544,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
545,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
546,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
547,Grassland,Water,Water,Water,Water,NULL,Wetland,Forest
548,Grassland,Water,Water,Water,Water,Grassland,Wetland,Water
549,Grassland,Water,Water,Water,Water,Wetland,Water,Grassland
550,Grassland,Water,Water,Water,Water,Wetland,Water,Wetland
551,Grassland,Water,Water,Water,Water,Wetland,Water,Water
552,Grassland,Water,Water,Water,Water,Water,Wetland,Water
553,Grassland,Water,Water,Water,Water,Water,Water,Water
554,Grassland,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
555,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
556,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
558,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
559,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
560,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
561,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
562,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
563,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
564,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
565,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
566,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
567,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
568,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
569,Grassland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
570,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
571,Grassland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
572,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
573,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
574,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
575,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
576,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
577,Grassland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
578,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
579,Grassland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
580,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
581,Grassland,Forest,Wetland,Water,Wetland,Water,Water,Water
582,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
583,Grassland,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
584,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,Grassland,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
586,Grassland,Forest,Water,NULL,Water,Water,Wetland,Forest
587,Grassland,Forest,Water,Non_Water,Water,Water,Wetland,Water
588,Grassland,Forest,Water,Water,Water,NULL,Water,Water
589,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Grassland
590,Grassland,Forest,Water,Water,Water,Grassland,Wetland,Water
591,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Grassland
592,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Wetland
593,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
594,Grassland,Forest,Water,Water,Water,Water,Wetland,Water
595,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
596,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
597,Cropland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
598,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
599,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
600,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
601,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
602,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
603,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
604,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
605,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
606,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
607,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
608,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
609,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
610,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
611,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
612,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
613,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
614,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Water
615,Cropland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
616,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
617,Cropland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
618,Cropland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
619,Cropland,NULL,Water,Water,Water,Bareland,Water,Grassland
620,Cropland,NULL,Water,Water,Water,Water,Wetland,Water
621,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
622,Cropland,NULL,Water,Water,Water,Water,Water,Water
623,Cropland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
624,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
625,Cropland,Wetland,Wetland,Water,Wetland,Water,Water,Water
626,Cropland,Wetland,Water,Water,Water,Water,Water,Water
627,Cropland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
628,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
629,Cropland,Bareland,Wetland,Water,Wetland,Water,Water,Water
630,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
631,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Water
632,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
633,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
634,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
635,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
636,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
637,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
638,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
639,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
640,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
641,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
642,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
643,Cropland,Water,Wetland,Water,Wetland,Water,Wetland,Water
644,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
645,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
646,Cropland,Water,Wetland,Water,Wetland,Water,Water,Forest
647,Cropland,Water,Water,Non_Water,Water,Wetland,Water,Forest
648,Cropland,Water,Water,Water,Water,Grassland,Wetland,Water
649,Cropland,Water,Water,Water,Water,Grassland,Water,Water
650,Cropland,Water,Water,Water,Water,Wetland,Wetland,Grassland
651,Cropland,Water,Water,Water,Water,Water,Water,Water
652,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
653,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
654,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
655,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
656,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
657,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
658,Cropland,Forest,Wetland,Water,Wetland,Grassland,Water,Water
659,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
660,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
661,Cropland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
662,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
663,Cropland,Forest,Wetland,Water,Wetland,Wetland,Water,Water
664,Cropland,Forest,Wetland,Water,Wetland,Bareland,Water,Water
665,Cropland,Forest,Wetland,Water,Wetland,Water,Wetland,Water
666,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Grassland
667,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Water
668,Cropland,Forest,Water,Water,Water,Grassland,Wetland,Water
669,Cropland,Forest,Water,Water,Water,Water,Water,Water
670,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
671,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
672,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
673,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
674,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
675,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
676,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
677,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
678,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
679,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
680,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
681,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
682,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
683,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
684,Wetland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
685,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
686,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
687,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
