Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWV_M_R
1419,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1420,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1421,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1422,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1423,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1424,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1425,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1426,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1427,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1428,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1429,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1430,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1431,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1432,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1433,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1434,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1435,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1436,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1437,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1438,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1439,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1440,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1441,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1442,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1443,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1444,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1445,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1446,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1448,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1449,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1450,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1451,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1452,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1453,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1454,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1455,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
1456,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1458,Forest,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1459,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1460,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1461,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1462,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1463,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1464,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1465,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1466,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1467,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1469,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1470,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1471,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1472,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1473,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1474,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1475,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1476,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1477,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1478,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1479,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1480,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1481,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1482,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1483,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1484,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1486,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1487,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1488,Forest,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1489,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1490,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1491,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1492,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1493,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1494,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1495,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1496,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1497,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1498,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1499,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1500,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1501,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1502,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1503,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1504,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1506,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1508,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1509,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1510,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1511,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1512,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1513,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1514,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1515,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1516,Forest,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1517,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1518,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1519,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1520,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1521,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1522,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1523,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1524,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1525,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1526,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1527,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1528,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1529,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1530,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1531,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1532,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1534,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1535,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1536,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1537,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1538,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1539,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1541,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1542,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1543,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1544,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1545,Forest,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1546,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1547,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1548,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1550,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1551,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1552,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1553,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1554,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1555,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1556,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1557,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1558,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1559,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1560,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1561,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1562,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1563,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1564,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1565,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1566,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1567,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1568,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1569,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1570,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1571,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1572,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1573,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1574,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1575,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1577,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1578,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1579,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1580,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1581,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1582,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
1583,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1584,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1586,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1587,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1588,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1589,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1590,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1591,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1592,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1593,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1594,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1595,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1597,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1598,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1599,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1600,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1601,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1602,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1603,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1604,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1605,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1606,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1607,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1608,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1610,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1611,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1612,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1613,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1614,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1615,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1616,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1617,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1618,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1619,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1620,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1621,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1622,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1623,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1624,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1625,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1626,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1627,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1628,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1629,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1630,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1631,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1632,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1635,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1636,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1637,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1638,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1639,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1640,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1641,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1642,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1643,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1644,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1645,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1646,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1647,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1648,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1649,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1650,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1651,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1652,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1653,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1654,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1655,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1656,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1657,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1658,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1659,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1660,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1661,Forest,Water,Water,Water,Water,NULL,NULL,Water
1662,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1663,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1665,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1666,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1667,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1668,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1669,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1670,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1671,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1672,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1673,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1674,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1675,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1676,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1677,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1678,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1679,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1680,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1681,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1682,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1683,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1684,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1685,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1686,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1687,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1693,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1694,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1698,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1699,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1700,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1701,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1702,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1703,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1704,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1705,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1706,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1707,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1708,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1709,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1710,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1711,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1712,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1713,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1714,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1715,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1716,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1717,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1718,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1719,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1720,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1721,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1722,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1723,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1724,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1725,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1726,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1727,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1728,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1729,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1730,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1731,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1732,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1733,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1734,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1735,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1736,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1737,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1738,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1739,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1740,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1741,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1742,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1744,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1745,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1746,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1747,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1748,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1749,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1750,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1751,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1752,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1753,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1754,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1755,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1756,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1757,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1758,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1759,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1760,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1761,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1762,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
1763,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1764,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1765,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
1766,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1767,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
