Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKQ_M_R
2465,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2466,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2467,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2468,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2469,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2470,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2471,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2472,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2473,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2474,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2475,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2476,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2477,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2478,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2479,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2480,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2481,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2482,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2483,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2484,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2485,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2486,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2487,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2488,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2489,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
2490,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2491,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2492,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2493,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2494,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2495,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2496,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
2497,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
2498,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2499,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2500,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2501,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2502,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2503,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2504,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2505,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2506,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
2507,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
2508,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2509,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
2510,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2511,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2512,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2513,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2514,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2515,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2518,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2519,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2520,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2521,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2522,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2523,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2524,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2525,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
2526,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2527,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
2532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
2534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
2536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
2538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
2539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
2542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
2545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
2548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2551,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
2552,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2553,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
2554,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2555,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
2556,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2560,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
2561,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
2564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
2565,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
2566,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Water,Cropland
2567,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2568,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
2569,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2570,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2571,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2572,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2573,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2574,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2575,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Water,Grassland
2576,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2577,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
2578,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
2579,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
2580,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
2581,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2582,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2583,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2584,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
2585,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2586,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2587,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
2588,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2589,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
2590,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2591,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2592,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2593,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
2594,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2595,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2596,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2597,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2598,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2599,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
2600,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2601,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2602,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
2603,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2604,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
2605,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
2606,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2607,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
2608,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2609,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2610,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2611,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
2612,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2613,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2614,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2615,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
2616,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Grassland
2617,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Water
2618,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
2619,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
2620,Grassland,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
2621,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
2622,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
2623,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
2624,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
2625,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
2626,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
2627,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2628,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2629,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2630,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2631,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2632,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
2633,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2634,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2635,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2636,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
2637,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
2638,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2639,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
2640,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2641,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
2642,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2643,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
2644,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2645,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2646,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
2647,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
2648,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
2649,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
2650,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2651,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2652,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2653,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2654,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2655,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2656,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Built-up
2657,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2658,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
2659,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2660,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
2661,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2662,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
2663,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2664,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
2665,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2666,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2667,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
2668,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2669,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2670,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2671,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
2672,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
2673,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Forest
2674,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Forest,Forest
2675,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2676,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2677,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2678,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2679,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2680,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2681,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
2682,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2683,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2684,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
2685,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
2686,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2687,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2688,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2689,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
2690,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2691,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2692,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
2693,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2694,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
2695,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2696,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2697,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2698,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2699,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
2700,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
2701,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2702,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Cropland
2703,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
2704,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2705,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
2706,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
2707,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Water
2708,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Water
2709,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2710,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2711,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
2712,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
2713,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
2714,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Water
2715,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
2716,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2717,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2718,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2719,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
2720,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
2721,Grassland,NULL,Wetland,Water,Wetland,Water,Forest,Water
2722,Grassland,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
2723,Grassland,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
2724,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2725,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2726,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
2727,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2728,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
2729,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Built-up
2730,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Grassland
2731,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Built-up,Cropland
2732,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2733,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
2734,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2735,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2736,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
2737,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Cropland
2738,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2739,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2740,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Built-up
2741,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Built-up,Cropland
2742,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,NULL,Grassland
2743,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Cropland
2744,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Built-up
2745,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
2746,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Cropland
2747,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
2748,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2749,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2750,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2751,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2752,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2753,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2754,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2755,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
2756,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
2757,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2758,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2759,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2760,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2761,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2762,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2763,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
2764,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2765,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2766,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
2767,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2768,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2769,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2770,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Water
2771,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2772,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2773,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
2774,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2775,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Bareland
2776,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2777,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2778,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2779,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
2780,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2781,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2782,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
2783,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Cropland
2784,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
2785,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
2786,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
