Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEB_M_R
1382,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1383,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1384,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1385,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1386,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1387,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1388,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1389,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1390,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1391,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1392,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1393,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1394,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1395,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1396,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1397,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1398,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1399,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1400,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1401,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1402,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1403,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1404,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1405,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1406,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1407,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1408,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1409,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1410,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
1411,Forest,Built-up,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1412,Forest,Built-up,Grassland,Water,Non_Wetland,Forest,Water,Grassland
1413,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1414,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1415,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1416,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1417,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1418,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1419,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
1420,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1421,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1422,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1423,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1424,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
1425,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1426,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1427,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1428,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
1429,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1430,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1431,Forest,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1432,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1433,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1434,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1435,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1436,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1437,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1438,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1439,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1440,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1441,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1442,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1443,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1444,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1445,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1446,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1447,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1448,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1449,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
1450,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1451,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1452,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1453,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1454,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1455,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1456,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1457,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1458,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1459,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1460,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1461,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1462,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1463,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1464,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1465,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1466,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1467,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1468,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1469,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
1470,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1471,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1472,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Water,Forest
1473,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1474,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1475,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1476,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1477,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1478,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1479,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1480,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
1481,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1482,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Water
1483,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1484,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1486,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1487,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1488,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
1489,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1490,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1491,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
1492,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1493,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1494,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1495,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1496,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1497,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1498,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1499,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1500,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1501,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1502,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1503,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1504,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1505,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
1506,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1507,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1508,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1509,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1510,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1511,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1512,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1513,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1514,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1515,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1516,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1517,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1518,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1519,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Grassland
1520,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1521,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1522,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
1523,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1524,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1525,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1526,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1527,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1528,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1529,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1530,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1531,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1532,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1533,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1534,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1535,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1537,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1538,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
1539,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1540,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1541,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1542,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1543,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1544,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1545,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1546,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1547,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1548,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1549,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1550,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1551,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
1552,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
1553,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1554,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1555,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1556,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1557,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1558,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1559,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1560,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1561,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1562,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1563,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1564,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1565,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1566,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1567,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1568,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1569,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1570,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1571,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1572,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1573,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1574,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1575,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1576,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1577,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1578,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1579,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
1580,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1581,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1582,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1583,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1585,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1586,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1587,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1588,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1589,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Water
1590,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1591,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1592,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1593,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1594,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1595,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1596,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1597,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1598,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1599,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1600,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1601,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1602,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1603,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1604,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1605,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1606,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1607,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
1608,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1609,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1610,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1611,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1612,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1613,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1614,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1615,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1616,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
1617,Forest,Water,Wetland,Water,Wetland,Water,NULL,Forest
1618,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1619,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1620,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1621,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1622,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1623,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1624,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1625,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1626,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1627,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1628,Forest,Water,Wetland,Water,Wetland,Forest,NULL,Forest
1629,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1630,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1631,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
1632,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1633,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1634,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1635,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1636,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1637,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1638,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
1639,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1640,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1641,Forest,Water,Water,NULL,Water,NULL,Water,Water
1642,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1643,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1644,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1645,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
1646,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1647,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1648,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1649,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1650,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1651,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
1652,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
1653,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
1654,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1655,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1656,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
1657,Forest,Water,Water,NULL,Water,Wetland,Water,Water
1658,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1659,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
1660,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
1661,Forest,Water,Water,NULL,Water,Water,NULL,Grassland
1662,Forest,Water,Water,NULL,Water,Water,NULL,Water
1663,Forest,Water,Water,NULL,Water,Water,NULL,Forest
1664,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
1665,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
1666,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1667,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1668,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1669,Forest,Water,Water,NULL,Water,Water,Water,Wetland
1670,Forest,Water,Water,NULL,Water,Water,Water,Water
1671,Forest,Water,Water,NULL,Water,Water,Water,Forest
1672,Forest,Water,Water,NULL,Water,Water,Forest,Wetland
1673,Forest,Water,Water,NULL,Water,Water,Forest,Water
1674,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1675,Forest,Water,Water,NULL,Water,Forest,NULL,Water
1676,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
1677,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1678,Forest,Water,Water,NULL,Water,Forest,Water,Water
1679,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1680,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1681,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1682,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1683,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1684,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1685,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1686,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1687,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1688,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1689,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1690,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Water
1691,Forest,Water,Water,Non_Water,Water,Grassland,NULL,Forest
1692,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1693,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1694,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1695,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1696,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1697,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1698,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1699,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Water
1700,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1701,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1702,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1703,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1704,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
1705,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1706,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1707,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1708,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1709,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1710,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
1711,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1712,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1713,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1714,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
1715,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1716,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1717,Forest,Water,Water,Water,Water,NULL,NULL,Water
1718,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1719,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1720,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1721,Forest,Water,Water,Water,Water,NULL,Water,Water
1722,Forest,Water,Water,Water,Water,NULL,Water,Forest
1723,Forest,Water,Water,Water,Water,NULL,Forest,Water
1724,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1725,Forest,Water,Water,Water,Water,Grassland,NULL,Water
1726,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
1727,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1728,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1729,Forest,Water,Water,Water,Water,Grassland,Water,Water
1730,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1731,Forest,Water,Water,Water,Water,Grassland,Forest,Water
1732,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1733,Forest,Water,Water,Water,Water,Wetland,NULL,Water
1734,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1735,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1736,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1737,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
1738,Forest,Water,Water,Water,Water,Wetland,Water,Water
1739,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1740,Forest,Water,Water,Water,Water,Wetland,Forest,Water
1741,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
1742,Forest,Water,Water,Water,Water,Bareland,Water,Water
1743,Forest,Water,Water,Water,Water,Water,NULL,Wetland
1744,Forest,Water,Water,Water,Water,Water,NULL,Water
1745,Forest,Water,Water,Water,Water,Water,NULL,Forest
1746,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1747,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
1748,Forest,Water,Water,Water,Water,Water,Wetland,Water
1749,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1750,Forest,Water,Water,Water,Water,Water,Water,Grassland
1751,Forest,Water,Water,Water,Water,Water,Water,Wetland
1752,Forest,Water,Water,Water,Water,Water,Water,Bareland
1753,Forest,Water,Water,Water,Water,Water,Water,Water
1754,Forest,Water,Water,Water,Water,Water,Water,Forest
1755,Forest,Water,Water,Water,Water,Water,Forest,Wetland
