Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPD_M_R
341,NULL,NULL,Water,Water,Water,Water,Water,Wetland
342,NULL,NULL,Water,Water,Water,Water,Water,Water
343,NULL,NULL,Water,Water,Water,Water,Water,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
361,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
366,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
369,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
370,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
371,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
382,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
385,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
391,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
393,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
394,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
395,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
398,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
399,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
403,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
405,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
406,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
407,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
409,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
410,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
411,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
412,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
413,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
414,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
415,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
416,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
417,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
418,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
419,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
420,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
421,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
422,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
423,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
424,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
425,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
426,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
427,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
428,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
429,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
431,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
432,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
433,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
434,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
435,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
436,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
437,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
438,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
439,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
440,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
441,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
442,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
443,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
444,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
445,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
446,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
447,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
448,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
449,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
450,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
451,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
452,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
453,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
454,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
455,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
456,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
457,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
458,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
459,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
460,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
461,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
462,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
463,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
464,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
465,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
466,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
467,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
468,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
469,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
470,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
471,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
472,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
473,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
474,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
475,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
476,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
477,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
478,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
479,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
480,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
481,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
482,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
483,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
484,NULL,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
485,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
486,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
487,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
488,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
489,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
490,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
491,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
492,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
493,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
494,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
496,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
498,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
499,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
500,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
501,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
502,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
503,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
504,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
505,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
506,NULL,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
507,NULL,Wetland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
508,NULL,Wetland,Built-up,Water,Non_Wetland,Water,Water,Grassland
509,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
510,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
511,NULL,Wetland,Water,NULL,Water,Wetland,Water,Grassland
512,NULL,Wetland,Water,NULL,Water,Wetland,Water,Forest
513,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
514,NULL,Wetland,Water,NULL,Water,Water,Wetland,Water
515,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
516,NULL,Wetland,Water,NULL,Water,Water,Water,Grassland
517,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
518,NULL,Wetland,Water,NULL,Water,Water,Water,Forest
519,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
520,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
521,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
522,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
523,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
524,NULL,Wetland,Water,Non_Water,Water,Water,Water,Forest
525,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
526,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Forest
527,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
528,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
529,NULL,Wetland,Water,Water,Water,Wetland,Water,Forest
530,NULL,Wetland,Water,Water,Water,Water,Grassland,Grassland
531,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
532,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
533,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
534,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
535,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
536,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
537,NULL,Wetland,Water,Water,Water,Water,Water,Water
538,NULL,Wetland,Water,Water,Water,Water,Water,Forest
539,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
540,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
541,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
542,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
543,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
544,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
545,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
546,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
548,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
549,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
550,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
551,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
552,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
554,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
555,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
556,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
557,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
558,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
559,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
560,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
561,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
562,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
563,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
564,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
565,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
566,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
567,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
568,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
569,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
570,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
571,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
572,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
573,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
574,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
575,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
576,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
577,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
578,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
579,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
580,NULL,Bareland,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
581,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
582,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
583,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
584,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
586,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
587,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
588,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
589,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
590,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
591,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
592,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
593,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
594,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
595,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
596,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
597,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
600,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
601,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
602,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
603,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
604,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
605,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
606,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
607,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
608,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
609,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
610,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Built-up,Grassland
611,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
652,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
653,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
654,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
655,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
656,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
657,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
658,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
659,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
660,NULL,Built-up,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
661,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
662,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
663,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
664,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
665,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
666,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
667,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
668,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
669,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
670,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
671,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
672,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Grassland
673,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Forest
674,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
675,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
676,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
677,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
678,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
679,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
680,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
681,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
682,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
683,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
