Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDN_M_R
1836,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1837,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1838,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1839,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1840,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1841,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1842,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1843,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1844,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1845,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1846,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1847,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1848,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1849,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1850,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1851,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1852,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1853,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1854,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1855,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1856,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1857,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1858,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1859,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1860,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1861,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1862,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1863,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
1864,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1865,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1866,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1867,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1868,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1869,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1870,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1871,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1872,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1873,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1874,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1875,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1876,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1877,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1878,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1879,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1880,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1881,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1882,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1883,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1884,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1885,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1886,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1887,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1888,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1889,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1890,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1891,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1892,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1893,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1894,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1895,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1896,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1897,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1898,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1899,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1900,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1901,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1902,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1903,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1904,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1905,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
1906,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1907,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1908,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1909,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1910,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1911,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1912,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1913,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1914,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1915,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1916,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1917,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1918,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1919,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1920,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1921,NULL,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1922,NULL,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1923,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1924,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1925,NULL,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
1926,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1927,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
1928,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1929,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1930,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1931,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1932,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1933,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1934,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1935,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1936,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1937,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1938,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1939,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1940,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1941,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1942,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1943,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1944,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1945,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1946,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1947,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1948,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1949,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1950,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1951,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1952,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1953,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1954,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1955,NULL,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1956,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1957,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1959,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1960,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1961,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1962,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1963,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
1964,NULL,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1965,NULL,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Forest
1966,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1967,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
1968,NULL,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
1969,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1970,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1971,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1972,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1973,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1974,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
1975,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1976,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1977,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
1978,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
1979,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
1980,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1981,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1982,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1983,NULL,Wetland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1984,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1985,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1986,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
1987,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1988,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
1989,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
1990,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1991,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1992,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1993,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1994,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1995,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1996,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1997,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1998,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1999,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2000,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2001,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
2002,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
2003,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Water
2004,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
2005,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2006,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Forest,Forest
2007,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2008,NULL,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
2009,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
2010,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Grassland
2011,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2012,NULL,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2013,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2014,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
2015,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
2016,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
2017,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
2018,NULL,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
2019,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
2020,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2021,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2022,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2023,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
2024,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Water
2025,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2026,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
2027,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
2028,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
2029,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
2030,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Grassland
2031,NULL,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Forest
2032,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2033,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
2034,NULL,Wetland,Wetland,Water,Wetland,Wetland,Forest,Forest
2035,NULL,Wetland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
2036,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Wetland
2037,NULL,Wetland,Water,NULL,Water,Shrubland,Wetland,Wetland
2038,NULL,Wetland,Water,NULL,Water,Shrubland,Water,Forest
2039,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2040,NULL,Wetland,Water,NULL,Water,Water,Water,Wetland
2041,NULL,Wetland,Water,Non_Water,Water,Shrubland,Wetland,Wetland
2042,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2043,NULL,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2044,NULL,Wetland,Water,Water,Water,Wetland,Shrubland,Grassland
2045,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2046,NULL,Wetland,Water,Water,Water,Water,Wetland,Wetland
2047,NULL,Wetland,Water,Water,Water,Water,Water,Water
2048,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2049,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2050,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2051,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2052,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2053,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2054,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2055,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2056,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2057,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2058,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2059,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2060,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2061,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2062,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2063,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2064,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2065,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2066,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2067,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2068,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2069,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2070,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2071,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2072,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2073,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2074,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2075,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2076,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2077,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2078,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2079,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2080,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2081,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
2082,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2083,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
2084,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2085,NULL,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
2086,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2087,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2088,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2089,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
2090,NULL,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2091,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2092,NULL,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
2093,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2094,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2095,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2096,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2097,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2098,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2099,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2101,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2102,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2103,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2104,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2105,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2106,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2107,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2108,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2109,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2110,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2111,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2112,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2113,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2114,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2115,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2116,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2117,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2118,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2119,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2120,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2121,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2122,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2123,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2124,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2125,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2126,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2127,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2128,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2129,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2130,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2131,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
2132,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2133,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2134,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2135,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2136,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2137,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2138,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2139,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2140,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2141,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
2142,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2144,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2145,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
