Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NXB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NXB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NXB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NXB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NXB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NXB_M_R
330,NULL,Water,Water,Water,Water,Wetland,Water,Water
331,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
332,NULL,Water,Water,Water,Water,Water,Water,Water
333,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
334,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
335,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
336,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
337,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
338,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
342,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
343,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
344,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
345,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
347,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
348,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
349,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
350,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
351,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
353,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
354,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
355,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
356,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
357,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
360,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
361,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
362,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
363,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
364,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
365,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
366,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
367,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
368,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
369,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
370,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
371,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
372,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
373,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
374,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
375,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
376,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
377,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
378,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
379,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
380,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
382,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
383,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
384,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
385,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
386,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
387,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
388,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
389,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
390,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
391,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
392,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
393,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
394,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
395,NULL,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
396,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
397,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
398,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
399,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
400,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
401,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
402,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
403,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,NULL
404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
405,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
406,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
407,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
408,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
409,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
410,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
411,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
412,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
413,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
414,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
415,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
416,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
417,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
418,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
419,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
420,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
421,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
422,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
423,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
424,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
425,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
426,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
427,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
429,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
430,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
431,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
432,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
433,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
434,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
435,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
436,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
437,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
438,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
439,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
440,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
441,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
442,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
443,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
444,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
445,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
446,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
447,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
448,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
449,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
450,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
451,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
452,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
453,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
454,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
455,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
540,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
541,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
542,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
543,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
544,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
545,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
546,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
547,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
548,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
549,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
550,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
551,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
552,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
553,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
554,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
555,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
556,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
557,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
558,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
559,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
560,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
561,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
562,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
563,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
564,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
565,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
566,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
567,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
568,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
569,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
570,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
571,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
572,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
573,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
574,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,NULL
575,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
576,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
577,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
578,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,NULL
579,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
580,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
581,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
582,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
583,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
584,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
585,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
586,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
587,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
590,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
595,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
596,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
597,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
598,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
599,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
600,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
601,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
602,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
603,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
604,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
605,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
606,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
607,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
608,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
609,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
610,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
611,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
612,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
613,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
614,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
615,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
616,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
617,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
618,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
619,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
620,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
621,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
622,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
623,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
624,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
625,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
626,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
627,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
628,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
629,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
630,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
631,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
632,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
633,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
634,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
635,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
636,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
637,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
638,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
639,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
640,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
641,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
642,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
643,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
644,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
645,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
646,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
647,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
648,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
649,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
650,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
651,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
652,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
653,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
654,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
655,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
656,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
657,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
