Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYF_M_R
1188,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1189,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1190,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1191,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
1192,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1193,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1209,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1210,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1211,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1212,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1213,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1214,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1215,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1216,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1217,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1218,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1219,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1220,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1221,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1222,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1223,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1224,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1225,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1226,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1227,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1228,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1229,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1230,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1231,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1232,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1233,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1234,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1235,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1236,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1237,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1238,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1239,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1240,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1241,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1242,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1243,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1244,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1245,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1246,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1247,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1248,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1249,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1250,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1251,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1252,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1253,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1254,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1255,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1256,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1257,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1258,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1259,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1260,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1261,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1262,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1263,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1264,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1265,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1266,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1267,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1268,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1269,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1270,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1271,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1272,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1273,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1274,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1275,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1276,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1277,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1278,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1279,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1280,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1281,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1282,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1283,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1284,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1285,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1286,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1287,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1288,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1289,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1290,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1291,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1292,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1293,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1294,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1295,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
1296,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1297,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1298,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1299,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1300,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1301,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1302,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1303,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1304,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1305,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1306,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
1307,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1308,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1309,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1310,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1311,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1312,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1313,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1314,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1315,NULL,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
1316,NULL,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
1317,NULL,Cropland,Wetland,Water,Wetland,Bareland,Grassland,Water
1318,NULL,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1319,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1320,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1321,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1322,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1323,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1324,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1325,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1326,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1327,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1328,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1329,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1330,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1331,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1332,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1333,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1334,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1335,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1336,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1337,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1338,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1339,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1340,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1341,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1342,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1343,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1344,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1345,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1346,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1347,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
1348,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1349,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1350,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1351,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
1352,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1353,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
1354,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1355,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1356,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1357,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1358,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1359,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1360,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1362,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1363,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1364,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1365,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1366,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1367,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1368,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1369,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1370,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1371,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1372,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1373,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1374,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1375,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1376,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1377,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1378,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1379,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1380,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1381,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1382,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1383,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1384,NULL,Cropland,Water,NULL,Water,Shrubland,Forest,Wetland
1385,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
1386,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
1387,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Bareland
1388,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1389,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
1390,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Wetland
1391,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Bareland
1392,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
1393,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
1394,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
1395,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1396,NULL,Cropland,Water,NULL,Water,Bareland,Bareland,Bareland
1397,NULL,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
1398,NULL,Cropland,Water,Water,Water,Grassland,NULL,Grassland
1399,NULL,Cropland,Water,Water,Water,Grassland,NULL,Water
1400,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1401,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Water
1402,NULL,Cropland,Water,Water,Water,Grassland,Forest,Grassland
1403,NULL,Cropland,Water,Water,Water,Bareland,NULL,Grassland
1404,NULL,Cropland,Water,Water,Water,Bareland,NULL,Water
1405,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1406,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1407,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1408,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1409,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1410,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1411,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1412,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1413,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1414,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1415,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1416,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1417,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1418,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1419,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1420,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1421,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1422,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1423,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1424,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1425,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1426,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1427,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1428,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1429,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1430,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1431,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1432,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1433,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1434,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1435,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1436,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1437,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1438,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1439,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1440,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1441,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1442,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1443,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1444,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1445,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
1446,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1447,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1448,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1450,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1451,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1452,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1453,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1454,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1455,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1456,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1457,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1458,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1459,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1460,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1461,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1462,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1463,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1464,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
1465,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1466,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1467,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1468,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1469,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1470,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1471,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1472,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1473,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1474,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1475,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1476,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1477,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1478,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1479,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1480,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1481,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1482,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1483,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1484,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1485,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1486,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1487,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1488,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1489,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1490,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1491,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1492,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1493,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1494,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1495,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1496,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1497,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1498,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1499,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1500,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1501,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1502,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1503,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1504,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1505,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
1506,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1507,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Water
1508,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1509,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
