Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGV_M_R
8790,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
8791,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8792,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
8793,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
8794,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
8795,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
8796,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
8797,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8798,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
8799,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
8800,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8801,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
8802,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
8803,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
8804,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
8805,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
8806,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
8807,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
8808,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
8809,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
8810,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8811,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
8812,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8813,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
8814,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
8815,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
8816,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
8817,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
8818,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
8819,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
8820,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
8821,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
8822,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8823,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8824,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
8825,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
8826,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
8827,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
8828,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8829,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8830,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
8831,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8832,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8833,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
8834,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
8835,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
8836,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
8837,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
8838,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8839,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
8840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
8841,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8842,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8843,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
8844,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8845,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8846,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8847,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
8848,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8849,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8850,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
8851,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
8852,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
8853,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
8854,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8855,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
8856,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
8857,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
8858,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8859,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8860,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8861,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
8862,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
8863,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
8864,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
8865,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
8866,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8867,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
8868,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Cropland
8869,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
8870,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
8871,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
8872,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
8873,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
8874,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Forest
8875,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
8876,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
8877,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
8878,Cropland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
8879,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
8880,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
8881,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
8882,Cropland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8883,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8884,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Cropland
8885,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
8886,Cropland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
8887,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8888,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8889,Cropland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
8890,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
8891,Cropland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
8892,Cropland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
8893,Cropland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
8894,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
8895,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
8896,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
8897,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
8898,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
8899,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
8900,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
8901,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
8902,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
8903,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8904,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8905,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
8906,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
8907,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
8908,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
8909,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
8910,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
8911,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
8912,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
8913,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
8914,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
8915,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
8916,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
8917,Cropland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
8918,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
8919,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
8920,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
8921,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
8922,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
8923,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
8924,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
8925,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
8926,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
8927,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
8928,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
8929,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
8930,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Cropland
8931,Cropland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
8932,Cropland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
8933,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
8934,Cropland,NULL,Wetland,Water,Wetland,Forest,Forest,Water
8935,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,NULL,Grassland
8936,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
8937,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
8938,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
8939,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
8940,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
8941,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
8942,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8943,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8944,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8945,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8946,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
8947,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
8948,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
8949,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8950,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8951,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
8952,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
8953,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8954,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
8955,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8956,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
8957,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
8958,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
8959,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8960,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
8961,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
8962,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
8963,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8964,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
8965,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8966,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8967,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
8968,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
8969,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
8970,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
8971,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
8972,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
8973,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
8974,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
8975,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
8976,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8977,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
8978,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8979,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
8980,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
8981,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
8982,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
8983,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
8984,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8985,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8986,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8987,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
8988,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Cropland
8989,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
8990,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
8991,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
8992,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8993,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
8994,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
8995,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
8996,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
8997,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
8998,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Forest
8999,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
9000,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
9001,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
9002,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
9003,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
9004,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
9005,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
9006,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
9007,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
9008,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
9009,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9010,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
9011,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
9012,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
9013,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
9014,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
9015,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
9016,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
9017,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
9018,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
9019,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
9020,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
9021,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
9022,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
9023,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
9024,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
9025,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
9026,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
9027,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
9028,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
9029,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
9030,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
9031,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
9032,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
9033,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
9034,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
9035,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9036,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
9037,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Cropland
9038,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9039,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
9040,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
9041,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
9042,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
9043,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
9044,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
9045,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
9046,Cropland,NULL,Water,NULL,Water,Water,Water,Water
9047,Cropland,NULL,Water,NULL,Water,Forest,Wetland,Grassland
9048,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
9049,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
9050,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
9051,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
9052,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
9053,Cropland,NULL,Water,Non_Water,Water,NULL,Wetland,Forest
9054,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Cropland
9055,Cropland,NULL,Water,Non_Water,Water,NULL,Water,Forest
9056,Cropland,NULL,Water,Non_Water,Water,NULL,Forest,Forest
9057,Cropland,NULL,Water,Non_Water,Water,Water,Water,Grassland
9058,Cropland,NULL,Water,Non_Water,Water,Forest,Water,Forest
9059,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
9060,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
9061,Cropland,NULL,Water,Water,Water,NULL,Grassland,Forest
9062,Cropland,NULL,Water,Water,Water,NULL,Wetland,Cropland
9063,Cropland,NULL,Water,Water,Water,NULL,Wetland,Water
9064,Cropland,NULL,Water,Water,Water,NULL,Wetland,Forest
9065,Cropland,NULL,Water,Water,Water,NULL,Water,Water
9066,Cropland,NULL,Water,Water,Water,NULL,Forest,Water
9067,Cropland,NULL,Water,Water,Water,NULL,Forest,Forest
9068,Cropland,NULL,Water,Water,Water,Bareland,Water,Bareland
9069,Cropland,NULL,Water,Water,Water,Bareland,Water,Water
9070,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9071,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9072,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9073,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
9074,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9075,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9076,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9077,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9078,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9079,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
9080,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9081,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9082,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9083,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
9084,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
9085,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9086,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9087,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9088,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9089,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9090,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9091,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9092,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9093,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9094,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9095,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9096,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9097,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9098,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9099,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9100,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9101,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9102,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
9103,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9104,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
9105,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9106,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9107,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9108,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9109,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
9110,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9111,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
9112,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9113,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9114,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9115,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9116,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
