Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRB_M_R
1726,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1727,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1728,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1729,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1730,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1731,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1732,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1733,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1734,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1735,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1736,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1737,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1738,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1739,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1740,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1741,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1742,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1743,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1744,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1745,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1746,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1747,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1748,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1749,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1750,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1751,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1752,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1753,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1754,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1755,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1756,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1757,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1758,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1759,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1760,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1761,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1762,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1763,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1764,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1765,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1766,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1767,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1768,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1769,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1770,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
1771,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1772,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1773,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1774,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1775,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1776,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1777,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1778,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1779,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1780,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1781,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1782,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1783,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1784,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1785,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1786,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1787,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1788,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1789,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1790,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1791,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1792,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1793,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1794,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
1797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
1803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1806,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1807,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1808,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
1809,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
1810,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1811,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
1812,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1813,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1814,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1815,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1816,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1817,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1818,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1819,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1820,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1821,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1822,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1823,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1824,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1825,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1826,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1827,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1828,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1829,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1830,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1831,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1832,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1833,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1834,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1835,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1836,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1837,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1838,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1839,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1840,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1841,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1842,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1843,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1844,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1845,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1846,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1847,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1848,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
1849,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1850,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1851,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1852,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1853,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1854,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1855,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1856,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1857,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1858,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1859,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1860,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1861,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1862,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1863,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1864,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1865,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1866,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1867,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1868,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1869,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1870,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1879,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1880,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1881,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1882,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1883,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1884,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1885,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1886,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1887,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1888,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1889,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1890,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1891,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1892,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1893,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1894,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1895,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1896,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1897,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1898,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1899,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1900,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1901,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1902,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1903,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1904,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1905,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1906,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1907,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1908,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1909,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1910,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1911,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1912,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1913,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1914,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1915,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1916,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1917,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1918,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1919,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1920,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1921,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1922,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1923,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1924,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1925,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1926,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1927,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1928,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1929,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1930,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1931,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Forest
1932,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
1933,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1934,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1935,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
1936,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1937,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
1938,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
1939,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1940,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1941,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1942,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1943,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1944,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1945,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
1946,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1947,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1948,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1949,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1950,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1951,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1952,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1953,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Water,Built-up
1954,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1955,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1956,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1957,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Water
1958,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
1959,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Built-up,Forest
1960,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Bareland
1961,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1962,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1963,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Forest
1964,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Forest
1965,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1966,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
1967,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1968,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
1969,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
1970,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Forest
1971,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Water
1972,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Forest
1973,NULL,Built-up,Wetland,Water,Wetland,NULL,Built-up,Forest
1974,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
1975,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Forest
1976,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1977,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Grassland
1978,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Bareland
1979,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1980,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
1981,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1982,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Forest
1983,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1984,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1985,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1986,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1987,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1988,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1989,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1990,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1991,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1992,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1993,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1994,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1995,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1996,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1997,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1998,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1999,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2000,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2001,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2002,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2003,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2004,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
2005,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2006,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2007,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2008,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2009,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2010,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2011,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2012,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2013,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2014,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2015,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2016,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2017,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2018,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2019,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2020,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2021,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2022,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2023,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2024,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2025,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2026,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2027,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2028,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2029,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2030,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2031,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2032,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2033,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2034,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2035,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
2036,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2037,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2038,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2039,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2040,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
