Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMD_M_R
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
352,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
353,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
354,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
355,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
356,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
357,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
358,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
359,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
360,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
361,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Water
362,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
363,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
364,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Forest
365,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Water,Water
366,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
367,NULL,Built-up,Water,Water,Water,Wetland,Water,Forest
368,NULL,Built-up,Water,Water,Water,Water,Water,Water
369,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
370,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
371,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
372,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
373,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
377,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
378,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
379,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
380,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
381,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
382,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
383,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
386,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
387,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
388,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
389,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
390,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
391,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Forest
392,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
393,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
394,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
395,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
396,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
397,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
398,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
399,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
400,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
401,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Water
402,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
403,NULL,Water,Wetland,Water,Wetland,NULL,Water,Forest
404,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
405,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
406,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
407,NULL,Water,Bareland,Water,Non_Wetland,Water,Built-up,Grassland
408,NULL,Water,Water,NULL,Water,Built-up,Water,Water
409,NULL,Water,Water,NULL,Water,Built-up,Water,Forest
410,NULL,Water,Water,NULL,Water,Water,Wetland,Water
411,NULL,Water,Water,NULL,Water,Water,Water,Grassland
412,NULL,Water,Water,NULL,Water,Water,Water,Forest
413,NULL,Water,Water,Non_Water,Water,Water,Wetland,Forest
414,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
415,NULL,Water,Water,Water,Water,Wetland,Water,Water
416,NULL,Water,Water,Water,Water,Wetland,Water,Forest
417,NULL,Water,Water,Water,Water,Built-up,Water,Water
418,NULL,Water,Water,Water,Water,Water,Water,Water
419,NULL,Water,Water,Water,Water,Water,Water,Forest
420,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
421,NULL,Water,Forest,Non_Water,Non_Wetland,Built-up,Water,Forest
422,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
423,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
424,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
425,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
426,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
427,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
428,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
429,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
430,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
431,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
432,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
433,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
434,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
435,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
436,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
437,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
438,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
439,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
440,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
441,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
442,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
443,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
444,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
445,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
446,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
447,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
448,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
449,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
450,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
452,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
453,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
454,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
455,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
456,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
457,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
458,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
459,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
460,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
462,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
463,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
464,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
465,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
477,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
478,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
480,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
481,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
482,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
483,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
484,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
485,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
486,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
487,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
488,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
489,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
490,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
491,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
493,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
496,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
497,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
498,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
499,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
500,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
501,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
502,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
503,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
504,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
505,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
506,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
507,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
508,Grassland,Wetland,Water,Water,Water,Water,Wetland,Wetland
509,Grassland,Wetland,Water,Water,Water,Water,Water,Water
510,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
511,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
512,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
513,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
514,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
515,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
516,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
517,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
518,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
519,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
520,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
521,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
523,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
524,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
527,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
528,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
529,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
530,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
531,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
532,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
534,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
535,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
538,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
539,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
540,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
541,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
542,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
543,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
544,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
545,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
546,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
547,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
548,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
549,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Wetland
550,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
551,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
552,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
553,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
554,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
555,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
556,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
557,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
558,Wetland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
559,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
560,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
561,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
562,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
563,Wetland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
564,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
565,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
566,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
567,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
568,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
569,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
570,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
571,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
572,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
573,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
574,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
575,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
576,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
577,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Water
578,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
579,Wetland,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
580,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
581,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
582,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
583,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
584,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
585,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
586,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
587,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
588,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
589,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
590,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
591,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
592,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
593,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
594,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
595,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
596,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
597,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
598,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
599,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
600,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
601,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
602,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
603,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
604,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
605,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
606,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
607,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Wetland
608,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
609,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
610,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
611,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
612,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
613,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
614,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
615,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
616,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
617,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
618,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
619,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
620,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
621,Wetland,NULL,Water,Water,Water,Water,Water,Water
622,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
623,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
624,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
625,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
626,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
627,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
628,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
629,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
630,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
631,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
632,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
633,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
634,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
635,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
636,Wetland,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
637,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
638,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
639,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
640,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
641,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
642,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Wetland
643,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
644,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
645,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
646,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
647,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
648,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
649,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
650,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
651,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
652,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
653,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
654,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
655,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
656,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
657,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
658,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
659,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
660,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
661,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
662,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
663,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
664,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
665,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
666,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
667,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
668,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
669,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
670,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
671,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
672,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
673,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
674,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
675,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
676,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
677,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
678,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
679,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
680,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
681,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
682,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
683,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
684,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
685,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
686,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
687,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
688,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
689,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
