Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLP_M_R
325,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
329,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
338,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
339,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
342,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
344,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
354,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
364,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
366,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
369,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
371,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
372,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
373,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
376,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
377,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
378,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
379,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
382,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
383,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
386,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
387,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
391,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
393,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
395,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
403,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
404,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
405,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
406,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Forest
407,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
408,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
409,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Bareland
410,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
411,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
412,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
413,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
414,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
416,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
417,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
418,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
419,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
421,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
423,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
425,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
426,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
427,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Bareland
428,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
429,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
430,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
431,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
432,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
433,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
434,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
435,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
436,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
437,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
438,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
439,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
440,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
442,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
443,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
444,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
445,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
446,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
449,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
450,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
452,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
453,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
454,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
470,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Water
472,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
474,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
475,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
477,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
478,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
480,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
481,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
483,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
484,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
487,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
488,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
489,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
490,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
491,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
492,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
493,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
494,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
495,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
496,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
497,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
499,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
500,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
501,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
502,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
503,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
504,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Cropland
505,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
506,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
507,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
508,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
509,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
510,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
511,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
512,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
513,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
515,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
516,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
517,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
519,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
520,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
521,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
522,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
523,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
524,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
526,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
527,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
528,NULL,NULL,Bareland,Water,Non_Wetland,Water,NULL,Forest
529,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
530,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
532,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
533,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
534,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
535,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
536,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
537,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
540,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
541,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
542,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
543,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
544,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
545,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
546,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
547,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
548,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
549,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
550,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
552,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
553,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
554,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
556,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
563,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
564,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
565,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
566,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
568,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
569,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
570,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
574,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
575,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
577,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
586,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
592,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
594,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
595,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
596,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
597,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
599,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
607,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
608,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
609,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
610,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
611,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Wetland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
615,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
618,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
619,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
620,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
622,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
623,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
624,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
625,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
626,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
627,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
628,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
629,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
630,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
631,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Cropland
632,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Built-up,Grassland
635,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
636,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
637,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
638,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
640,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
641,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
642,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
643,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Cropland
644,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
645,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
646,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
647,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
648,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
649,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
650,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
651,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
652,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
653,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
654,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
655,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
656,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
657,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
658,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
659,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Built-up,Water
660,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
661,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
