Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MHC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MHC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MHC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MHC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MHC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MHC_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
330,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
333,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
337,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
343,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Water
345,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
354,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
355,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
357,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
363,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
364,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
365,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
366,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
369,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
372,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
373,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
379,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
380,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
381,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
383,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
384,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
385,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
386,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
387,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
388,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
391,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
394,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
395,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
396,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
397,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
400,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
401,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
402,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
403,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
413,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
426,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
430,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
433,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
434,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
437,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
440,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
446,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
447,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
448,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
450,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
451,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
455,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
456,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
457,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
458,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
459,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
460,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
461,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
463,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
465,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
466,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
467,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
468,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
469,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
473,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
474,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
478,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
479,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
480,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
481,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
482,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
483,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
484,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
485,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
486,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
487,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
488,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
489,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
490,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
491,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
492,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
493,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
494,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
495,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
496,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
497,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
498,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
499,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
500,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
501,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
502,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
503,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
504,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
505,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
506,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
507,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
508,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
509,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
510,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
511,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
512,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
513,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
514,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
515,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
516,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
517,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
518,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
520,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
521,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
522,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Bareland
523,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
524,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
525,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
526,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
527,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
528,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
529,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
530,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
531,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
532,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
533,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
534,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
536,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
538,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Grassland,Forest
539,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
541,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
545,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
546,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
547,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
549,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
550,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
551,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
552,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
553,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
554,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
555,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
556,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Built-up
557,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
558,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
559,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
560,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
561,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
562,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
563,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
564,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
565,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
566,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
567,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
568,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
569,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
570,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
572,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
573,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
574,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
575,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
576,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
577,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
578,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
579,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
580,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
581,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
582,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
583,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
584,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Bareland
585,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
586,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
587,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
588,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
589,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
592,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
593,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
594,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
595,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
597,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
598,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
600,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
601,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
602,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
603,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
604,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
605,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
606,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
607,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
608,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
610,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
611,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
612,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
613,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Water
614,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
616,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
617,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
618,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
619,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
620,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
622,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
625,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
626,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
627,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
631,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
640,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
641,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
643,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
644,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
645,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
646,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
647,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
650,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
651,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
653,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
654,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
655,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
656,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
657,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
658,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
660,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
662,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
663,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
664,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
665,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
666,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
