Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQT_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Wetland
480,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
481,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
482,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Bareland
483,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
485,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
487,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
488,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
490,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
491,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Built-up
492,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
494,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Built-up
495,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
497,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
499,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,NULL
500,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Wetland
502,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Bareland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,NULL
506,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
519,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
522,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
524,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Wetland
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Bareland
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
577,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Wetland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Bareland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Water,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
583,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Built-up
586,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Wetland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
624,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
625,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
627,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
631,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
632,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
633,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
636,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
640,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Wetland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
