Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKL_M_R
1729,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1730,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1731,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1732,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1733,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1734,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1735,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1736,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1737,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1738,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1739,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1740,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1741,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1742,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1743,Water,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1744,Water,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1745,Water,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1746,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1747,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1748,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1749,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1750,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1751,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1752,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1753,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1754,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1755,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1756,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1757,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1758,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1759,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1760,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1761,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1762,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1763,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1764,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1765,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1766,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1767,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1768,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1769,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1770,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1771,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1772,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1773,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1774,Water,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1775,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1776,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1777,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1778,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1779,Water,Wetland,Water,Water,Water,NULL,NULL,NULL
1780,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1781,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1782,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1783,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1784,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1785,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1786,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1787,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1788,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1789,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1790,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1791,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1792,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1793,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1794,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1795,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1796,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1797,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1798,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1799,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1800,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1801,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1802,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1803,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1804,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1805,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1806,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1808,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1809,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1810,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1811,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1812,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1813,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,NULL
1814,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1815,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1816,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1817,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1818,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1819,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1820,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1821,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1822,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1823,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1824,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1825,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1826,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1827,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1828,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1829,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1830,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1831,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1832,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1833,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1834,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1835,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1836,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1837,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1838,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1839,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1840,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1841,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1842,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1843,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1844,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1845,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1846,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1847,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1848,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1849,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1850,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1851,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1852,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1853,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1854,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1855,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1856,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1857,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1858,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1859,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1860,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1861,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1862,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1863,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1864,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1865,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1866,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1867,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1868,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1869,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1870,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1871,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1872,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1873,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1874,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1875,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1876,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1877,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1878,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1879,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1880,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1881,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1882,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1883,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1884,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1885,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1886,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1887,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1888,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1889,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1890,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1891,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1892,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1893,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1894,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1895,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1896,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1897,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1898,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1899,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1900,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1901,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1902,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1903,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1904,Water,Water,Water,NULL,Water,NULL,NULL,Water
1905,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1906,Water,Water,Water,Non_Water,Water,NULL,NULL,NULL
1907,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1908,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1909,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1910,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1911,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1912,Water,Water,Water,Water,Water,NULL,NULL,NULL
1913,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1914,Water,Water,Water,Water,Water,NULL,NULL,Cropland
1915,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1916,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1917,Water,Water,Water,Water,Water,NULL,NULL,Water
1918,Water,Water,Water,Water,Water,NULL,NULL,Forest
1919,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1920,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1921,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1922,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1923,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1924,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1925,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1926,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1927,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1928,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1929,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1930,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1931,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1932,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1933,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1934,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1935,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1936,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1937,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1938,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1939,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1940,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1941,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1942,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1943,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1944,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1945,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1946,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1947,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1948,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1949,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1950,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1951,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1952,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1953,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1954,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1955,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1956,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1957,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1958,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1959,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1960,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1961,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1962,Water,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1963,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1964,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1965,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1966,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
1967,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1968,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1969,Water,Forest,Water,Water,Water,NULL,NULL,Water
1970,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1971,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1972,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1973,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1974,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1975,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1976,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1977,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1979,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1980,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1981,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1982,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1983,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1984,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1985,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1986,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1987,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1988,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1989,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1990,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1991,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1992,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1993,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1994,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1995,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1996,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1997,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1998,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1999,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2000,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
2001,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2002,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2003,Permanent_ice_and_snow,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2004,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2005,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
2006,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2007,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2008,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2009,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2010,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2011,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2012,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2013,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2014,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2015,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2016,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2017,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2018,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2019,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2020,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2021,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2022,Permanent_ice_and_snow,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2023,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2024,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2025,Permanent_ice_and_snow,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2026,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
2027,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2028,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Water
2029,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2030,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
2031,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
2032,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
2033,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
2034,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2035,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2036,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2037,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2038,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2039,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2040,Permanent_ice_and_snow,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2041,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2042,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2043,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2044,Permanent_ice_and_snow,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2045,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2046,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
2047,Permanent_ice_and_snow,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2048,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2049,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2050,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2051,Permanent_ice_and_snow,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
2052,Permanent_ice_and_snow,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
2053,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Wetland
2054,Permanent_ice_and_snow,Wetland,Water,Water,Water,NULL,NULL,Water
2055,Permanent_ice_and_snow,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2056,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
2057,Permanent_ice_and_snow,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2058,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2059,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2060,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2061,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2062,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2063,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
2064,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2065,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
2066,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
2067,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Wetland
2068,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
2069,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
