Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPC_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,NULL
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,NULL
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Bareland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
652,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
