Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KZA_M_R
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1679,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1680,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1681,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1682,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1683,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1684,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1685,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1686,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1687,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1688,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1689,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1690,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1691,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
1693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
1696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
1719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1732,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1733,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1734,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1735,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1736,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1737,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1738,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
1739,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1740,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1741,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
1742,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1743,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1744,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1745,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1746,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1747,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1748,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1749,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1750,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1751,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1752,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1753,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1754,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1755,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1756,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1757,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1758,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1759,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1760,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1761,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1762,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1763,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1764,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1765,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1766,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1767,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1768,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1769,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1801,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1802,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1803,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1804,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1805,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1806,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1807,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1808,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1809,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1810,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1811,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1813,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1814,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1815,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1816,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1817,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1818,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1819,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1820,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1821,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1822,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1823,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1824,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1825,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1826,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1827,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1828,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
1829,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1830,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1831,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1832,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1833,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1834,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1835,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1836,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1837,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1838,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1839,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1840,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1841,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1842,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Water,Built-up
1843,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
1844,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1845,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1846,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1847,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1848,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1849,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
1850,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1851,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
1852,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1853,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1854,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1855,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
1856,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1868,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1869,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1870,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1871,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1872,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1873,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1874,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1875,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1876,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1877,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1878,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1879,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1880,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1881,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1882,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1883,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1884,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1885,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1886,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1887,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1888,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1889,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1890,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1891,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1892,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1893,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1894,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1895,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Built-up
1896,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1897,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1898,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1899,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1900,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
1901,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1902,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1903,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1904,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
1905,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1906,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1907,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1908,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1909,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1910,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1911,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1912,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1913,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1914,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1915,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1916,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1917,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1918,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1919,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1920,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1921,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1922,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1923,NULL,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1924,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Bareland
1925,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1926,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1927,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1928,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1929,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1930,NULL,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1931,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1932,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1933,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1934,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1935,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1936,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1937,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1938,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1939,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1940,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1941,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1942,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1943,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1944,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1945,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1946,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
1947,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Cropland
1948,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Water
1949,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1950,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1951,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1952,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1953,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1954,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Water
1955,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1956,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1957,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1958,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1959,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1960,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1961,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1962,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1963,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1964,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1965,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1966,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1967,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1968,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1969,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1970,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1971,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1972,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1973,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
1974,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1975,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1976,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1977,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1978,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1979,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1980,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
