Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEJ_M_R
1386,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1387,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1388,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1389,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1390,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1391,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1392,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1393,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1394,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1395,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1396,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1397,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1398,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1399,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1400,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1401,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1402,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1403,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1404,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1405,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1406,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1407,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1408,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1409,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1410,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1411,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1412,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1413,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1414,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1415,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1416,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1417,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1418,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1419,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1420,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1421,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Wetland
1422,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
1423,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1424,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1425,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
1426,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1427,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1428,Forest,Water,Water,NULL,Water,Forest,Wetland,Wetland
1429,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1430,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
1431,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1432,Forest,Water,Water,Water,NULL,NULL,Wetland,Wetland
1433,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
1434,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1435,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1436,Forest,Water,Water,Water,Water,NULL,Water,Wetland
1437,Forest,Water,Water,Water,Water,NULL,Water,Water
1438,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
1439,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1440,Forest,Water,Water,Water,Water,Water,Water,Wetland
1441,Forest,Water,Water,Water,Water,Water,Water,Water
1442,Forest,Water,Water,Water,Water,Water,Water,Forest
1443,Forest,Water,Water,Water,Water,Forest,Water,Wetland
1444,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1445,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1446,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1447,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1448,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1449,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1450,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1451,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
1452,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1453,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1454,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1455,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1456,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1457,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1458,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1459,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1460,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1461,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1462,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1463,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1464,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1465,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1466,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1467,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1468,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1469,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1470,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1471,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1472,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1473,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1474,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1475,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1476,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1477,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1478,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1479,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1480,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1481,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
1482,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1483,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1484,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1485,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1486,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1487,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1488,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1489,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1490,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1491,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1492,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1493,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1494,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1495,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
1496,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1497,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
1498,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1499,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1500,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
1501,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1502,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1503,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
1504,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1505,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1506,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1507,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1508,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1509,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1510,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1511,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1512,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1513,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1514,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1515,Forest,Forest,Wetland,NULL,NULL,NULL,Wetland,Wetland
1516,Forest,Forest,Wetland,NULL,NULL,Wetland,Wetland,Wetland
1517,Forest,Forest,Wetland,NULL,NULL,Wetland,Wetland,Forest
1518,Forest,Forest,Wetland,NULL,NULL,Wetland,Water,Wetland
1519,Forest,Forest,Wetland,NULL,NULL,Wetland,Water,Forest
1520,Forest,Forest,Wetland,NULL,NULL,Forest,Water,Wetland
1521,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1522,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1523,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1524,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1525,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1526,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1527,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
1528,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1529,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1530,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
1531,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1532,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1533,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1534,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1535,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
1536,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1537,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1538,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1539,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1540,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1541,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1542,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
1543,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1544,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1545,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1546,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
1547,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1548,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1549,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1550,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1551,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1552,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1553,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1554,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1555,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
1556,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
1557,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1558,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1559,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1560,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1561,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1562,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
1563,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Bareland
1564,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1565,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1566,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
1567,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1568,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
1569,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1570,Forest,Forest,Wetland,Non_Water,NULL,Wetland,Water,Wetland
1571,Forest,Forest,Wetland,Non_Water,NULL,Wetland,Water,Forest
1572,Forest,Forest,Wetland,Non_Water,NULL,Wetland,Forest,Wetland
1573,Forest,Forest,Wetland,Non_Water,NULL,Forest,Water,Wetland
1574,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
1575,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1576,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1577,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1578,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1579,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1580,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
1581,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
1582,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1583,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1584,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1585,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1586,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1587,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1588,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1589,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1590,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1591,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1592,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1593,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
1594,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1595,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1596,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1597,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1598,Forest,Forest,Wetland,Water,NULL,Bareland,Water,Grassland
1599,Forest,Forest,Wetland,Water,NULL,Forest,Water,Wetland
1600,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
1601,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1602,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1603,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
1604,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1605,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1606,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1607,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1608,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1609,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1610,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1611,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1612,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
1613,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1614,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1615,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1616,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1617,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
1618,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1619,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1620,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
1621,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1622,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1623,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1624,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1625,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1626,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1627,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1628,Forest,Forest,Water,NULL,NULL,Forest,Forest,Wetland
1629,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
1630,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1631,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1632,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
1633,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1634,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1635,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1636,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1637,Forest,Forest,Water,Non_Water,NULL,Wetland,Water,Wetland
1638,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1639,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Wetland
1640,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1641,Forest,Forest,Water,Water,NULL,Wetland,Water,Wetland
1642,Forest,Forest,Water,Water,NULL,Bareland,Wetland,Grassland
1643,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
1644,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1645,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
1646,Forest,Forest,Water,Water,Water,NULL,Water,Water
1647,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1648,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
1649,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1650,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
1651,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1652,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1653,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1654,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1658,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1659,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1660,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1661,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1662,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1664,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1665,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1666,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1667,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1668,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1669,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1670,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1671,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1672,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1673,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1674,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1675,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1676,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1677,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1678,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1679,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1680,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1681,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1682,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1683,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1684,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1685,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1686,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1687,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1688,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1689,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1690,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1691,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1692,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1693,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1694,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1695,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1696,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1697,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Grassland
1698,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Wetland
1699,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
