Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTL_M_R
1369,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1370,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1371,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1372,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1373,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1374,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1375,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1376,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1377,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1378,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1379,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
1380,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1381,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1382,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1383,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1384,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1385,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1386,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1387,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1388,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1389,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1391,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1392,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1393,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1394,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1395,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1396,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1398,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1399,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1400,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1401,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1402,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1403,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1404,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1405,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1406,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1407,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1408,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1409,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1410,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1412,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1413,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1414,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1415,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1416,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1417,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1418,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1419,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1420,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1421,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1422,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1423,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1424,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1425,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1426,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
1427,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1428,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1429,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1430,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1431,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1432,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1433,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1434,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1435,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1436,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1437,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1438,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1439,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1440,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
1441,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1442,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1443,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1444,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1445,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1446,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1447,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1448,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1449,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1450,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1451,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1452,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1453,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1454,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1455,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1456,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1457,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1458,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1459,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1460,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1461,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1462,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1463,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1464,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1465,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1466,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Water
1467,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1468,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1469,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1470,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1471,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1472,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1473,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1474,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Water
1475,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1476,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1477,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1478,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1479,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1480,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1481,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
1482,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1483,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1484,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1485,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1486,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
1487,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1488,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1489,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1490,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1491,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1492,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1493,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1494,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1495,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1496,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1497,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
1498,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1499,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
1500,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1501,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1502,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1503,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1504,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
1505,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1506,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1507,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1508,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1509,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1510,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1511,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1512,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1513,Forest,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1514,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1515,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Bareland
1516,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1517,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1518,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1519,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1520,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1521,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1522,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1523,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1524,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1525,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1526,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1527,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1528,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1529,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1530,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1531,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1532,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
1533,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1534,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1535,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1536,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1537,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1538,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1539,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1540,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
1541,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1542,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1543,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1544,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
1545,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1546,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1547,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1548,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1549,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1550,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1551,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1552,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1553,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1554,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1555,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1556,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1557,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1558,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1559,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1560,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1561,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1562,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1563,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1564,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1565,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1566,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1567,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1568,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1569,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1570,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1571,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1572,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1573,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1574,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1575,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1576,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1577,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1578,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1579,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1580,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1581,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
1582,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1583,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1584,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1585,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1586,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1587,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1588,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
1589,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1590,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1591,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1592,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1593,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1594,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1595,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
1596,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1597,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1598,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1599,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1600,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1601,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1602,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1603,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1604,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
1605,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1606,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1607,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Grassland
1608,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1609,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1610,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1611,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1612,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1613,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1614,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1615,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1616,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1617,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1618,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1619,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1620,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1621,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1622,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1623,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1624,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1625,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
1626,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1627,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1628,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1629,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1630,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1631,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1632,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1633,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1634,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1635,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1636,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1637,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1638,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1639,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1640,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1641,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1642,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1643,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1644,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1645,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1646,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1647,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1648,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1649,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1650,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1651,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1652,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1653,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1654,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1655,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1656,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1657,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1658,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1659,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1660,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1661,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1662,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1663,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1664,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1665,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1666,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
1667,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1668,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1669,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1670,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
1671,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1672,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1673,Forest,Water,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1674,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
1675,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1676,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1677,Forest,Water,Water,NULL,Water,NULL,Water,Water
1678,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1679,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1680,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1681,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1682,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1683,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1684,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1685,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1686,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1687,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1688,Forest,Water,Water,NULL,Water,Water,Water,Water
1689,Forest,Water,Water,NULL,Water,Water,Water,Forest
1690,Forest,Water,Water,NULL,Water,Water,Forest,Water
1691,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1692,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1693,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1694,Forest,Water,Water,NULL,Water,Forest,Water,Water
1695,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1696,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1697,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1698,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1699,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1700,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1701,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1702,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1703,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1704,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1705,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1706,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1707,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1708,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1709,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1710,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1711,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1712,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1713,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
1714,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1715,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1716,Forest,Water,Water,Water,Water,NULL,Water,Grassland
1717,Forest,Water,Water,Water,Water,NULL,Water,Water
1718,Forest,Water,Water,Water,Water,NULL,Water,Forest
1719,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1720,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
1721,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
1722,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1723,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1724,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1725,Forest,Water,Water,Water,Water,Grassland,Water,Water
1726,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1727,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1728,Forest,Water,Water,Water,Water,Bareland,Water,Water
1729,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1730,Forest,Water,Water,Water,Water,Water,Wetland,Water
1731,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1732,Forest,Water,Water,Water,Water,Water,Water,Grassland
1733,Forest,Water,Water,Water,Water,Water,Water,Water
1734,Forest,Water,Water,Water,Water,Water,Water,Forest
1735,Forest,Water,Water,Water,Water,Water,Forest,Water
