Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEE_M_R
4217,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4218,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4219,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4220,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4221,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4222,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4223,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4224,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4225,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4226,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4227,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4228,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4229,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4230,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4231,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4232,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4233,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4234,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
4235,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4236,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4237,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4238,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4239,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4240,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4241,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4242,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4243,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
4244,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4245,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
4246,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4247,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4248,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
4249,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4250,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
4251,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
4252,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4253,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
4254,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
4255,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
4256,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4257,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4258,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4259,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4260,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4261,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4262,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4263,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4264,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4265,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4266,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4267,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4268,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4269,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4270,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4271,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4272,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4273,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4274,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
4275,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Water
4276,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4277,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4278,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4279,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4280,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4281,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
4282,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4283,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4284,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4285,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Cropland
4286,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4287,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4288,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4289,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4290,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
4291,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
4292,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
4293,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
4294,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
4295,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
4296,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4297,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4298,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4299,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4300,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
4301,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4302,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4303,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4304,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4305,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4306,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4307,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4308,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
4309,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4310,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4311,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4312,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
4313,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4314,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4315,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4316,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4317,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4318,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4319,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
4320,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4321,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
4322,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4323,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
4324,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4325,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
4326,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4327,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
4328,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4329,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
4330,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4331,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4332,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
4333,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
4334,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4335,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4336,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
4337,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
4338,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4339,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
4340,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4341,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4342,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4343,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4344,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
4345,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Cropland
4346,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
4347,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
4348,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
4349,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4350,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
4351,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4352,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4353,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
4354,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4355,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4356,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
4357,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4358,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4359,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
4360,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4361,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4362,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
4363,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
4364,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
4365,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
4366,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Cropland
4367,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
4368,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
4369,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
4370,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
4371,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
4372,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4373,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4374,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
4375,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
4376,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4377,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4378,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4379,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4380,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4381,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
4382,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4383,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4385,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4386,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4387,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4388,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4389,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4390,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4391,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4392,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4393,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4394,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4395,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4396,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4397,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4398,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4399,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
4400,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
4401,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
4402,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4403,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4404,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
4405,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4406,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4407,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4408,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4409,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4410,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4411,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4412,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4413,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
4414,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4415,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4416,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
4417,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
4418,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Water,Wetland
4419,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
4420,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
4421,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4422,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
4423,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Grassland
4424,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
4425,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Water
4426,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
4427,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
4428,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
4429,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
4430,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
4431,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
4432,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
4433,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
4434,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Cropland
4435,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
4436,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
4437,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Water
4438,Grassland,NULL,Water,Non_Water,Water,NULL,Forest,Cropland
4439,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
4440,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Cropland
4441,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
4442,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
4443,Grassland,NULL,Water,Non_Water,Water,Cropland,NULL,Cropland
4444,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
4445,Grassland,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
4446,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
4447,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
4448,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
4449,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,NULL
4450,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
4451,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
4452,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
4453,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
4454,Grassland,NULL,Water,Water,Water,NULL,Water,Wetland
4455,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
4456,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
4457,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
4458,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4459,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4460,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4461,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
4462,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4463,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4464,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4465,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4466,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4467,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4468,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4473,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4474,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
4475,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4476,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4477,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4478,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4479,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
4480,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4481,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4482,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4483,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4484,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4485,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4486,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4487,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4488,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4489,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4490,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4491,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4492,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4493,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4494,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4495,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4496,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4497,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4498,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4499,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4500,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4501,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4502,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4503,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4504,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4505,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4506,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4507,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4508,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4509,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4510,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4511,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4512,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4513,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4514,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4515,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4516,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4517,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4518,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4519,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
4520,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4521,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4522,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4523,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4524,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4525,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4526,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4527,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4528,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4529,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4530,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
4531,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4532,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4533,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4534,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4535,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
4536,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4537,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4538,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4539,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4540,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4541,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4542,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4543,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4544,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
