Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MED_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MED_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MED_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MED_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MED_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MED_M_R
329,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
330,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
331,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
332,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
333,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
334,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Bareland
335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
367,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
368,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
369,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
370,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
371,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
372,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
389,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
390,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Water
391,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
393,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
394,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
395,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
396,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
397,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
398,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
399,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
401,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
402,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
403,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
404,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
406,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
407,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
408,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
409,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
410,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
411,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
412,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
413,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
414,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
415,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
416,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Built-up,Forest
417,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
418,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
419,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
420,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
421,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
423,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
424,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
425,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
427,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
428,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
429,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
430,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
431,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
432,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
433,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
434,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
435,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
436,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
437,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
438,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
439,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
440,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
441,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
442,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
443,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
444,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
445,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
446,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
447,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
448,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
449,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
450,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
451,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
452,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
453,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
454,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
455,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
456,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
457,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
458,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
459,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
460,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
461,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
462,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
463,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
464,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
465,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
466,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
467,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
468,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
469,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
470,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
471,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
472,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
473,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
474,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
475,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
476,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
477,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
478,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
479,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
480,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
481,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
482,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
483,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
484,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Built-up
485,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Water
486,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
487,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Forest
488,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
489,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
490,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
491,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
492,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
493,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
494,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
495,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
496,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
497,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
498,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
499,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
500,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
501,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Wetland
502,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
503,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
504,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Grassland
505,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
506,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
507,NULL,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Forest
508,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
509,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
510,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Forest
511,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
512,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
513,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
514,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
515,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
516,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
517,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
518,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
519,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
520,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
521,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
522,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
523,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
524,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
525,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Bareland
526,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Built-up
527,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
528,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
529,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Grassland
530,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Built-up
531,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
532,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
533,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Grassland,Forest
534,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
535,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
536,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Wetland,Forest
537,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
538,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Built-up
539,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Bareland,Forest
540,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
541,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
542,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
543,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
544,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Water
545,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
546,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Water
547,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
548,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Forest
549,NULL,Built-up,Wetland,NULL,Wetland,Water,Grassland,Forest
550,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
551,NULL,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
552,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Water
553,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Forest
554,NULL,Built-up,Wetland,NULL,Wetland,Water,Forest,Water
555,NULL,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
556,NULL,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
557,NULL,Built-up,Wetland,NULL,Wetland,Forest,Bareland,Forest
558,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
559,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Forest
560,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
561,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
562,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
563,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
564,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
565,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Wetland
566,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
567,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
568,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
569,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
570,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
571,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
572,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Built-up
573,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Water,Water
574,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Water,Forest
575,NULL,Built-up,Wetland,Water,Wetland,Wetland,Bareland,Forest
576,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
577,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Wetland
578,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Grassland
579,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Wetland
580,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
581,NULL,Built-up,Wetland,Water,Wetland,Built-up,Wetland,Forest
582,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Water
583,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Built-up
584,NULL,Built-up,Wetland,Water,Wetland,Built-up,Water,Water
585,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Built-up
586,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
587,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Wetland
588,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
589,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
592,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
593,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
594,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
595,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
596,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
597,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
599,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
600,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
601,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
603,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
604,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
605,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
606,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
607,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
608,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Grassland
609,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
610,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
611,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
613,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Water
614,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
617,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
618,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
619,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
620,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
621,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
622,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
623,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
625,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
626,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
627,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
628,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
629,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
630,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
634,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
635,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
636,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
638,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
639,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
640,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
641,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
642,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
643,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
644,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
645,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
646,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
647,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
648,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
649,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
650,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Water
651,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
652,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
653,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
654,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
655,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
656,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
657,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
658,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
659,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
660,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
661,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
662,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
