Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGH_M_R
1927,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland
1928,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water
1929,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest
1930,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL
1931,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
1932,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Cropland
1933,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
1934,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Bareland
1935,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water
1936,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
1937,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL
1938,Forest,Wetland,Wetland,Water,Wetland,NULL,Grassland
1939,Forest,Wetland,Wetland,Water,Wetland,NULL,Cropland
1940,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland
1941,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland
1942,Forest,Wetland,Wetland,Water,Wetland,NULL,Water
1943,Forest,Wetland,Wetland,Water,Wetland,NULL,Forest
1944,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
1945,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1946,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Forest
1947,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Forest
1948,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Grassland
1949,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Forest
1950,Forest,Wetland,Water,NULL,Water,NULL,Grassland
1951,Forest,Wetland,Water,NULL,Water,NULL,Water
1952,Forest,Wetland,Water,NULL,Water,NULL,Forest
1953,Forest,Wetland,Water,Non_Water,Water,NULL,Grassland
1954,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland
1955,Forest,Wetland,Water,Non_Water,Water,NULL,Water
1956,Forest,Wetland,Water,Non_Water,Water,NULL,Forest
1957,Forest,Wetland,Water,Water,Water,NULL,Grassland
1958,Forest,Wetland,Water,Water,Water,NULL,Wetland
1959,Forest,Wetland,Water,Water,Water,NULL,Water
1960,Forest,Wetland,Water,Water,Water,NULL,Forest
1961,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL
1962,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
1963,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
1964,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water
1965,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
1966,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL
1967,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
1968,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water
1969,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
1970,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
1971,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland
1972,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Water
1973,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Forest
1974,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
1975,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland
1976,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,Forest
1977,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Grassland
1978,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,Bareland
1979,Forest,Bareland,Wetland,NULL,Wetland,NULL,Forest
1980,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Grassland
1981,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,Forest
1982,Forest,Bareland,Wetland,Water,Wetland,NULL,Grassland
1983,Forest,Bareland,Wetland,Water,Wetland,NULL,Wetland
1984,Forest,Bareland,Wetland,Water,Wetland,NULL,Bareland
1985,Forest,Bareland,Wetland,Water,Wetland,NULL,Water
1986,Forest,Bareland,Wetland,Water,Wetland,NULL,Forest
1987,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,Grassland
1988,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,Grassland
1989,Forest,Bareland,Water,NULL,Water,NULL,Forest
1990,Forest,Bareland,Water,Water,Water,NULL,Water
1991,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Grassland
1992,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
1993,Forest,Bareland,Forest,Water,Non_Wetland,NULL,Bareland
1994,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland
1995,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest
1996,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL
1997,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
1998,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
1999,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2000,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
2001,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
2002,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
2003,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
2004,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
2005,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
2006,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
2007,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest
2008,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
2009,Forest,Built-up,Wetland,Water,Wetland,NULL,Forest
2010,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
2011,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL
2012,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
2013,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
2014,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
2015,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
2016,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
2017,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
2018,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest
2019,Forest,Water,NULL,Water,Non_Wetland,NULL,Forest
2020,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
2021,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water
2022,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
2023,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2024,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest
2025,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL
2026,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
2027,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
2028,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water
2029,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Forest
2030,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2031,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
2032,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest
2033,Forest,Water,Grassland,Water,Non_Wetland,NULL,Grassland
2034,Forest,Water,Grassland,Water,Non_Wetland,NULL,Bareland
2035,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water
2036,Forest,Water,Grassland,Water,Non_Wetland,NULL,Forest
2037,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest
2038,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Forest
2039,Forest,Water,Wetland,NULL,Wetland,NULL,NULL
2040,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland
2041,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland
2042,Forest,Water,Wetland,NULL,Wetland,NULL,Water
2043,Forest,Water,Wetland,NULL,Wetland,NULL,Forest
2044,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland
2045,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland
2046,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland
2047,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water
2048,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest
2049,Forest,Water,Wetland,Water,Wetland,NULL,Grassland
2050,Forest,Water,Wetland,Water,Wetland,NULL,Wetland
2051,Forest,Water,Wetland,Water,Wetland,NULL,Bareland
2052,Forest,Water,Wetland,Water,Wetland,NULL,Water
2053,Forest,Water,Wetland,Water,Wetland,NULL,Forest
2054,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest
2055,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest
2056,Forest,Water,Water,NULL,Water,NULL,Grassland
2057,Forest,Water,Water,NULL,Water,NULL,Wetland
2058,Forest,Water,Water,NULL,Water,NULL,Water
2059,Forest,Water,Water,NULL,Water,NULL,Forest
2060,Forest,Water,Water,Non_Water,Water,NULL,Grassland
2061,Forest,Water,Water,Non_Water,Water,NULL,Bareland
2062,Forest,Water,Water,Non_Water,Water,NULL,Water
2063,Forest,Water,Water,Non_Water,Water,NULL,Forest
2064,Forest,Water,Water,Water,Water,NULL,Grassland
2065,Forest,Water,Water,Water,Water,NULL,Wetland
2066,Forest,Water,Water,Water,Water,NULL,Water
2067,Forest,Water,Water,Water,Water,NULL,Forest
2068,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL
2069,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland
2070,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland
2071,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland
2072,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water
2073,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
2074,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2075,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2076,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2077,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL
2078,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
2079,Forest,Water,Forest,Water,Non_Wetland,NULL,Bareland
2080,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
2081,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
2082,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2083,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2084,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
2085,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2086,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
2087,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
2088,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2089,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL
2090,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2091,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
2092,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2093,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2094,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2095,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
2096,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2097,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2098,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2099,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
2100,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2101,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
2102,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2103,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2104,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2105,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL
2106,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2107,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Water
2108,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2109,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
2110,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2111,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
2112,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up
2113,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2114,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2115,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2116,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
2117,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
2118,Forest,Forest,Wetland,NULL,Wetland,NULL,Cropland
2119,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
2120,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
2121,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
2122,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
2123,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
2124,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2125,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2126,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
2127,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
2128,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2129,Forest,Forest,Wetland,Water,Wetland,NULL,NULL
2130,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
2131,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
2132,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland
2133,Forest,Forest,Wetland,Water,Wetland,NULL,Water
2134,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
2135,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL
2136,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2137,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2138,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2139,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
2140,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Grassland
2141,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest
2142,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL
2143,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2144,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up
2145,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2146,Forest,Forest,Water,NULL,Water,NULL,Grassland
2147,Forest,Forest,Water,NULL,Water,NULL,Water
2148,Forest,Forest,Water,NULL,Water,NULL,Forest
2149,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
2150,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
2151,Forest,Forest,Water,Non_Water,Water,NULL,Water
2152,Forest,Forest,Water,Non_Water,Water,NULL,Forest
2153,Forest,Forest,Water,Water,Water,NULL,Grassland
2154,Forest,Forest,Water,Water,Water,NULL,Wetland
2155,Forest,Forest,Water,Water,Water,NULL,Water
2156,Forest,Forest,Water,Water,Water,NULL,Forest
2157,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2158,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2159,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2160,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
2161,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
2162,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
2163,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2164,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL
2165,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2166,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
2167,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2168,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2169,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2170,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland
2171,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
2172,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
