Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KUE_M_R
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
353,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
355,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
356,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
358,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
359,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
360,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
361,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
362,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
363,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
365,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
367,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
368,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Forest
369,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
371,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
373,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
374,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
375,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
376,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
377,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
378,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
379,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
381,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
382,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
383,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
386,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
387,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
388,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
390,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
392,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
393,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
395,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
398,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
401,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
419,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
421,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
427,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
428,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
429,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
431,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
435,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
436,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Wetland
438,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
439,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
440,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
442,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
444,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
445,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
446,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
448,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
449,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
450,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
451,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
452,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
453,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
454,NULL,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
459,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
460,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
461,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
462,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Built-up
511,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
569,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Water
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
605,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Built-up
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
650,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
651,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
652,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
653,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
654,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
655,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
656,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
657,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
658,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
659,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
660,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
