Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGC_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
327,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
330,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
333,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
336,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
340,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
343,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
353,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
355,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
357,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
359,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
360,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
361,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
362,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
363,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
365,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Forest
367,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
370,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
371,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Forest
372,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
374,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
377,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
378,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
379,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
380,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
381,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
382,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
384,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
387,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
390,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
391,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
393,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
394,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
396,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
397,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
399,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
400,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
401,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
404,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
405,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
409,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
410,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
412,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
413,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
414,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
415,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
416,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
418,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
419,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
420,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
422,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
425,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Built-up
426,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
430,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
432,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
433,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
434,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
435,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
436,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
437,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
439,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
440,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
443,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
444,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
450,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
454,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
455,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
457,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
458,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
460,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
462,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
463,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
464,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
466,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
467,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
468,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
469,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
470,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
471,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
472,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
473,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
474,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
476,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
477,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
478,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
479,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
480,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
481,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
482,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
483,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
484,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
485,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
486,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
487,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
488,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
489,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
490,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
491,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
492,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
493,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
495,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
496,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
497,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
498,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
499,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
500,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
502,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
503,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
504,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
506,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
512,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
513,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
514,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
515,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
516,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
517,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
518,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
520,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Built-up
521,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
523,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
524,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
525,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
526,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
527,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
528,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
529,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
530,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
532,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
533,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
535,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
537,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
538,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
539,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
540,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
541,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
542,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
543,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
544,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
547,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
548,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
549,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
550,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
551,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
552,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
553,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
554,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
556,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
557,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
558,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
559,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
560,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
561,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
562,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
563,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
564,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
566,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
568,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
574,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
575,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
577,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
578,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
580,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
582,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
583,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
584,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
585,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
586,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
587,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
588,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
589,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
590,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
591,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
592,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
593,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
594,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
595,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
596,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
597,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
598,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
599,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
600,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
601,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
602,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
603,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
604,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
605,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
606,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
607,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
609,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
610,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
611,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
612,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
613,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
614,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
615,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
616,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
617,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
618,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
619,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
620,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
621,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
622,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
623,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
624,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
625,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
626,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
627,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
628,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
629,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
630,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
631,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
632,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
633,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
634,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
636,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Bareland
637,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,NULL,Water,NULL,Water,NULL,Wetland,Grassland
639,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
640,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
641,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
642,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
643,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
644,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
645,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
646,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
647,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
648,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
649,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
650,NULL,NULL,Water,Water,Water,NULL,Wetland,Forest
651,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
652,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
653,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
654,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
655,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
656,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
657,NULL,NULL,Water,Water,Water,Water,Water,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
659,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
660,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
661,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
662,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
663,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
664,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
