Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLS_M_R
2109,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2110,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
2111,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
2147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
2171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
2172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2173,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
2174,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2175,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2176,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2177,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2178,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2179,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2180,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2181,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2182,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2183,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
2184,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2185,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2186,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
2187,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
2188,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
2191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
2194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
2199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
2200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
2201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
2202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2203,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2204,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2205,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2206,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2207,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2208,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2209,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
2210,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2211,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
2212,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
2213,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2214,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
2215,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
2216,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2217,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2218,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2219,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2220,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2221,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
2222,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Water
2223,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2224,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
2225,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
2226,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
2227,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2228,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
2229,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
2230,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2231,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2232,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2233,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2234,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2235,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2236,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2237,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2238,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2239,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2240,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2241,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2242,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2243,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2244,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2245,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2246,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2247,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2248,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2249,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2250,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2251,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2252,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2253,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
2254,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2255,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2256,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2257,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2258,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2259,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2260,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2261,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2262,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2263,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2264,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
2265,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2266,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2267,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2268,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2269,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2270,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
2271,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2272,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2273,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2274,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2275,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
2276,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2277,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2278,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2279,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2280,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2281,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2282,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
2283,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2284,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2285,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2286,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2287,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2288,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2289,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2290,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2291,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2292,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2293,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2294,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2295,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2296,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2297,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2298,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2299,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2300,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2301,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2302,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2303,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2304,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2305,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2306,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2307,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2308,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2309,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2310,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2311,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2312,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2313,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2314,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2315,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2316,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2317,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2318,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2319,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2320,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2321,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2322,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2323,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2324,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2325,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2326,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2327,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2328,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2329,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2330,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
2331,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2332,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2333,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2334,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2335,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
2336,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
2337,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2338,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2339,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2340,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2341,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2342,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2343,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2344,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2345,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2346,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2347,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2348,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2349,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2350,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2351,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2352,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2353,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2354,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2355,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2356,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2357,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2358,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2359,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2360,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2361,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
2362,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2363,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2364,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2365,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2367,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2368,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2369,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2370,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2371,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2372,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2373,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2374,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2375,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
2376,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2377,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2378,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2379,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
2380,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2381,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2382,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2383,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2384,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Water
2385,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2386,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
2387,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
2388,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
2389,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
2390,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
2391,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
2392,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2393,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
2394,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
2395,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
2396,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2397,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2398,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
2399,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
2400,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Water
2401,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2402,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2403,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2404,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2405,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
2406,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2407,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2408,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2409,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2410,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2411,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2412,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
2413,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
2414,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
2415,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2416,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
2417,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
2418,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
2419,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2420,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Water,Forest
2421,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2422,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2423,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
