Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LXQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LXQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LXQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LXQ_M_R
5220,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5221,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5222,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5223,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5224,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
5225,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
5226,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
5227,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
5228,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5229,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
5230,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
5231,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
5232,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
5233,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5234,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5235,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5236,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5237,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5238,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5239,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5240,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5241,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5242,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5243,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5244,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5245,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5246,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
5247,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5248,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5249,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
5250,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
5251,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
5252,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
5253,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
5254,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
5255,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
5256,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
5257,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
5258,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5259,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5260,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5261,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
5262,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5263,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
5264,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5265,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5266,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5267,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
5268,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
5269,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5270,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
5271,NULL,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
5272,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
5273,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
5274,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Shrubland,Forest
5275,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
5276,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
5277,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
5278,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
5279,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
5280,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
5281,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
5282,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
5283,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
5284,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
5285,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5286,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5287,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5288,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
5289,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
5290,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5291,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5292,NULL,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
5293,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5294,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5295,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
5296,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5297,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5298,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
5299,NULL,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
5300,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
5301,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
5302,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
5303,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
5304,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
5305,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
5306,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
5307,NULL,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
5308,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
5309,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
5310,NULL,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
5311,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
5312,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5313,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5314,NULL,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5315,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
5316,NULL,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
5317,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
5318,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
5319,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
5320,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
5321,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
5322,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
5323,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
5324,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
5325,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
5326,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
5327,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
5328,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
5329,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
5330,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5331,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
5332,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
5333,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
5334,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
5335,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
5336,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
5337,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5338,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5339,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5340,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5341,NULL,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
5342,NULL,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
5343,NULL,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
5344,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
5345,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
5346,NULL,Forest,Wetland,Water,Wetland,NULL,Shrubland,Wetland
5347,NULL,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
5348,NULL,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Forest
5349,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5350,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,NULL
5351,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5352,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,NULL
5353,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
5354,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
5355,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
5356,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
5357,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
5358,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
5359,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
5360,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
5361,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
5362,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
5363,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
5364,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5365,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5366,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
5367,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5368,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
5369,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5370,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
5371,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
5372,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5373,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5374,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
5375,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5376,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
5377,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5378,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
5379,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
5380,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5381,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5382,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5383,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5384,NULL,Forest,Built-up,Water,Non_Wetland,NULL,NULL,NULL
5385,NULL,Forest,Water,Water,Water,NULL,Shrubland,Grassland
5386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5389,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5390,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5394,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5395,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
5396,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5397,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5398,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5399,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
5400,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5401,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
5402,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5405,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5406,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5407,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5408,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5409,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5410,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5411,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5412,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5413,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5414,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5415,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5416,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5417,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
5418,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
5419,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
5420,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5421,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5422,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5423,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5424,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5425,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5426,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5427,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5428,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5429,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5430,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5431,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5432,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5433,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5434,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5435,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5436,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5437,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5438,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5439,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5440,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5441,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5442,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5443,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
5444,NULL,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
5445,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5446,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5447,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
5448,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5449,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5450,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5451,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
5452,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
5453,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
5454,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5455,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5456,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5457,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
5458,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
5459,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
5460,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
5461,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
5462,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
5463,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
5464,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
5465,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5466,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5467,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5468,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
5469,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
5470,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5471,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5472,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
5473,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
5474,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
5475,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
5476,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
5477,NULL,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
5478,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5479,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5480,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5481,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
5482,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5483,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5484,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
5485,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
5486,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
5487,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5488,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
5489,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
5490,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
5491,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
5492,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
5493,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5494,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5495,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
5496,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5497,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
5498,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
5499,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5500,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5501,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5502,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5503,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5504,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
5505,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5506,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5507,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
5508,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
5509,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5510,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5511,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
5512,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
5513,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
5514,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5515,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5516,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5517,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
5518,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
5519,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
5520,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5521,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
5522,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5523,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
5524,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5525,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
5526,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
5527,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
5528,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
5529,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5530,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
5531,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
5532,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
5533,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
5534,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
5535,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
5536,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
5537,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5538,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
5539,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5540,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5541,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
5542,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
5543,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5544,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5545,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
