Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MUQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MUQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MUQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MUQ_M_R
1459,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1460,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1461,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1462,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1463,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1464,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1465,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1466,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1467,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1468,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1469,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1470,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1471,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1472,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1473,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1474,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1475,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1476,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1477,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1478,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1479,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1480,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1481,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1482,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1483,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1484,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1485,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1486,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Water
1487,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1488,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1489,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1490,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1491,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1492,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1493,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1494,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1495,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1496,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1497,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1498,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1499,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1500,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1501,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1502,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1503,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1504,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1505,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1506,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1507,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1508,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1509,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1510,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1511,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1512,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1513,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1514,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1515,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1516,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1517,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1518,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1519,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1520,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1521,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Forest
1522,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1523,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1524,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1525,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1526,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1527,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1528,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1529,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1530,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1531,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1532,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1533,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1534,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1535,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
1536,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1537,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1538,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1539,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1540,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1541,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1542,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1543,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1544,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1545,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1546,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1548,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1549,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1550,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1551,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1553,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1554,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1555,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1556,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
1557,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1558,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1559,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Water
1561,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1562,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1563,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1564,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1565,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1567,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1568,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1569,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1570,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1571,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1572,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1573,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Wetland
1574,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1575,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1576,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1577,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1578,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1579,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1580,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1581,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1582,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1583,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1584,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1585,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1586,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1587,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1588,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1589,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1590,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1591,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1592,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1593,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1594,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1595,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1596,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Water
1597,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1598,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1599,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1600,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
1601,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Forest
1602,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Forest,Forest
1603,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1604,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Forest
1605,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1606,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1607,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1608,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1609,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1610,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1611,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1612,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1613,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
1614,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1615,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1616,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1617,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1618,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1619,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1620,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1621,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1622,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1623,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1624,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1625,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1626,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1627,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1628,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1630,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1631,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1632,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1633,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1634,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1635,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1636,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1637,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1638,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1639,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1640,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1641,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1642,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1643,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1644,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1645,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
1646,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1647,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1648,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1649,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1650,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1651,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1652,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1653,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1654,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1655,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1656,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
1657,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1658,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1659,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1660,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1661,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1662,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1663,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1664,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1666,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1667,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1668,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1669,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1670,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1671,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1672,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1673,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1674,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1675,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1676,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1677,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1678,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1679,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1680,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1681,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1682,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1683,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
1684,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1685,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1686,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1687,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1688,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1689,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1690,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1691,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1692,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1693,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1694,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Water
1695,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
1696,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1697,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1698,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Water
1699,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1700,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1701,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1702,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1703,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1704,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1709,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1710,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1711,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1712,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1713,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1714,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1715,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1716,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1717,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1718,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1719,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1720,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
1721,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1722,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1723,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1724,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Water
1725,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1726,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1727,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1728,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1729,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1730,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
1731,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1732,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Water
1733,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1734,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
1735,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
1736,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,NULL
1737,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
1738,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Water
1739,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1740,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1741,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1742,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1743,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1744,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Water
1745,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
1746,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1747,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
1748,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1749,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1750,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1751,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1752,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1753,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1754,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1755,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1756,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
1757,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1758,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1759,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1760,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1761,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
1762,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1763,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1764,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1765,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1766,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1767,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1768,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1769,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1770,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1771,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1772,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1773,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1774,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1775,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1776,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1777,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
1778,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1779,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
1780,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
1781,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1782,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1783,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1784,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1785,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1786,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
1787,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1788,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1789,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1790,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
1791,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1792,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1793,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1794,Forest,Forest,Wetland,Water,Wetland,Grassland,Bareland,Forest
1795,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1796,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1797,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1798,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1799,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1800,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1801,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1802,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1803,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1804,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Forest
