Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTB_M_R
10218,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10219,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Water
10220,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10221,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
10222,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10223,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,NULL
10224,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
10225,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Wetland
10226,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
10227,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10228,Wetland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
10229,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
10230,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
10231,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
10232,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
10233,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10234,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Wetland
10235,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
10236,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
10237,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
10238,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
10239,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
10240,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Bareland
10241,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
10242,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
10243,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
10244,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10245,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
10246,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10247,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Cropland
10248,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
10249,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
10250,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
10251,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
10252,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
10253,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
10254,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
10255,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
10256,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
10257,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
10258,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
10259,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
10260,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
10261,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
10262,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,NULL
10263,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
10264,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Shrubland,Water
10265,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
10266,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Wetland
10267,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
10268,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10269,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
10270,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10271,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10272,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
10273,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
10274,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
10275,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
10276,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10277,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10278,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10279,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10280,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10281,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10282,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
10283,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
10284,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Bareland,Wetland
10285,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10286,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10287,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
10288,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
10289,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
10290,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10291,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
10292,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10293,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10294,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
10295,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
10296,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
10297,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10298,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10299,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
10300,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10301,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10302,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
10303,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10304,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10305,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
10306,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10307,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10308,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
10309,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
10310,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
10311,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
10312,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
10313,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
10314,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
10315,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
10316,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
10317,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
10318,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
10319,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Grassland
10320,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Wetland
10321,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Wetland
10322,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Shrubland,Grassland
10323,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Wetland
10324,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Wetland
10325,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
10326,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,Forest,Water
10327,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Grassland
10328,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,NULL
10329,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10330,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
10331,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Cropland
10332,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
10333,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Bareland,Grassland
10334,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Bareland,Wetland
10335,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
10336,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
10337,Wetland,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Water
10338,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
10339,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Wetland
10340,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
10341,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
10342,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
10343,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Bareland
10344,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
10345,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
10346,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
10347,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
10348,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Wetland
10349,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
10350,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
10351,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
10352,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
10353,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
10354,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
10355,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
10356,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
10357,Wetland,NULL,Bareland,Water,Non_Wetland,Forest,Shrubland,Grassland
10358,Wetland,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Bareland
10359,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
10360,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
10361,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
10362,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
10363,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
10364,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10365,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10366,Wetland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
10367,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
10368,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
10369,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
10370,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
10371,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
10372,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
10373,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
10374,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
10375,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
10376,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
10377,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
10378,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
10379,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
10380,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Wetland
10381,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Bareland
10382,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
10383,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Bareland
10384,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10385,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10386,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
10387,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10388,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10389,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
10390,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
10391,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
10392,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
10393,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Wetland
10394,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
10395,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
10396,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
10397,Wetland,NULL,Water,NULL,Water,Shrubland,Bareland,Bareland
10398,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
10399,Wetland,NULL,Water,NULL,Water,Shrubland,Water,Water
10400,Wetland,NULL,Water,NULL,Water,Grassland,Bareland,Wetland
10401,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
10402,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
10403,Wetland,NULL,Water,NULL,Water,Water,Water,Water
10404,Wetland,NULL,Water,Non_Water,Water,NULL,Shrubland,Wetland
10405,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
10406,Wetland,NULL,Water,Non_Water,Water,NULL,Water,Bareland
10407,Wetland,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
10408,Wetland,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
10409,Wetland,NULL,Water,Non_Water,Water,Shrubland,Bareland,Grassland
10410,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,NULL
10411,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
10412,Wetland,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
10413,Wetland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
10414,Wetland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
10415,Wetland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
10416,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
10417,Wetland,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
10418,Wetland,NULL,Water,Non_Water,Water,Water,NULL,Grassland
10419,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
10420,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
10421,Wetland,NULL,Water,Non_Water,Water,Forest,Water,Wetland
10422,Wetland,NULL,Water,Non_Water,Water,Forest,Forest,Wetland
10423,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
10424,Wetland,NULL,Water,Water,Water,NULL,Shrubland,Wetland
10425,Wetland,NULL,Water,Water,Water,NULL,Water,Grassland
10426,Wetland,NULL,Water,Water,Water,NULL,Water,Wetland
10427,Wetland,NULL,Water,Water,Water,NULL,Water,Water
10428,Wetland,NULL,Water,Water,Water,NULL,Forest,Water
10429,Wetland,NULL,Water,Water,Water,Shrubland,NULL,Grassland
10430,Wetland,NULL,Water,Water,Water,Shrubland,NULL,Wetland
10431,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
10432,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
10433,Wetland,NULL,Water,Water,Water,Shrubland,Shrubland,Water
10434,Wetland,NULL,Water,Water,Water,Shrubland,Grassland,Water
10435,Wetland,NULL,Water,Water,Water,Shrubland,Bareland,Bareland
10436,Wetland,NULL,Water,Water,Water,Shrubland,Water,Grassland
10437,Wetland,NULL,Water,Water,Water,Shrubland,Water,Wetland
10438,Wetland,NULL,Water,Water,Water,Shrubland,Water,Water
10439,Wetland,NULL,Water,Water,Water,Shrubland,Forest,Water
10440,Wetland,NULL,Water,Water,Water,Shrubland,Forest,Forest
10441,Wetland,NULL,Water,Water,Water,Grassland,Water,Grassland
10442,Wetland,NULL,Water,Water,Water,Grassland,Water,Wetland
10443,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Water
10444,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
10445,Wetland,NULL,Water,Water,Water,Bareland,Water,Wetland
10446,Wetland,NULL,Water,Water,Water,Water,NULL,Grassland
10447,Wetland,NULL,Water,Water,Water,Water,Shrubland,Water
10448,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
10449,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
10450,Wetland,NULL,Water,Water,Water,Water,Water,Water
10451,Wetland,NULL,Water,Water,Water,Water,Forest,Water
10452,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Grassland
10453,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Wetland
10454,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Water
10455,Wetland,NULL,Water,Water,Water,Forest,Shrubland,Forest
10456,Wetland,NULL,Water,Water,Water,Forest,Water,Wetland
10457,Wetland,NULL,Water,Water,Water,Forest,Water,Water
10458,Wetland,NULL,Water,Water,Water,Forest,Forest,Water
10459,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
10460,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10461,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10462,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
10463,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10464,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
10465,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
10466,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
10467,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
10468,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
10469,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
10470,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
10471,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
10472,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
10473,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
10474,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
10475,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
10476,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
10477,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
10478,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
10479,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
10480,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
10481,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
10482,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
10483,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
10484,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10485,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10486,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
10487,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
10488,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
10489,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10490,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
10491,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10492,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10493,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
10494,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
10495,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
10496,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
10497,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
10498,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
10499,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Wetland
10500,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Bareland
10501,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
10502,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
10503,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
10504,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
10505,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
10506,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
10507,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
10508,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
10509,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
10510,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
10511,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
10512,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
10513,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
10514,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
10515,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
10516,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10517,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10518,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10519,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10520,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10521,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10522,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10523,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
10524,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
10525,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10526,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
10527,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10528,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
10529,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
10530,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10531,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10532,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10533,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10534,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10535,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10536,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10537,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10538,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
10539,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
10540,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
10541,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10542,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10543,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10544,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10545,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10546,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
