Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKV_M_R
327,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
328,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
329,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
330,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
331,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
332,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
333,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
335,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
336,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Wetland
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Built-up
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Cropland
344,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
345,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
346,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
348,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Wetland
349,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Cropland
351,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Wetland
352,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
353,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Cropland
354,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
358,NULL,NULL,Wetland,NULL,Wetland,Cropland,Water,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
360,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
366,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
367,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
368,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
369,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
371,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
388,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
389,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
391,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
392,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
394,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
395,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
396,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
397,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
398,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
400,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
401,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
402,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
403,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
404,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
405,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Forest
406,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
407,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
408,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
409,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
410,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
411,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
412,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
413,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
414,NULL,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
416,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
417,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
418,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Wetland
419,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Bareland
422,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
423,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
424,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
427,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
433,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,Water,Built-up,Wetland
436,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
439,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
440,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
445,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
446,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
448,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
449,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
450,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
451,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
452,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
453,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
454,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Wetland
455,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
456,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
457,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
458,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
459,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
463,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
464,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
465,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
466,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
468,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
469,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
470,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Wetland
471,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
472,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Wetland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Wetland
474,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
475,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
479,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
485,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
486,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
488,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
489,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
490,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Wetland
491,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
492,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
493,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
494,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Wetland
495,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
496,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
497,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
498,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
499,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
500,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
501,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
503,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
504,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
505,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
506,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
507,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
508,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Wetland
509,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
513,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
517,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
521,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
522,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
525,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Wetland
526,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Wetland
529,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Wetland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Wetland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
542,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Wetland
543,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Bareland
544,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
545,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
546,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
547,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
548,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
549,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
550,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
551,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
552,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
553,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
554,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
555,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
556,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
557,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
558,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
559,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Wetland
566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
568,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
569,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
570,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
571,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
572,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
573,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
574,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
575,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
576,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
577,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
578,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
579,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
580,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
581,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
582,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
583,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
584,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
585,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
586,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
587,NULL,NULL,Water,NULL,Water,Cropland,NULL,Grassland
588,NULL,NULL,Water,NULL,Water,Cropland,NULL,Wetland
589,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
590,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
591,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
592,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
593,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
594,NULL,NULL,Water,NULL,Water,Built-up,Water,Grassland
595,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
596,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
597,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
598,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
599,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
600,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
603,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
617,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
619,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
623,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
626,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
628,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
629,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
631,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
633,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
635,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
637,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
638,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
641,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
644,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
645,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
646,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
647,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
651,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
652,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
653,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
654,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
655,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
657,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
658,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
659,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
660,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
661,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
662,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
663,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
664,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
665,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
666,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
667,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
668,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
669,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
670,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
