Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NWK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NWK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NWK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NWK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NWK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NWK_M_R
1161,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1162,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1163,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1164,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1165,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1166,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1167,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1169,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1170,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1171,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1174,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1175,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1176,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1178,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1179,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1182,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1183,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1184,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1185,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1186,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1187,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1188,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1189,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1190,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1191,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1193,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1194,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1195,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1197,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1198,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1199,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1200,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1201,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1202,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1206,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1207,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1208,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1209,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1210,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1211,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1212,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1213,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1217,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1219,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1220,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1222,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1223,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1224,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1225,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
1226,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1227,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1228,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1229,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1230,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1234,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1235,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1236,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1237,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1238,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1239,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1240,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1241,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1242,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1243,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1244,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1246,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1247,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1248,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1249,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1250,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1251,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1254,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1255,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1256,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1257,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1258,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1260,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1261,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1262,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1263,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1264,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1265,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1266,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1267,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1268,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1269,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1270,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1271,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1272,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1273,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1274,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1275,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1276,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1277,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1278,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1279,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1281,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1282,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1284,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1286,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1287,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1288,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1289,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1290,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1292,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1293,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1294,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1296,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1297,Wetland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1298,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1300,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1303,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1305,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1306,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1307,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1310,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1311,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1312,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1313,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1314,Wetland,Cropland,Water,Water,Water,NULL,NULL,Forest
1315,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1317,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1318,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1319,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1320,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1321,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1322,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1323,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1324,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1326,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1327,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1328,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1329,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1330,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1331,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1332,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1333,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1334,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1335,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1336,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1337,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1338,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1339,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1340,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1341,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1342,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1343,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1344,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1345,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1347,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1348,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1349,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1350,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1351,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1352,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1353,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1354,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1355,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1356,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1357,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1358,Wetland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1359,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1360,Wetland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1361,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1363,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1365,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1366,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1367,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1368,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1369,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1370,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1371,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1372,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1373,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1374,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1375,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1376,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1377,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1378,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1379,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1380,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1381,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1382,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1383,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1384,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1385,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1386,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1387,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1388,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1389,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1390,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1391,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1392,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1393,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1394,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1395,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1396,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1397,Wetland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1398,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1399,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1401,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1402,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1405,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1406,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1408,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1409,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1410,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1411,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1412,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1413,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1415,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1417,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1418,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1419,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1420,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1421,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1422,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1423,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1424,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1425,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1426,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1427,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1429,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1431,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1432,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1433,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1434,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1435,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1436,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1439,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1440,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1441,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1442,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1443,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1444,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1445,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1446,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1447,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1448,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1449,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1450,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1451,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1452,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1453,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1454,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1455,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1456,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1457,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1458,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1459,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1460,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1461,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1462,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1463,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1464,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1466,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1469,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1470,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1471,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1472,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1473,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1474,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1476,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1477,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1478,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1479,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1480,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1481,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1482,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1483,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1484,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1485,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1486,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1488,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1489,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1490,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1491,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1492,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1493,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1494,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1495,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1496,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1497,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1498,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1499,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1500,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1502,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
