Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNS_M_R
1746,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1747,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1748,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1749,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1750,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
1751,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1752,Forest,Forest,Grassland,Water,Non_Wetland,Wetland
1753,Forest,Forest,Grassland,Water,Non_Wetland,Water
1754,Forest,Forest,Grassland,Water,Non_Wetland,Forest
1755,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1756,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1757,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1758,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
1759,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1760,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1761,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1762,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1763,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1764,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
1765,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
1766,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
1767,Forest,Forest,Cropland,Water,Non_Wetland,Water
1768,Forest,Forest,Cropland,Water,Non_Wetland,Forest
1769,Forest,Forest,Wetland,NULL,NULL,Wetland
1770,Forest,Forest,Wetland,NULL,NULL,Water
1771,Forest,Forest,Wetland,NULL,NULL,Forest
1772,Forest,Forest,Wetland,NULL,Wetland,NULL
1773,Forest,Forest,Wetland,NULL,Wetland,Grassland
1774,Forest,Forest,Wetland,NULL,Wetland,Cropland
1775,Forest,Forest,Wetland,NULL,Wetland,Wetland
1776,Forest,Forest,Wetland,NULL,Wetland,Bareland
1777,Forest,Forest,Wetland,NULL,Wetland,Built-up
1778,Forest,Forest,Wetland,NULL,Wetland,Water
1779,Forest,Forest,Wetland,NULL,Wetland,Forest
1780,Forest,Forest,Wetland,Non_Water,NULL,Wetland
1781,Forest,Forest,Wetland,Non_Water,NULL,Built-up
1782,Forest,Forest,Wetland,Non_Water,NULL,Water
1783,Forest,Forest,Wetland,Non_Water,NULL,Forest
1784,Forest,Forest,Wetland,Non_Water,Wetland,NULL
1785,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
1786,Forest,Forest,Wetland,Non_Water,Wetland,Wetland
1787,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
1788,Forest,Forest,Wetland,Non_Water,Wetland,Built-up
1789,Forest,Forest,Wetland,Non_Water,Wetland,Water
1790,Forest,Forest,Wetland,Non_Water,Wetland,Forest
1791,Forest,Forest,Wetland,Water,NULL,Wetland
1792,Forest,Forest,Wetland,Water,NULL,Water
1793,Forest,Forest,Wetland,Water,NULL,Forest
1794,Forest,Forest,Wetland,Water,Wetland,Grassland
1795,Forest,Forest,Wetland,Water,Wetland,Wetland
1796,Forest,Forest,Wetland,Water,Wetland,Bareland
1797,Forest,Forest,Wetland,Water,Wetland,Built-up
1798,Forest,Forest,Wetland,Water,Wetland,Water
1799,Forest,Forest,Wetland,Water,Wetland,Forest
1800,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
1801,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
1802,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
1803,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
1804,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
1805,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1806,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1807,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
1808,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
1809,Forest,Forest,Bareland,Water,Non_Wetland,Water
1810,Forest,Forest,Bareland,Water,Non_Wetland,Forest
1811,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
1812,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
1813,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
1814,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
1815,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
1816,Forest,Forest,Built-up,NULL,Non_Wetland,Water
1817,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
1818,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
1819,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1820,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
1821,Forest,Forest,Built-up,Non_Water,Non_Wetland,Built-up
1822,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water
1823,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
1824,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
1825,Forest,Forest,Built-up,Water,Non_Wetland,Wetland
1826,Forest,Forest,Built-up,Water,Non_Wetland,Water
1827,Forest,Forest,Built-up,Water,Non_Wetland,Forest
1828,Forest,Forest,Water,NULL,NULL,Wetland
1829,Forest,Forest,Water,NULL,NULL,Water
1830,Forest,Forest,Water,NULL,NULL,Forest
1831,Forest,Forest,Water,NULL,Water,Wetland
1832,Forest,Forest,Water,NULL,Water,Bareland
1833,Forest,Forest,Water,NULL,Water,Water
1834,Forest,Forest,Water,NULL,Water,Forest
1835,Forest,Forest,Water,Non_Water,NULL,Wetland
1836,Forest,Forest,Water,Non_Water,NULL,Built-up
1837,Forest,Forest,Water,Non_Water,NULL,Water
1838,Forest,Forest,Water,Non_Water,NULL,Forest
1839,Forest,Forest,Water,Non_Water,Water,Grassland
1840,Forest,Forest,Water,Non_Water,Water,Wetland
1841,Forest,Forest,Water,Non_Water,Water,Bareland
1842,Forest,Forest,Water,Non_Water,Water,Built-up
1843,Forest,Forest,Water,Non_Water,Water,Water
1844,Forest,Forest,Water,Non_Water,Water,Forest
1845,Forest,Forest,Water,Water,NULL,Wetland
1846,Forest,Forest,Water,Water,NULL,Water
1847,Forest,Forest,Water,Water,NULL,Forest
1848,Forest,Forest,Water,Water,Water,Grassland
1849,Forest,Forest,Water,Water,Water,Wetland
1850,Forest,Forest,Water,Water,Water,Bareland
1851,Forest,Forest,Water,Water,Water,Built-up
1852,Forest,Forest,Water,Water,Water,Water
1853,Forest,Forest,Water,Water,Water,Forest
1854,Forest,Forest,Forest,NULL,Non_Wetland,NULL
1855,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
1856,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
1857,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
1858,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
1859,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
1860,Forest,Forest,Forest,NULL,Non_Wetland,Water
1861,Forest,Forest,Forest,NULL,Non_Wetland,Forest
1862,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
1863,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
1864,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
1865,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
1866,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
1867,Forest,Forest,Forest,Water,Non_Wetland,Grassland
1868,Forest,Forest,Forest,Water,Non_Wetland,Wetland
1869,Forest,Forest,Forest,Water,Non_Wetland,Water
1870,Forest,Forest,Forest,Water,Non_Wetland,Forest
