Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKF_M_R
334,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
335,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
336,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
337,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
338,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
339,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
340,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
341,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
342,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
343,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
344,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
346,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
355,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
356,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
357,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
359,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
360,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
362,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
363,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
368,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
369,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
372,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
374,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
375,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
376,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
377,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
378,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
379,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
380,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
381,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
382,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
383,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
384,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
385,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
386,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
390,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
391,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
392,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
394,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
395,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
398,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
400,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
401,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
403,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
405,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
406,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
407,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
408,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
409,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
410,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
411,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
412,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
416,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
417,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
421,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
423,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
424,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
425,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
428,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
429,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
430,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
431,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
433,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
434,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
435,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
436,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
438,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
439,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
440,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
441,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
442,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
443,NULL,Water,Water,NULL,Water,NULL,NULL,Built-up
444,NULL,Water,Water,NULL,Water,NULL,NULL,Water
445,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
446,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
447,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
448,NULL,Water,Water,Water,Water,NULL,NULL,Water
449,NULL,Water,Water,Water,Water,NULL,NULL,Forest
450,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
454,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
455,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
456,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
457,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
458,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
459,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
460,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
461,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
462,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
466,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
469,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
470,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
472,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
475,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
476,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
478,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
479,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
480,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
481,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
482,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
484,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
485,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
487,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
489,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
490,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
491,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
492,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
494,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
496,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
499,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
500,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
501,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
502,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
504,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
505,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
506,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
510,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
511,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
512,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
514,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
515,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
516,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
519,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
520,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
521,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
522,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
533,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
534,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
535,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
536,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
537,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
540,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
542,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
544,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
545,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
546,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
547,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
548,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
550,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
551,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
552,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
553,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
554,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
555,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
556,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
557,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
558,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
560,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
562,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
564,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
565,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
566,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
567,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
568,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
569,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
570,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
571,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
572,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
573,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
574,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
575,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
577,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
578,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
579,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
580,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
582,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
583,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
584,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
585,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
586,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
587,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
588,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
589,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
590,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
591,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
592,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
593,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
594,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
595,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
596,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
597,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
598,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
599,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
600,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
601,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
602,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
603,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
604,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
605,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
606,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
607,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
608,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
609,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
610,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
611,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
613,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
614,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
616,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
617,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
618,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
620,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
622,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
623,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
624,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
626,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
627,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
628,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
629,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
631,Grassland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
632,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
633,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
634,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
635,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
637,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
638,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
640,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
641,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
642,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
643,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
645,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
646,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
648,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
649,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
650,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
651,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
656,Grassland,Water,Water,Water,Water,NULL,NULL,Water
657,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
659,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
660,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
661,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
662,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
664,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
665,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
668,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
669,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
670,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
672,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
674,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
676,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
