Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQP_M_R
430,NULL,Built-up,Forest,Non_Water,Non_Wetland,Cropland
431,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland
432,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up
433,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest
434,NULL,Built-up,Forest,Water,Non_Wetland,Grassland
435,NULL,Built-up,Forest,Water,Non_Wetland,Cropland
436,NULL,Built-up,Forest,Water,Non_Wetland,Bareland
437,NULL,Built-up,Forest,Water,Non_Wetland,Built-up
438,NULL,Built-up,Forest,Water,Non_Wetland,Water
439,NULL,Built-up,Forest,Water,Non_Wetland,Forest
440,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
441,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
442,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
443,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
444,NULL,Water,Shrubland,NULL,Non_Wetland,Water
445,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
446,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
447,NULL,Water,Shrubland,Non_Water,Non_Wetland,Cropland
448,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
449,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
450,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
451,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
452,NULL,Water,Shrubland,Water,Non_Wetland,Built-up
453,NULL,Water,Shrubland,Water,Non_Wetland,Water
454,NULL,Water,Shrubland,Water,Non_Wetland,Forest
455,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
456,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
457,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
458,NULL,Water,Grassland,NULL,Non_Wetland,Forest
459,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
460,NULL,Water,Grassland,Water,Non_Wetland,Grassland
461,NULL,Water,Grassland,Water,Non_Wetland,Forest
462,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
463,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
464,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
465,NULL,Water,Cropland,NULL,Non_Wetland,Built-up
466,NULL,Water,Cropland,NULL,Non_Wetland,Water
467,NULL,Water,Cropland,NULL,Non_Wetland,Forest
468,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
469,NULL,Water,Cropland,Non_Water,Non_Wetland,Cropland
470,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
471,NULL,Water,Cropland,Non_Water,Non_Wetland,Built-up
472,NULL,Water,Cropland,Non_Water,Non_Wetland,Forest
473,NULL,Water,Cropland,Water,Non_Wetland,Grassland
474,NULL,Water,Cropland,Water,Non_Wetland,Bareland
475,NULL,Water,Cropland,Water,Non_Wetland,Built-up
476,NULL,Water,Cropland,Water,Non_Wetland,Forest
477,NULL,Water,Wetland,NULL,Wetland,Grassland
478,NULL,Water,Wetland,Non_Water,Wetland,Water
479,NULL,Water,Wetland,Non_Water,Wetland,Forest
480,NULL,Water,Wetland,Water,Wetland,Bareland
481,NULL,Water,Wetland,Water,Wetland,Water
482,NULL,Water,Wetland,Water,Wetland,Forest
483,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
484,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
485,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
486,NULL,Water,Bareland,NULL,Non_Wetland,Water
487,NULL,Water,Bareland,NULL,Non_Wetland,Forest
488,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
489,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
490,NULL,Water,Bareland,Non_Water,Non_Wetland,Built-up
491,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
492,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
493,NULL,Water,Bareland,Water,Non_Wetland,Grassland
494,NULL,Water,Bareland,Water,Non_Wetland,Bareland
495,NULL,Water,Bareland,Water,Non_Wetland,Water
496,NULL,Water,Bareland,Water,Non_Wetland,Forest
497,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
498,NULL,Water,Built-up,NULL,Non_Wetland,Built-up
499,NULL,Water,Built-up,NULL,Non_Wetland,Forest
500,NULL,Water,Built-up,Water,Non_Wetland,Bareland
501,NULL,Water,Water,NULL,Water,Grassland
502,NULL,Water,Water,NULL,Water,Built-up
503,NULL,Water,Water,NULL,Water,Water
504,NULL,Water,Water,NULL,Water,Forest
505,NULL,Water,Water,Non_Water,Water,Grassland
506,NULL,Water,Water,Non_Water,Water,Bareland
507,NULL,Water,Water,Non_Water,Water,Water
508,NULL,Water,Water,Non_Water,Water,Forest
509,NULL,Water,Water,Water,Water,Grassland
510,NULL,Water,Water,Water,Water,Bareland
511,NULL,Water,Water,Water,Water,Water
512,NULL,Water,Water,Water,Water,Forest
513,NULL,Water,Forest,NULL,Non_Wetland,Grassland
514,NULL,Water,Forest,NULL,Non_Wetland,Cropland
515,NULL,Water,Forest,NULL,Non_Wetland,Bareland
516,NULL,Water,Forest,NULL,Non_Wetland,Built-up
517,NULL,Water,Forest,NULL,Non_Wetland,Water
518,NULL,Water,Forest,NULL,Non_Wetland,Forest
519,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
520,NULL,Water,Forest,Non_Water,Non_Wetland,Cropland
521,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland
522,NULL,Water,Forest,Non_Water,Non_Wetland,Water
523,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
524,NULL,Water,Forest,Water,Non_Wetland,Grassland
525,NULL,Water,Forest,Water,Non_Wetland,Water
526,NULL,Water,Forest,Water,Non_Wetland,Forest
527,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
528,NULL,Forest,NULL,NULL,Non_Wetland,Forest
529,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
530,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
531,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
532,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
533,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
534,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
535,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
536,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
537,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
538,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
539,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
540,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
541,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
542,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
543,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
544,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
545,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
546,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
547,NULL,Forest,Grassland,Water,Non_Wetland,Forest
548,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
549,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
550,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
551,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
552,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
553,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
554,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
555,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
556,NULL,Forest,Cropland,Non_Water,Non_Wetland,Built-up
557,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
558,NULL,Forest,Cropland,Water,Non_Wetland,Forest
559,NULL,Forest,Wetland,NULL,Wetland,Forest
560,NULL,Forest,Wetland,Non_Water,Wetland,Forest
561,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
562,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
563,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
564,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
565,NULL,Forest,Bareland,Non_Water,Non_Wetland,Cropland
566,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
567,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
568,NULL,Forest,Bareland,Water,Non_Wetland,Water
569,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
570,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
571,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
572,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
573,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
574,NULL,Forest,Water,NULL,Water,Forest
575,NULL,Forest,Water,Non_Water,Water,Grassland
576,NULL,Forest,Water,Non_Water,Water,Bareland
577,NULL,Forest,Water,Water,Water,Grassland
578,NULL,Forest,Water,Water,Water,Bareland
579,NULL,Forest,Forest,NULL,Non_Wetland,NULL
580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
581,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
582,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
583,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
584,NULL,Forest,Forest,NULL,Non_Wetland,Forest
585,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
586,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
587,NULL,Forest,Forest,Water,Non_Wetland,Forest
588,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
589,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
596,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
597,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
598,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland
599,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
600,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland
601,Grassland,NULL,Shrubland,Water,Non_Wetland,Forest
602,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
603,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
604,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
605,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
606,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
607,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
608,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
609,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland
610,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
611,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
612,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
613,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
614,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
615,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
616,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
617,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
618,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest
619,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
620,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
621,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland
622,Grassland,NULL,Cropland,Water,Non_Wetland,Forest
623,Grassland,NULL,Wetland,NULL,Wetland,Grassland
624,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland
625,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
626,Grassland,NULL,Wetland,Water,Wetland,Bareland
627,Grassland,NULL,Wetland,Water,Wetland,Water
628,Grassland,NULL,Wetland,Water,Wetland,Forest
629,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
630,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
631,Grassland,NULL,Bareland,NULL,Non_Wetland,Built-up
632,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
633,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
634,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
635,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water
636,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Forest
637,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland
638,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
639,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland
640,Grassland,NULL,Bareland,Water,Non_Wetland,Water
641,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
642,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
643,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
644,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
645,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
646,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
647,Grassland,NULL,Built-up,Water,Non_Wetland,Water
648,Grassland,NULL,Water,Non_Water,Water,Forest
649,Grassland,NULL,Water,Water,Water,Cropland
650,Grassland,NULL,Water,Water,Water,Water
651,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
652,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
653,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
654,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
655,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
656,Grassland,NULL,Forest,NULL,Non_Wetland,Water
657,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
658,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
659,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
660,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
661,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
662,Grassland,NULL,Forest,Water,Non_Wetland,Bareland
663,Grassland,NULL,Forest,Water,Non_Wetland,Water
664,Grassland,NULL,Forest,Water,Non_Wetland,Forest
665,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
666,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
667,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
668,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
669,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
670,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
671,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
672,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
673,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
674,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
675,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
676,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
677,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
678,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
679,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
680,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
681,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
682,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
683,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
688,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
689,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
690,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water
691,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
692,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
693,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
694,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
695,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
696,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
697,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
698,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
699,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
700,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
701,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
702,Grassland,Cropland,Water,Non_Water,Water,Forest
703,Grassland,Cropland,Water,Water,Water,Bareland
704,Grassland,Cropland,Water,Water,Water,Water
705,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
706,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
707,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
708,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
709,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
710,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
711,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
712,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
713,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
714,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
715,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Forest
716,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
717,Grassland,Bareland,Grassland,NULL,Non_Wetland,Built-up
718,Grassland,Bareland,Grassland,NULL,Non_Wetland,Forest
719,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland
720,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland
721,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
722,Grassland,Bareland,Bareland,Water,Non_Wetland,Water
723,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland
724,Grassland,Bareland,Forest,NULL,Non_Wetland,Forest
725,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
726,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
727,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
728,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
729,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
730,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
731,Grassland,Built-up,Shrubland,Water,Non_Wetland,Forest
732,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
733,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
734,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
735,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up
736,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
737,Grassland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
738,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
739,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
740,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
741,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
742,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
743,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
744,Grassland,Built-up,Bareland,NULL,Non_Wetland,Built-up
745,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
746,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
747,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up
748,Grassland,Built-up,Built-up,NULL,Non_Wetland,Forest
749,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
750,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
751,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
752,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
753,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
754,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
755,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
756,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
757,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland
758,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland
759,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
760,Grassland,Water,Grassland,Water,Non_Wetland,Grassland
761,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
762,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
763,Grassland,Water,Wetland,Non_Water,Wetland,Bareland
764,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
765,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
766,Grassland,Water,Forest,NULL,Non_Wetland,Forest
767,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
768,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
769,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
770,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
771,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
772,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
773,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
774,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
775,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland
776,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
777,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
778,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
779,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
780,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
781,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
782,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
783,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland
784,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up
785,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
786,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
787,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
788,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
789,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
790,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
791,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
792,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up
793,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
794,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
795,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
796,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
797,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
798,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
799,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
800,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
801,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
802,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
803,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
804,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
805,Grassland,Forest,Built-up,NULL,Non_Wetland,Built-up
806,Grassland,Forest,Built-up,NULL,Non_Wetland,Forest
807,Grassland,Forest,Water,Water,Water,Forest
808,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
809,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
810,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
811,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland
812,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
813,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
814,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
815,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
816,Grassland,Forest,Forest,Water,Non_Wetland,Forest
817,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
818,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
819,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
820,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
821,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
822,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
823,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
824,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
825,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
826,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
827,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
828,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
829,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
830,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
831,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
832,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
833,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
834,Cropland,NULL,Shrubland,Water,Non_Wetland,Built-up
835,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
836,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
837,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
838,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
839,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
840,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
841,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
842,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
843,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
844,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
845,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
846,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
847,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
848,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
849,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
850,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
851,Cropland,NULL,Grassland,Water,Non_Wetland,Water
852,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
853,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
854,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
