Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCJ_M_R
341,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
342,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
343,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
344,Cropland,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
345,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
346,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
347,Cropland,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
348,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
349,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
351,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
352,Cropland,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Bareland
353,Cropland,Water,Grassland,Water,Non_Wetland,Water,Water,Water
354,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
355,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Water
356,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
357,Cropland,Water,Wetland,Water,Wetland,NULL,Water,Water
358,Cropland,Water,Wetland,Water,Wetland,Bareland,Forest,Water
359,Cropland,Water,Wetland,Water,Wetland,Water,Water,Grassland
360,Cropland,Water,Wetland,Water,Wetland,Water,Water,Water
361,Cropland,Water,Wetland,Water,Wetland,Water,Forest,Water
362,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
363,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
364,Cropland,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
365,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
366,Cropland,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
367,Cropland,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
368,Cropland,Water,Water,NULL,Water,Water,Water,Water
369,Cropland,Water,Water,Water,Water,NULL,NULL,Water
370,Cropland,Water,Water,Water,Water,Grassland,Forest,Water
371,Cropland,Water,Water,Water,Water,Bareland,Water,Water
372,Cropland,Water,Water,Water,Water,Water,NULL,Water
373,Cropland,Water,Water,Water,Water,Water,Grassland,Grassland
374,Cropland,Water,Water,Water,Water,Water,Water,Water
375,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
376,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
377,Cropland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
378,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
379,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
380,Cropland,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
381,Cropland,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
382,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
384,Cropland,Water,Forest,Water,Non_Wetland,Water,Forest,Water
385,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
387,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
388,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
389,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
390,Cropland,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
391,Cropland,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
392,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
394,Cropland,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
395,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
396,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
397,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
398,Cropland,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
399,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
401,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Water
402,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
403,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
404,Cropland,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
405,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
406,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
407,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Bareland
408,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
409,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
410,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
411,Cropland,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
412,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
413,Cropland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
414,Cropland,Forest,Wetland,Water,Wetland,Water,Water,Bareland
415,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Water,Grassland,Bareland
416,Cropland,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
417,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
419,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
421,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
422,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
423,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
424,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
425,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
426,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
427,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
428,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
429,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
430,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
431,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
432,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
433,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
434,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
435,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
436,Cropland,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
437,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
438,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
439,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
440,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
441,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Bareland
442,Bareland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
443,Bareland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
444,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
445,Bareland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
446,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
447,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
448,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
449,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
450,Bareland,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
451,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
452,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
453,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
454,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
455,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
456,Bareland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
457,Bareland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
458,Bareland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
459,Bareland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
460,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Bareland
461,Bareland,NULL,Wetland,Water,Wetland,Water,Water,Water
462,Bareland,NULL,Wetland,Water,Wetland,Water,Forest,Water
463,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
464,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Water
465,Bareland,NULL,Water,Water,Water,Bareland,NULL,Grassland
466,Bareland,NULL,Water,Water,Water,Water,Wetland,Water
467,Bareland,NULL,Water,Water,Water,Water,Water,Water
468,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
469,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
470,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
471,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
472,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
473,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
474,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
475,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
476,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
477,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
478,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
479,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
480,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
481,Bareland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
482,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
483,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
484,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
485,Bareland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
486,Bareland,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
487,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
488,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
489,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Water,Water
490,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
491,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
492,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
493,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Water
494,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
495,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Grassland
496,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Water
497,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Forest
498,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
499,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
500,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
501,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
502,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
503,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
504,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Bareland
505,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
506,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
507,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Water,Water
508,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Grassland
509,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Water,Forest,Water
510,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
511,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
512,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Grassland
513,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
514,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
515,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
516,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Bareland
517,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Grassland,Water
518,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
519,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Bareland
520,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Wetland,Water
521,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Bareland
522,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Water
523,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Water,Forest
524,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Grassland
525,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
526,Bareland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Forest
527,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
529,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
530,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
531,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
532,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
533,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
534,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
535,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
536,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
537,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
538,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Water
539,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water,Forest,Water
540,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
541,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
542,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
543,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
544,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
545,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
546,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
547,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
548,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
549,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
550,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
551,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
552,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
553,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
554,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
555,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
556,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
557,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
558,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
559,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
560,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
561,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
562,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
563,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
564,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
565,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
566,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
567,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
568,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
569,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
570,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
571,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
572,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
573,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Wetland,Water
574,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
575,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
576,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
577,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Forest
578,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
579,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water,Forest,Water
580,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
581,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Water,Water
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
584,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Bareland
585,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
586,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Bareland
587,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
588,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Water
589,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water,Forest,Forest
590,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Water
591,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
592,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
593,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
594,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
595,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
596,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Water
597,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
598,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
599,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Bareland
600,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
601,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
602,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
603,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Water,Water
604,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
605,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
606,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
607,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
608,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
609,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
610,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Water,Water
611,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
612,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland,Forest,Water
613,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Bareland
614,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Grassland,Water
615,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
616,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Bareland
617,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Wetland,Water
618,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Bareland
619,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Water
620,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Water,Forest
621,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Bareland
622,Bareland,Bareland,Grassland,Water,Non_Wetland,Water,Forest,Water
623,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
624,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
625,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
626,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland,Water,Water
627,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
628,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
629,Bareland,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Water
630,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,Water
631,Bareland,Bareland,Wetland,NULL,Wetland,Water,Forest,Bareland
632,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
633,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
634,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
635,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
636,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
637,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
638,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Grassland
639,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Bareland
640,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
641,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
642,Bareland,Bareland,Wetland,Non_Water,Wetland,Water,Forest,Bareland
643,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
644,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Water
645,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
646,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
647,Bareland,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
648,Bareland,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
649,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
650,Bareland,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
651,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
652,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
653,Bareland,Bareland,Wetland,Water,Wetland,Water,Water,Water
654,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Grassland
655,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Bareland
656,Bareland,Bareland,Wetland,Water,Wetland,Water,Forest,Water
657,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Water
658,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
659,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Forest,Water
661,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
663,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
666,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
667,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
668,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
669,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
