Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MMB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MMB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MMB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MMB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MMB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MMB_M_R
335,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
336,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
337,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
338,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
339,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
340,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
341,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
342,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
343,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
344,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
345,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
346,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Forest
347,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
348,NULL,Built-up,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
349,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
350,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Wetland,Grassland
351,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
352,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
353,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Water
354,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Forest
355,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
356,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
357,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
359,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
360,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
361,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
362,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
363,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
364,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
366,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
367,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
368,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Forest
369,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Grassland
370,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
371,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
372,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
373,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
374,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
375,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
376,NULL,Water,Wetland,NULL,Wetland,Built-up,Water,Forest
377,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
378,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
379,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
380,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
381,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
382,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
383,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
384,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
385,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
386,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
387,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
388,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
389,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
390,NULL,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
391,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
392,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
393,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
394,NULL,Water,Water,Water,Water,Wetland,Water,Wetland
395,NULL,Water,Water,Water,Water,Wetland,Water,Water
396,NULL,Water,Water,Water,Water,Built-up,Water,Grassland
397,NULL,Water,Water,Water,Water,Water,Water,Grassland
398,NULL,Water,Water,Water,Water,Water,Water,Wetland
399,NULL,Water,Water,Water,Water,Water,Water,Water
400,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
401,NULL,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
402,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
403,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
404,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
405,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
406,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
407,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
408,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
409,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
412,NULL,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,Forest,NULL,Water,Non_Wetland,Built-up,Water,Grassland
414,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
415,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
416,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
417,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
418,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
419,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
420,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
421,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Grassland
422,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Built-up,Water,Forest
423,NULL,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
424,NULL,Forest,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
425,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
426,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
427,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
428,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
429,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
430,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
431,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
432,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
433,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
434,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
435,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
436,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
437,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
438,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
439,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
440,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
441,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
442,NULL,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
443,NULL,Forest,Wetland,Water,Wetland,Built-up,Water,Grassland
444,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
445,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
446,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
447,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
449,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
450,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
451,NULL,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
452,NULL,Forest,Built-up,Water,Non_Wetland,Built-up,Water,Forest
453,NULL,Forest,Water,Water,Water,Wetland,Wetland,Wetland
454,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
455,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
456,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
457,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
458,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
459,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
460,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
461,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
462,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
463,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
465,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
466,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
467,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
468,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Forest,Forest,Water,Non_Wetland,Built-up,Wetland,Grassland
470,NULL,Forest,Forest,Water,Non_Wetland,Built-up,Water,Forest
471,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
472,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
473,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
474,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
475,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
476,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
477,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
478,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
479,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
480,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
481,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
482,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
483,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
484,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
485,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
486,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
487,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
488,Grassland,NULL,NULL,Water,Non_Wetland,Built-up,Wetland,Grassland
489,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
490,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
491,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
492,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
500,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
501,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
502,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
503,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
504,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
505,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
506,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
507,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
508,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
509,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
510,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
511,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
512,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
513,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
514,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
515,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
516,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
517,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
518,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
519,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
520,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
521,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
522,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
523,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
524,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
525,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
526,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
527,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
528,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
529,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
530,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
531,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
532,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
533,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
534,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
535,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
536,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
537,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
538,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
539,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
540,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
541,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
542,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
543,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
544,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
545,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
546,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
547,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
548,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
549,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
550,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
551,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
552,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
553,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
554,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
555,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
556,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
557,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
558,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
559,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
560,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
561,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
562,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
563,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
564,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
565,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
566,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
567,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
568,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
569,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
570,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
571,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
572,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
573,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
574,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
575,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
576,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
577,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
578,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
579,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
580,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
581,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
582,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
583,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
584,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
585,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
586,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
587,Grassland,NULL,Water,NULL,Water,Water,Wetland,Grassland
588,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
589,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
590,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
591,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
592,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
593,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
594,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
595,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
596,Grassland,NULL,Water,Water,Water,Water,Water,Water
597,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
598,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
601,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
602,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
603,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
604,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
605,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
606,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
607,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
608,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
609,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
610,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
611,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
612,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
613,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
614,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
615,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
616,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
617,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
618,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
619,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
620,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
621,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
622,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
623,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
624,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
625,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
626,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
627,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
628,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
629,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
630,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
631,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
632,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
633,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
634,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
635,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
636,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
637,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
638,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
639,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
640,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
641,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
642,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
643,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
644,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
645,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
646,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
647,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
648,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
649,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
650,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
651,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
652,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
653,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
654,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
655,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
656,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
657,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
658,Grassland,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
659,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
660,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
661,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
662,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
663,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
664,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
665,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
666,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
667,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
668,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
669,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
670,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
671,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
672,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
673,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
674,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
675,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
676,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
677,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
678,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
679,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
