Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MCE_M_R
1070,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1071,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1072,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1073,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1074,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1075,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1076,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1077,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1078,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1079,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1080,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1081,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1082,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
1083,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1084,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1085,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1086,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1087,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1088,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1089,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1090,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1091,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1092,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1093,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1094,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1095,Grassland,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
1096,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1097,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1098,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1099,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1100,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Water,NULL
1101,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1102,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1103,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1104,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1105,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1106,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1107,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1108,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1109,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
1110,Grassland,Forest,Wetland,NULL,Wetland,Built-up,Bareland,NULL
1111,Grassland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1112,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1113,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1114,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1115,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1116,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1117,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1118,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
1119,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,NULL
1120,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1121,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1122,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1123,Grassland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1124,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1125,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1126,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1127,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1128,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1129,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1130,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1131,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1132,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1133,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1134,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1135,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1136,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1137,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1138,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1139,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1140,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1141,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1142,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1143,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1144,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1145,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1146,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1147,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1148,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1149,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1150,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1151,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1152,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1153,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1154,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1155,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1156,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1157,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1158,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1159,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1160,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1161,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1162,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1163,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1164,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1165,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1166,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1167,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1168,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1169,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1170,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1171,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1172,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1173,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1174,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1175,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
1176,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1177,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1178,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1179,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1180,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1181,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Water,NULL
1182,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1183,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1184,Cropland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
1185,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1186,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1187,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1188,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
1189,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1190,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1191,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
1192,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1193,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
1194,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1195,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1196,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Grassland,NULL
1197,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Water,NULL
1198,Cropland,NULL,Wetland,NULL,Wetland,Built-up,Forest,NULL
1199,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
1200,Cropland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1201,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1202,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1203,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1204,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
1205,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1206,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,NULL
1207,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1208,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1209,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1210,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1211,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
1212,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1213,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
1214,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1215,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1216,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1217,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1218,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1219,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1220,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1221,Cropland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
1222,Cropland,NULL,Water,NULL,Water,Water,Forest,NULL
1223,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1224,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1225,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1226,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1227,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1228,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1229,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1230,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1231,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1232,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1233,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1234,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1235,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1236,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1237,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1238,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1239,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1240,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1241,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1242,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1243,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1244,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1245,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1246,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1247,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1248,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1249,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
1250,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1251,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1252,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1253,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1254,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1255,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,NULL
1256,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1257,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1258,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1259,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Water,NULL
1260,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1261,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Water,NULL
1262,Cropland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1263,Cropland,Cropland,Wetland,NULL,Wetland,Water,Water,NULL
1264,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1265,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1266,Cropland,Cropland,Water,NULL,Water,Water,Water,NULL
1267,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1268,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1269,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1270,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1271,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1272,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1273,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1274,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1275,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1276,Cropland,Wetland,Wetland,NULL,Wetland,Grassland,Water,NULL
1277,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1278,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1279,Cropland,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
1280,Cropland,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1281,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
1282,Cropland,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
1283,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1284,Cropland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,NULL
1285,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1286,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1287,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1288,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1289,Cropland,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1290,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1291,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1292,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1293,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1294,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1295,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1296,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1297,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,NULL
1298,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1299,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1300,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1301,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1302,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1303,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
1304,Cropland,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1305,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1306,Cropland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
1307,Cropland,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
1308,Cropland,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1309,Cropland,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
1310,Cropland,Water,Water,NULL,Water,Water,Wetland,NULL
1311,Cropland,Water,Water,NULL,Water,Water,Water,NULL
1312,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1313,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1314,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1315,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1316,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1317,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1318,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
1319,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1320,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1321,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1322,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1323,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1324,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1325,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1326,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1327,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1328,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1329,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1330,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1331,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1332,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1333,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1334,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1335,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1336,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1337,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
1338,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
1339,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1340,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
1341,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
1342,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
1343,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1344,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
1345,Cropland,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1346,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1347,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1348,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1349,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
1350,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
1351,Cropland,Forest,Wetland,NULL,Wetland,Water,Wetland,NULL
1352,Cropland,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1353,Cropland,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1354,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
1355,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1356,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
1357,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
1358,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1359,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
1360,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1361,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1362,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1363,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1364,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1365,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1366,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1367,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1368,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1369,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1370,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1371,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1372,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1373,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1374,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1375,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1376,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
1377,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1378,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1379,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1380,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1381,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1382,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1383,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1384,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1385,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1386,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
1387,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
1388,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
1389,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1390,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1391,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1392,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1393,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1394,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1395,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1396,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1397,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
