Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZK_M_R
1383,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1384,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1385,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1386,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1387,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1388,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1389,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1390,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1391,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1392,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1393,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1394,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1395,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1396,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1397,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1398,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1399,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1400,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1401,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
1402,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1403,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1404,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1405,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1406,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1407,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1408,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1409,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1410,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
1411,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1412,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1413,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1414,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1415,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1416,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1417,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1418,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1419,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1420,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1421,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1422,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1423,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1425,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1426,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1427,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1429,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1430,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1431,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1432,Water,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1433,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1434,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1435,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1436,Water,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1437,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1438,Water,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1439,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1440,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1441,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1442,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1443,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1444,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1445,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1446,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1447,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1448,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1449,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1450,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1451,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1452,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1453,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1454,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1455,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1456,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1457,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1458,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1459,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1460,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1461,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1462,Water,Bareland,Water,Water,Water,NULL,NULL,Forest
1463,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1464,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1465,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1466,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1467,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1468,Water,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1469,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1470,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1471,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1472,Water,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1473,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1474,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1475,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1477,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1478,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1479,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1480,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1481,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1482,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1483,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1484,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1485,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1486,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1487,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1488,Water,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1489,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1490,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1491,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1492,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1494,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1495,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1496,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1497,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1498,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1499,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1500,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1501,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1502,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1503,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1504,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1505,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1506,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1507,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1509,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1511,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1512,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1513,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1514,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1515,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1516,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1517,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1518,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1519,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1520,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1521,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1522,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1523,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1524,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1525,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1526,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1527,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1528,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1529,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1530,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1531,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1532,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1533,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1534,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1535,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1536,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1537,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1538,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1539,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1540,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1541,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1542,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1543,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1544,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1545,Water,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
1546,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1547,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1548,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1549,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1550,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Built-up
1551,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1552,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1553,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1554,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1555,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1556,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1557,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1558,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1559,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1560,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1561,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1562,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1563,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1564,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1565,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1566,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1567,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1568,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1569,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1570,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1571,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1573,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1574,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1575,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1576,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1577,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1578,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1579,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1580,Water,Water,Water,NULL,Water,NULL,NULL,Water
1581,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1582,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1583,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1584,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1585,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1586,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1587,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1588,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1589,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1590,Water,Water,Water,Water,Water,NULL,NULL,Water
1591,Water,Water,Water,Water,Water,NULL,NULL,Forest
1592,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1593,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1595,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1596,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1597,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1598,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1600,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1602,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1603,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1604,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1605,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1606,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1607,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1608,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1610,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1611,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1612,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1613,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1614,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1616,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1617,Water,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1618,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1619,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1620,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1621,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1622,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1623,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1624,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1625,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1626,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1627,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1628,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1629,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1630,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1631,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1632,Water,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1633,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1634,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
1635,Water,Forest,Water,Water,Water,NULL,NULL,Water
1636,Water,Forest,Water,Water,Water,NULL,NULL,Forest
1637,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1638,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1639,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1640,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1641,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1642,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1646,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1647,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1648,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1649,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1650,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1651,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1652,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1653,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1654,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1655,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1656,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1657,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1658,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1659,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1660,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1661,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1662,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1663,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1664,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1665,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1666,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1667,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1668,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1669,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1670,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1671,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1672,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1673,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1674,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1675,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1676,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1677,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1678,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1680,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1681,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1682,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1683,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1684,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1685,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1686,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1687,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1688,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1689,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1690,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1691,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1692,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1693,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1694,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1695,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1696,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1697,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1698,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1699,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1700,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1701,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1702,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1703,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1704,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1705,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1706,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1707,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1708,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1709,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1710,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1711,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1712,Forest,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1713,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1714,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1715,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1716,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1717,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1718,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1719,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1720,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1721,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1722,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1723,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1724,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1726,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1727,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1728,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1729,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1730,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1731,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1732,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1733,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1734,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1735,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1736,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1737,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1738,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1739,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1740,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1741,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
