Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYU_M_R
8246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8249,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
8254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8261,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8262,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8263,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
8264,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8265,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8266,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
8267,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
8268,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
8269,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
8270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8273,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8274,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8275,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
8276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8278,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8279,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8280,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8281,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
8282,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8283,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8284,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
8285,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
8286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
8287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
8288,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
8289,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
8290,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
8291,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8292,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
8293,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
8294,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
8295,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8296,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8297,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
8298,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8299,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
8300,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8301,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
8302,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
8303,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
8304,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
8305,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
8306,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
8307,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
8308,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8309,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
8310,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
8311,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8312,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
8313,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8314,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
8315,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
8316,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
8317,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
8318,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
8319,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
8320,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
8321,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Water
8322,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8323,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
8324,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8325,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
8326,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
8327,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
8328,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
8329,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8330,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8331,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
8332,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8333,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
8334,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8335,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8336,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
8337,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
8338,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8339,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
8340,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
8341,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
8342,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
8343,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
8344,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
8345,Cropland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8346,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
8347,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
8348,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
8349,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
8350,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
8351,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
8352,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
8353,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
8354,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
8355,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
8356,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
8357,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
8358,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8359,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
8360,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
8361,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
8362,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8363,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
8364,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
8365,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
8366,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
8367,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8368,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8369,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
8370,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8371,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8372,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8373,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8374,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8375,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8376,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8377,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8378,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
8379,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
8380,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8381,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8382,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8383,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8384,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
8385,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
8386,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
8387,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
8388,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
8389,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
8390,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
8391,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8392,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8393,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
8394,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8395,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8396,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
8397,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
8398,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
8399,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
8400,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
8401,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8402,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8403,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
8404,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8405,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
8406,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
8407,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
8408,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8409,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8410,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8411,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8412,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
8413,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
8414,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8415,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
8416,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8417,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
8418,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
8419,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
8420,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
8421,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8422,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
8423,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8424,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
8425,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
8426,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8427,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
8428,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
8429,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8430,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
8431,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8432,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8433,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8434,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8435,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
8436,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
8437,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
8438,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
8439,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
8440,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
8441,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8442,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
8443,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
8444,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
8445,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
8446,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
8447,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8448,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
8449,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
8450,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
8451,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
8452,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
8453,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8454,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8455,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8456,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
8457,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8458,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
8459,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8460,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8461,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8462,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
8463,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
8464,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
8465,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
8466,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
8467,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8468,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
8469,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
8470,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Water
8471,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
8472,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
8473,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
8474,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
8475,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
8476,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
8477,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
8478,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8479,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8480,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8481,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
8482,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
8483,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8484,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8485,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8486,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8487,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
8488,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
8489,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
8490,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8491,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8492,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8493,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8494,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
8495,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
8496,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
8497,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8498,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
8499,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8500,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8501,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
8502,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
8503,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
8504,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8505,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
8506,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
8507,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
8508,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8509,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
8510,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8511,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8512,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
8513,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
8514,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8515,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
8516,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8517,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
8518,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
8519,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8520,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8521,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
8522,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
8523,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
8524,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
8525,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
8526,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
8527,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
8528,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8529,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
8530,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
8531,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8532,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8533,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
8534,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
8535,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
8536,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8537,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
8538,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
8539,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8540,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
8541,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8542,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
8543,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
8544,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8545,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8546,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
8547,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
8548,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8549,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8550,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8551,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8552,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
8553,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
8554,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
8555,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
8556,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
8557,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
