Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MCQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MCQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MCQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MCQ_M_R
1474,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Forest
1475,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Grassland
1476,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
1477,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1478,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1479,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Forest
1480,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1481,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1482,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1483,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1484,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1485,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1486,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1487,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1488,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1489,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1490,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1491,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1492,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1493,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1494,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1495,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1496,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1497,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1498,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1499,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1500,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1501,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1502,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1503,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1504,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1505,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1506,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1507,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1508,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1509,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1510,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1511,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1512,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1513,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1514,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1515,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1516,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1517,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1518,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1519,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1520,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
1521,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1522,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1523,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
1524,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1525,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1526,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1527,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1528,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1529,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1530,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1531,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1532,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1533,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1534,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1535,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1536,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1537,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1538,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1539,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
1540,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1541,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
1542,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1543,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1544,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1545,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
1546,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1547,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1548,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1549,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Water
1550,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1551,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1552,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1553,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1554,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
1555,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
1556,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1557,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1558,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
1559,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1560,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
1561,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1562,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1563,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1564,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1565,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1566,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1567,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Water
1568,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1569,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1570,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1571,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1572,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1573,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1574,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1575,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1576,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1577,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1578,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1579,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
1580,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1581,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
1582,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1583,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1584,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1585,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1586,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Water
1587,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1588,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1589,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Water
1590,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1591,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
1592,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
1593,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
1594,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1595,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Water
1596,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1597,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1598,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Water
1599,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1600,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Forest
1601,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
1602,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
1603,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1604,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1605,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Water
1606,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1607,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
1608,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1609,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Forest,Forest
1610,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1611,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1612,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Water
1613,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Water,Forest
1614,Forest,Forest,Built-up,Water,Non_Wetland,Wetland,Forest,Forest
1615,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1616,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
1617,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Wetland,Forest
1618,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1619,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Water
1620,Forest,Forest,Built-up,Water,Non_Wetland,Bareland,Water,Forest
1621,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
1622,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Grassland
1623,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1624,Forest,Forest,Built-up,Water,Non_Wetland,Forest,Wetland,Forest
1625,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
1626,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1627,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1628,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1629,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1630,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1631,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1632,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1633,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1634,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1635,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1636,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1637,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1638,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1639,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
1640,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Water
1641,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1642,Forest,Forest,Water,NULL,Water,Bareland,Water,Grassland
1643,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
1644,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
1645,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1646,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1647,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1648,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1649,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1650,Forest,Forest,Water,NULL,Water,Water,Water,Water
1651,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1652,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1653,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1654,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1655,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1656,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1657,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1658,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1659,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1660,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Grassland
1661,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1662,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1663,Forest,Forest,Water,Non_Water,Water,NULL,Water,Grassland
1664,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1665,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1666,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1667,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1668,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1669,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1670,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1671,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1672,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1673,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1674,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1675,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1676,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1677,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1678,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1679,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1680,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1681,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1682,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1683,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1684,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1685,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1686,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1687,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1688,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1689,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1690,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1691,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1692,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1693,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1694,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
1695,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1696,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1697,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1698,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1699,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1700,Forest,Forest,Water,Water,Water,NULL,Water,Water
1701,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1702,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1703,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1704,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1705,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1706,Forest,Forest,Water,Water,Water,Grassland,Water,Grassland
1707,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1708,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1709,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1710,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1711,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1712,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1713,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1714,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1715,Forest,Forest,Water,Water,Water,Bareland,Wetland,Grassland
1716,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1717,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1718,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1719,Forest,Forest,Water,Water,Water,Bareland,Water,Bareland
1720,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1721,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1722,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
1723,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
1724,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1725,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1726,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1727,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1728,Forest,Forest,Water,Water,Water,Water,Water,Water
1729,Forest,Forest,Water,Water,Water,Water,Water,Forest
1730,Forest,Forest,Water,Water,Water,Water,Forest,Water
1731,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1732,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1733,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1734,Forest,Forest,Water,Water,Water,Forest,Water,Water
1735,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1736,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1737,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1738,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1739,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1740,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1741,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1742,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1743,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1744,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1745,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1746,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1747,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1748,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1749,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1750,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1751,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1752,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1753,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1754,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1755,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1756,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1757,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1758,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1759,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1760,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1761,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1762,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1763,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1764,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1765,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1766,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1767,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
1768,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1769,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1770,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1771,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1772,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1773,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1774,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1775,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Grassland
1776,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1777,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1778,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1779,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1780,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1781,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1782,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1783,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1784,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1785,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1786,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1787,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1788,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1789,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1790,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1791,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1792,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1793,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1794,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1795,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1796,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1797,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1798,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1799,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1800,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1801,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1802,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1803,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1804,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1805,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1806,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1807,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1808,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1809,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1810,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1811,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1812,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1813,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1814,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1815,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1816,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1817,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1818,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1819,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1820,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1821,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1822,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1823,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
1824,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1825,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1826,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1827,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1828,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1829,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1830,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
