Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDD_M_R
1069,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1071,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1073,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1074,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1076,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1077,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1078,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1079,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1080,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1081,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1082,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1083,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1084,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1085,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1086,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1088,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1092,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1093,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1094,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1095,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1096,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1097,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1098,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1099,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1100,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1101,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1102,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1103,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1104,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1105,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1106,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1107,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1108,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1109,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1110,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1114,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1115,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1117,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1118,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1119,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1120,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1121,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1122,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1123,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1124,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1125,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1126,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Wetland
1127,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
1128,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1129,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1130,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1131,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1133,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1135,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1137,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1138,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1139,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1141,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1142,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1143,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1144,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1146,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1147,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1148,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1149,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1150,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1151,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1152,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1153,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1154,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1155,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1158,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1159,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1160,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1161,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1163,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1164,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1165,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1166,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1168,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1169,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1170,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1171,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1172,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1173,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1175,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1176,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1177,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1178,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1179,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1180,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1182,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1183,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1184,Cropland,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1185,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1187,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1188,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1189,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1190,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1192,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1193,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1194,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1196,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1197,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1198,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1199,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1200,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1201,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1202,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1203,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1204,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1205,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1206,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1208,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1209,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1210,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1211,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1213,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1214,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1215,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1217,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1219,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1220,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1222,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1223,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1224,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1226,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1227,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1228,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1230,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1231,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1232,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1233,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1234,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1235,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1236,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1237,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1239,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1241,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1242,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1243,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1244,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1245,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1246,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1247,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1249,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1250,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1252,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1253,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1255,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1256,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1258,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1262,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1263,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1264,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1265,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1266,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1267,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1268,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1269,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1270,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1271,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1272,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1273,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1274,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1275,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1276,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1277,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1278,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1279,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1281,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1282,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1284,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1285,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1286,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1287,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1288,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1289,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1290,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1291,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1292,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1293,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1294,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1295,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1296,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1297,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1298,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1299,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1300,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1301,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1302,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1303,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1304,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1305,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1306,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1308,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1309,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1310,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1311,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1312,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1313,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1314,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1315,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1316,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1317,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1318,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
1319,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1320,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1321,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1322,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1323,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1324,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1325,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1326,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1327,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1328,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1329,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1330,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1331,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1332,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1333,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1334,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1335,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1336,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1337,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1339,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1340,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1341,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1342,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1343,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1344,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1345,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1346,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1347,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1348,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1349,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1351,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1352,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1353,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1354,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1355,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1356,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1357,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1359,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1360,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1361,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1362,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1363,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1364,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1365,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1366,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1367,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1368,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1369,Wetland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1370,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1371,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1372,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1373,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1374,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1375,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1376,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1377,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1378,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1379,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1380,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1381,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1382,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1383,Wetland,Wetland,Water,Water,Water,NULL,NULL,NULL
1384,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1385,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1386,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1387,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1388,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1390,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1391,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1392,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1393,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1394,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1395,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
