Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFC_M_R
322,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
323,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
327,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
332,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
333,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
336,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
340,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
341,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
342,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
343,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
352,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
355,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
358,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
361,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
365,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
369,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
371,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
373,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
374,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
375,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
376,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
377,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
379,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
380,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
381,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
382,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
383,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
384,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
385,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
386,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
387,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
388,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
389,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
390,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
394,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
396,NULL,NULL,Wetland,NULL,NULL,Bareland,Water,Forest
397,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
398,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
399,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
400,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
401,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
402,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
403,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
404,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
405,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
406,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
407,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
408,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
409,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
410,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
411,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
412,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
414,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
415,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
416,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
417,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
418,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
419,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
421,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
422,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
425,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
426,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
428,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
429,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
430,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Bareland
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
438,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
439,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
440,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
441,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
442,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
443,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
444,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
446,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
449,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
450,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Bareland
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
461,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
462,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
463,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
464,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
465,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
466,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
467,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
468,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
472,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
473,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
475,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
476,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
477,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
478,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
479,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
480,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
481,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
482,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
484,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
486,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
487,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
488,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
489,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
490,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
491,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
492,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
493,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
495,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
499,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
501,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
502,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
503,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
504,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
506,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
508,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
509,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
512,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
513,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
514,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
516,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
517,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
519,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
522,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
528,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
529,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
530,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
532,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
533,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
534,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
535,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
536,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
537,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
538,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
539,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
540,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
541,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
542,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
543,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
544,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
545,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
546,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
547,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
548,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
549,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
550,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
552,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
553,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
555,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
556,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
557,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
558,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
559,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
560,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
561,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
562,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
563,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
564,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
565,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Water
566,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
567,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
569,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
570,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
571,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
572,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
574,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
575,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
576,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
577,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
578,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
579,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
580,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
581,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
582,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
584,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
585,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Forest,Grassland
586,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
587,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
588,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
589,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
590,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
591,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Bareland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
601,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
605,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
606,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
608,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
610,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
611,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
612,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
613,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
614,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
615,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
616,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Bareland
617,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
619,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
620,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
621,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
623,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
624,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
625,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
626,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
627,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
629,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
630,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
631,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
632,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
633,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
634,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
635,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,NULL
636,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
637,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
638,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
639,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
640,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
641,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
643,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
645,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
646,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
647,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
648,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
650,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
651,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
652,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
653,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
654,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
655,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Bareland,Grassland
656,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
657,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
658,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
659,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
660,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
662,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
663,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
664,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
665,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
666,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
