Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTA_M_R
326,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
327,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
328,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
329,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
330,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
331,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
332,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
333,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
334,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
335,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
336,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
337,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
338,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
339,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
340,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
341,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
342,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
343,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
345,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
346,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
347,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
349,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
350,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
351,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
352,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
353,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
354,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
355,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
356,NULL,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
357,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
358,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
359,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
360,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
361,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
362,NULL,Water,Water,NULL,Water,Water,Forest,Water
363,NULL,Water,Water,Water,Water,Wetland,Wetland,Water
364,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
365,NULL,Water,Water,Water,Water,Wetland,Water,Water
366,NULL,Water,Water,Water,Water,Water,Wetland,Grassland
367,NULL,Water,Water,Water,Water,Water,Wetland,Water
368,NULL,Water,Water,Water,Water,Water,Water,Water
369,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
370,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
371,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
372,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
373,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
374,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
376,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
377,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
379,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
380,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
382,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
383,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
384,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
385,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
387,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
388,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
389,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
390,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
391,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
392,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
393,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
394,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
395,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
397,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
398,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
400,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
401,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
403,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
404,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
405,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
406,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
407,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
408,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
409,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
410,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
411,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
412,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
413,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
414,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
415,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
416,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
418,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
419,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
420,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
476,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
477,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
478,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
479,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
480,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
481,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
483,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
484,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
485,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
486,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
487,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
488,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
489,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
491,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
492,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
493,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
494,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
495,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
496,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
497,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
498,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
499,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
500,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
501,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
502,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
503,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
504,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
505,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
506,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
507,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
508,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
509,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
510,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
511,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
512,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
513,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
514,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
515,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
516,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
517,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
518,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
519,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
520,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
521,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
522,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
523,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
524,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
525,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
526,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
527,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
528,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
529,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
530,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
531,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
532,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
533,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
534,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
535,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
536,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
537,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
538,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
539,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
540,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
541,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
542,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
543,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
544,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
545,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
546,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
547,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
548,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
549,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
550,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
551,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
552,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
553,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
554,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
555,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
556,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
557,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,NULL
558,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
559,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
560,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
561,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
562,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
563,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
564,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
565,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
567,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
568,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
569,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
570,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
571,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
572,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
573,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
574,Grassland,NULL,Water,NULL,Water,Water,Shrubland,Grassland
575,Grassland,NULL,Water,NULL,Water,Water,Shrubland,Wetland
576,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
577,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
578,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
579,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
580,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
581,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
582,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
583,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
584,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
585,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
586,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
587,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
588,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
589,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
590,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
591,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
593,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
594,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
596,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
597,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
598,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
599,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
600,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
601,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
602,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
603,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
604,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
605,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
606,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
607,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
608,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
609,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
611,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
612,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
613,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
614,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
615,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
616,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
617,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
618,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
619,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
620,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
621,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
623,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
624,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
625,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
626,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
627,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
628,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
629,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
630,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
631,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
632,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
633,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
634,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
635,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
636,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
637,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
638,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
639,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
640,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
641,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
642,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
643,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
645,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
646,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
647,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
648,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
652,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
653,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
656,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
657,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
658,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
