Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTU_M_R
1548,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1549,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1550,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1551,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1552,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1553,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1554,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1555,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1556,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1557,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1558,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1559,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1560,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1561,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1562,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1563,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1564,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1565,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1566,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
1567,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1568,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1569,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1570,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1571,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1572,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1573,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1574,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1575,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1576,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1577,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1578,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1579,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1580,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1581,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1582,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1583,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1584,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1585,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1586,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1587,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1588,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1589,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1590,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1591,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
1592,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1593,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1594,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1595,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1596,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1597,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1598,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1599,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1600,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1601,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1602,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1603,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1604,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1605,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1606,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1607,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1608,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1609,NULL,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1610,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1611,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1612,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,NULL
1613,NULL,NULL,Built-up,Water,Non_Wetland,Shrubland,NULL,Wetland
1614,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
1615,NULL,NULL,Water,NULL,Water,NULL,Water,Water
1616,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
1617,NULL,NULL,Water,NULL,Water,Shrubland,NULL,Wetland
1618,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
1619,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
1620,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Water
1621,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
1622,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,NULL
1623,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
1624,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
1625,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,NULL
1626,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
1627,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1628,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1629,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1630,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1631,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
1632,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1633,NULL,NULL,Water,NULL,Water,Water,NULL,Water
1634,NULL,NULL,Water,NULL,Water,Water,Shrubland,Water
1635,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
1636,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
1637,NULL,NULL,Water,NULL,Water,Water,Water,Water
1638,NULL,NULL,Water,Non_Water,Water,NULL,Shrubland,Grassland
1639,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,NULL
1640,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
1641,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1642,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
1643,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Cropland
1644,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Grassland
1645,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1646,NULL,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
1647,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1648,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
1649,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1650,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1651,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1652,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
1653,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
1654,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
1655,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1656,NULL,NULL,Water,Water,Water,Shrubland,NULL,Water
1657,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,NULL
1658,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
1659,NULL,NULL,Water,Water,Water,Shrubland,Shrubland,Water
1660,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1661,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1662,NULL,NULL,Water,Water,Water,Shrubland,Water,NULL
1663,NULL,NULL,Water,Water,Water,Shrubland,Water,Grassland
1664,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1665,NULL,NULL,Water,Water,Water,Grassland,Shrubland,Grassland
1666,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1667,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1668,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
1669,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
1670,NULL,NULL,Water,Water,Water,Bareland,Shrubland,NULL
1671,NULL,NULL,Water,Water,Water,Built-up,Built-up,Water
1672,NULL,NULL,Water,Water,Water,Water,Shrubland,Grassland
1673,NULL,NULL,Water,Water,Water,Water,Shrubland,Water
1674,NULL,NULL,Water,Water,Water,Water,Grassland,Grassland
1675,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
1676,NULL,NULL,Water,Water,Water,Water,Water,Grassland
1677,NULL,NULL,Water,Water,Water,Water,Water,Water
1678,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1679,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1680,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1681,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1682,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1683,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1684,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1685,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1686,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1687,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1688,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
1689,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1690,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
1691,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
1692,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
1693,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1694,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1695,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1696,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1697,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1698,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1699,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1700,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1701,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1702,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1703,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1704,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
1705,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
1706,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
1707,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
1708,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
1709,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1710,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1711,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
1712,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1713,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1714,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1715,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1716,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1717,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1718,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1719,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1720,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1721,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1722,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
1723,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1724,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
1725,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1726,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1727,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1728,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1729,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1730,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1731,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1732,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
1733,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1734,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1735,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1736,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1737,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1738,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1739,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
1740,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1741,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1742,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1743,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1744,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
1745,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1746,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1747,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
1748,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1749,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
1750,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Cropland
1751,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
1752,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
1753,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1754,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1755,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
1756,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1757,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1758,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1759,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1760,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1761,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1762,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1763,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1764,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1765,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1766,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1767,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1768,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1769,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1770,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1771,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1772,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1773,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1774,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1775,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1776,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1777,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1778,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1780,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1781,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1782,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1783,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1784,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1785,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1786,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1787,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1788,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1789,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1790,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1791,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1792,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1793,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1794,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1795,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1796,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1797,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1798,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1799,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1800,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1802,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
1803,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1804,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1805,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1806,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1807,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1808,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1809,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1810,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1811,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1812,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1813,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1814,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1815,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1816,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1817,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1818,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1819,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1820,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1821,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1822,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1823,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1824,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
1825,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1826,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1827,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1828,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1829,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1830,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1831,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1832,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1833,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1834,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1835,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1836,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1837,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1838,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1839,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1840,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1841,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1842,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1843,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Cropland
1844,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1845,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1846,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1847,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
1848,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1849,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1850,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1851,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1852,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1853,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1854,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1855,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1856,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1857,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1858,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1859,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
1860,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1861,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1862,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1863,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1864,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1865,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1866,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1867,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1868,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1869,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1870,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1871,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1872,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1873,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1874,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1875,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1876,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Water
1877,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1878,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1879,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1880,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1881,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1882,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
1883,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1884,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1885,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1886,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
