Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNT_M_R
3427,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
3428,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Forest
3429,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Built-up
3430,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
3431,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3432,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3433,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3434,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3435,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3436,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3437,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3438,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3439,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
3440,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
3441,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
3442,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
3443,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
3444,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Built-up
3445,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3446,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3447,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3448,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Water
3449,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
3450,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Water
3451,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3452,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3453,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
3454,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Built-up,Forest
3455,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
3456,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3457,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
3458,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
3459,NULL,Built-up,NULL,Water,Non_Wetland,NULL,Built-up,Grassland
3460,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Built-up,Grassland
3461,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Water
3462,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
3463,NULL,Built-up,NULL,Water,Non_Wetland,Water,NULL,Water
3464,NULL,Built-up,NULL,Water,Non_Wetland,Water,Water,Water
3465,NULL,Built-up,NULL,Water,Non_Wetland,Forest,Water,Forest
3466,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3467,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3468,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3469,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3470,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3471,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3472,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3473,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3474,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3475,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3476,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3477,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3478,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3479,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3480,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3481,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3482,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3483,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3484,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3485,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3486,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3487,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3488,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3489,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3490,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3491,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3492,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
3493,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3494,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3495,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3496,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3497,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3498,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3499,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
3500,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3501,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
3502,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3503,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3504,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
3505,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3506,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3507,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3508,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3509,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
3510,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
3511,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3512,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3513,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3514,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3515,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3516,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3526,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3527,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3528,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
3534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3539,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3540,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3541,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3542,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3543,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3544,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3545,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3546,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3547,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3548,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3549,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3550,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3551,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3552,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3553,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3554,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3555,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3556,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3557,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3558,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3559,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3560,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3561,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
3562,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3563,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3564,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3565,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3566,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3567,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3568,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3569,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
3570,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3571,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
3574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
3582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
3583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
3586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
3590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
3596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
3597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
3599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
3600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
3604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
3605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
3622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
3623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
3627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
3635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
3638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
3648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
3650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3662,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3663,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3664,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
3665,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
3666,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
3667,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3668,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3669,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3670,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3671,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Water
3672,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3673,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3674,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
3679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3680,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
3681,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
3682,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3683,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
3684,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
3685,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
3686,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3687,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
3688,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
3689,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
3690,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3691,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
3692,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3693,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3694,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
3695,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3696,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3697,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3698,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
3699,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3700,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3701,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
3702,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3703,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3704,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
3705,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
3706,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3707,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3708,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3709,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3710,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
3711,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
3712,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
3713,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3714,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3715,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
3716,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
3717,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
3718,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Water
3719,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3720,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3721,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3722,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3723,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3724,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
3725,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3726,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3727,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3728,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3729,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3730,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3731,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3732,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3733,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3734,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3735,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3736,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3737,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
3738,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
