Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNF_M_R
2491,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2492,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2493,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2494,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2495,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2496,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2497,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2498,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2499,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2500,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
2503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2513,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2514,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2515,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2516,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2517,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2518,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2519,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2520,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2521,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2522,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2523,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2524,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2525,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2526,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2527,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2528,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2529,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2530,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2531,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2532,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2533,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2534,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2535,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2536,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2537,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2538,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2539,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2540,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2541,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2542,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2543,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2544,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2545,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2546,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2547,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2548,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2549,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2550,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2551,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2552,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2553,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2554,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2555,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2556,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2557,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2558,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2559,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
2560,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2561,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2562,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2563,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2564,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2568,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2569,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2570,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2571,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2572,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
2573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
2575,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2576,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2577,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2578,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2579,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2580,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2581,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2582,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2583,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2584,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2585,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2586,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2587,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2588,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2589,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2590,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2591,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
2592,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2593,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2594,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2595,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2596,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
2597,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2598,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2599,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2600,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2601,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2602,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2603,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
2604,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2605,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2606,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2607,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2608,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2609,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2610,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2611,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2612,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2613,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2614,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
2615,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
2616,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
2617,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2618,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2619,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
2620,NULL,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2621,NULL,Cropland,Wetland,Water,Wetland,Forest,Water,Grassland
2622,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Cropland
2623,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2624,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2625,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2626,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
2627,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
2628,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
2629,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2630,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
2631,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2632,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2633,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2634,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
2635,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2636,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
2637,NULL,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
2638,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Built-up,Grassland
2639,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2640,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2641,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2642,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2643,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2644,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2645,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2646,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2647,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2648,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2649,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2650,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2651,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2652,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2653,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2654,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2655,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2656,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2657,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2658,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2659,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2660,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2661,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2662,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2663,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2664,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2665,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2666,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
2667,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2668,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2669,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2670,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2671,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2672,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
2673,NULL,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
2674,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2675,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2676,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2677,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2678,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2679,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2680,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2681,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2682,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2683,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2684,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2685,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2686,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2687,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2688,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2689,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2690,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2691,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2692,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2693,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2694,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2695,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2696,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2697,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2698,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2699,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2700,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2701,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2702,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2703,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2704,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2705,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2706,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2707,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
2708,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
2709,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2710,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2711,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2712,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2713,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2714,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
2715,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2716,NULL,Cropland,Water,NULL,Water,Grassland,NULL,Water
2717,NULL,Cropland,Water,Water,Water,Water,NULL,Water
2718,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2719,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2720,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2721,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2722,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2723,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2724,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2725,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2726,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
2727,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
2728,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2729,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2730,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2731,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2732,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2733,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2734,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2735,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2736,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2737,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2738,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2739,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2740,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2741,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
2742,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2743,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2744,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2745,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2746,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2747,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2748,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2749,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2750,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2751,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2752,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2753,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2754,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2755,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2756,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2757,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2758,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2759,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2760,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2761,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2762,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2763,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2764,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2765,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2766,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
2767,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2768,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2769,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2770,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2771,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2772,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2773,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2774,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2775,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2776,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2777,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2778,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2779,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2780,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2781,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2782,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2783,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2784,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2785,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2786,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2787,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2788,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2789,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2790,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2791,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2792,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2793,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2794,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2795,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2796,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2797,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2798,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2799,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2800,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2801,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2802,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2803,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2804,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2805,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
2806,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2807,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
