Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMH_M_R
1869,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1870,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1871,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1872,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1873,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1874,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1875,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1876,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1877,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1878,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1879,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1880,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1881,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1882,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1883,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1884,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
1885,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1886,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
1887,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1888,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1889,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1890,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1891,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
1892,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1893,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1894,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1895,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1896,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1897,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1898,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1899,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1900,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1901,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1902,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1903,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1904,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1905,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1906,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1907,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1908,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1909,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1910,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1911,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1912,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1913,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1914,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1915,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1916,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1917,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1918,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1919,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1920,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1921,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1922,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1923,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1924,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1925,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1926,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1927,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1928,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
1929,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1930,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1931,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1932,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1933,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1934,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1935,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1936,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1937,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1938,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1939,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1940,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
1941,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1942,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1943,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
1944,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Grassland
1945,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1946,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1947,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1948,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1949,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1950,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1951,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1952,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1953,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1954,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
1955,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1956,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1957,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1958,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1959,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1960,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1961,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1962,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1963,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1964,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1965,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1966,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1967,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1968,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1969,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1970,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1971,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1972,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1973,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1974,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1975,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1976,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1977,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1978,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1979,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1980,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1981,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1982,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1983,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1984,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1985,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1986,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1987,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1988,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1989,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1990,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1991,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1992,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1993,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1994,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
1995,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1996,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1997,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1998,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1999,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2000,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2001,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2002,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2003,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2004,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2005,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2006,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2007,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2008,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2009,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2010,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2011,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2012,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2013,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2014,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2015,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2016,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2017,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2018,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2019,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2020,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2021,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2022,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2023,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2024,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2025,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2026,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2027,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2028,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2029,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2030,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2031,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2032,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2033,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2034,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2035,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2036,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2037,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2038,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2039,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2040,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2041,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2042,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2043,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2044,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2045,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2046,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2047,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2048,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2049,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2050,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2051,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2052,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2053,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2054,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2055,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2056,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2057,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2058,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2059,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2060,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2061,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2062,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2063,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2064,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2065,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2066,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2067,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2068,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2069,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2070,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2071,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2072,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2073,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2074,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2075,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2076,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2077,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2078,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2079,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2080,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2081,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2082,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2083,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2084,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2085,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2086,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
2087,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2088,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2089,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2090,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2091,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
2092,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2093,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2094,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2095,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2096,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2097,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2098,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2099,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2100,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2101,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2102,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2103,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2104,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2105,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2106,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
2107,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2108,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
2109,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2110,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2111,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2112,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2113,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2114,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2115,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2116,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2117,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
2118,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
2119,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
2120,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2121,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2122,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2123,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2124,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2125,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2126,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2127,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
2128,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
2129,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
2130,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
2131,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
2132,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
2133,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2134,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2135,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2136,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2137,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2138,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland,Built-up,Bareland
2139,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
2140,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
2141,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2142,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2143,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2144,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2145,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2146,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2147,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2148,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2149,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2150,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2151,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2152,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
2153,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2154,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2155,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
2156,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2157,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2158,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2159,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2160,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2161,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2162,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2163,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2164,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2165,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2166,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2167,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2168,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2169,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2170,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2171,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2172,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2173,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
2174,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2175,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2176,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2177,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
2178,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2179,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2180,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
