Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWT_M_R
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
325,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
337,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
338,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
340,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Built-up
356,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
362,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
368,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
375,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
376,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
379,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
386,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
391,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
394,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
396,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Forest
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
420,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
421,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
422,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
423,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
424,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
426,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
427,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
429,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
431,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
432,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
433,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
434,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
435,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
436,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Built-up
437,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
438,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
439,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
441,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Built-up,Grassland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
449,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
451,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
452,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
453,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
456,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
458,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
461,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
465,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
468,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
473,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
474,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
475,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
478,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
479,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
481,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
482,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
483,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
484,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
485,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
486,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
487,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
488,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
489,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
490,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
492,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
493,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
494,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
495,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
498,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
499,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
500,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
503,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
505,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
506,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
507,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
508,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
509,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
510,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
511,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
512,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
513,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
514,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
515,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
516,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
517,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
518,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
519,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
520,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
521,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
522,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
523,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
524,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
525,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
526,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
527,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
528,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
529,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
530,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
532,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
533,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
534,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
535,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
536,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
537,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
538,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
539,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
540,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
541,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
542,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
543,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
544,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
545,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
546,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
547,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
548,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
549,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
550,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
551,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
552,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
553,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
554,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
555,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
556,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
557,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
558,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
559,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
560,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
561,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
562,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
563,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
564,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
565,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
566,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
567,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
568,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
569,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
570,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
571,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
572,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
574,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
575,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
576,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
577,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
578,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
579,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
580,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
581,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
582,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
583,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
584,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
585,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
586,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
587,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
588,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
589,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
590,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
591,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
592,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
593,NULL,NULL,Wetland,Water,Wetland,Wetland,Built-up,Grassland
594,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
595,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
596,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
597,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
598,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Forest
599,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
601,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
602,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
603,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
604,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
605,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
606,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
607,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
608,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Wetland
609,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Bareland
610,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
611,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
612,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
613,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
614,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
615,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
616,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
617,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
618,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
619,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
620,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
621,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
622,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
623,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
624,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
625,NULL,NULL,Wetland,Water,Wetland,Water,Built-up,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
627,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
628,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
629,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
630,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Forest
631,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
632,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
638,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Wetland
643,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Bareland,Grassland
645,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Grassland
646,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Grassland
647,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
648,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
649,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
650,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
651,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
652,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
654,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
655,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
656,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
657,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
658,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
659,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
660,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
661,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
662,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
663,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Wetland
664,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
665,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
666,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
