Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEC_M_R
326,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
327,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
328,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
329,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
330,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
331,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
332,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
333,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Water,Water
334,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
335,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
336,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
337,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
339,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
340,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
344,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
345,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
346,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
347,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
348,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
349,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
350,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
351,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
352,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
353,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
355,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
356,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
358,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
360,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
361,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
362,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
363,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
364,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
365,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
366,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
368,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
369,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
371,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
372,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
375,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
377,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
378,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
379,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
380,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
382,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
384,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
385,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
387,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
388,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
389,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Built-up
390,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
391,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
392,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
393,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
394,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
395,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
397,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
398,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Bareland
399,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
400,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
401,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
402,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
403,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
404,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
405,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
406,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
407,NULL,NULL,Water,NULL,Water,NULL,Grassland,Water
408,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
409,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
410,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
411,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
412,NULL,NULL,Water,Non_Water,Water,Water,NULL,Grassland
413,NULL,NULL,Water,Non_Water,Water,Water,NULL,Water
414,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
415,NULL,NULL,Water,Water,Water,Bareland,Water,Water
416,NULL,NULL,Water,Water,Water,Water,Water,Water
417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
433,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
434,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
436,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
439,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
441,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
444,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
447,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
452,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
454,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
458,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
463,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
464,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
465,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
466,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
467,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
468,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
469,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
470,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
472,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
473,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
474,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
475,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
476,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
477,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
479,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
480,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
481,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
483,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
484,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
485,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
486,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
487,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
488,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
489,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
490,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
491,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
492,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
493,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
494,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
495,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
496,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
497,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
499,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
500,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
501,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
504,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
505,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
506,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
507,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
508,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
509,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
510,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
511,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
512,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
513,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
514,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
515,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
516,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
517,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
518,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
519,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
520,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
521,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
522,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
523,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
524,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
525,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
526,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
527,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
528,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
529,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
530,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
531,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
533,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
534,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
535,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
536,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
537,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
538,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
539,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
540,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
541,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
542,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
543,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
544,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
545,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
546,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
547,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
548,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
549,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
550,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
551,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Cropland
552,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
553,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Cropland
554,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
555,NULL,Cropland,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
556,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
557,NULL,Cropland,NULL,Water,Non_Wetland,Cropland,Grassland,Cropland
558,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
559,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
560,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
561,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
562,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
563,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
564,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
565,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
566,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
567,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
568,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
569,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
581,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
582,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
583,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
584,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
585,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
586,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
587,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
588,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
589,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
590,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
591,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
592,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
599,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
600,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
601,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
602,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
603,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
604,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
605,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
606,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
607,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
608,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
609,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
610,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
611,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
612,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
613,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
615,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
616,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
617,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
618,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
619,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
620,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
621,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
622,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
623,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
624,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
625,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
626,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
627,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
628,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
629,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
630,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
631,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
632,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
644,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
646,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
647,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
648,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
649,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
650,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
651,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
652,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
653,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
654,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
656,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
657,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
