Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBU_M_R
331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
339,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
340,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
341,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
342,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
343,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
344,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
345,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
346,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
347,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
348,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
349,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
350,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
351,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
352,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
353,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
354,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
355,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
356,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
357,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
358,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
359,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
360,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
361,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
362,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
363,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
364,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
365,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
366,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
368,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
369,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
370,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
371,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
372,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
374,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
375,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
377,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
379,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
380,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
381,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
382,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
383,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
384,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
385,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
386,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
397,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
398,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
399,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
400,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
401,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
402,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
403,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
404,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
405,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
406,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
407,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
408,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
409,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
412,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
413,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
415,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
416,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
418,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
419,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Bareland
420,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
421,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Wetland,Water
422,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
423,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
424,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
425,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
427,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
429,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
438,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
439,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
440,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
441,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
442,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
443,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
445,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
447,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
448,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
449,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
450,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
451,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
452,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
453,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
454,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
455,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
456,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
457,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
458,NULL,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
459,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
460,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
461,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Forest
462,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
463,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
464,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
465,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
466,NULL,Water,Water,NULL,Water,Grassland,Grassland,Forest
467,NULL,Water,Water,Water,Water,Grassland,Grassland,Forest
468,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
469,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
470,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
473,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
474,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
475,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
476,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
477,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
478,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
479,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
481,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
482,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
483,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
484,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
485,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
489,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
491,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
492,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
493,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
494,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
495,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
496,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
502,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
505,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
506,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
507,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
508,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
509,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
510,NULL,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
511,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
512,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
513,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
514,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
515,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
516,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
517,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
518,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
519,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
521,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
522,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
525,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
526,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
527,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
528,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
529,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
530,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
531,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
532,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
533,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
534,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
535,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
536,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
537,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
538,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
539,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
540,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
541,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
542,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
543,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
544,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
545,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
546,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
547,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
548,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
549,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
550,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
551,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
552,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
553,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
554,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
555,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
556,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
557,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
558,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
559,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
560,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
562,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
563,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
565,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
566,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
567,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
568,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
569,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
570,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
571,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
572,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
573,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
574,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
575,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
576,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
577,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
578,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
579,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
580,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
581,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
582,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
583,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
584,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
585,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
586,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
587,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
588,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
589,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
590,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
598,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
599,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
600,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
601,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
602,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
603,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
604,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
605,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
612,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
613,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
614,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
615,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
616,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
617,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
618,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
619,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
620,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
621,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
622,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
623,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
624,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
625,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
626,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
627,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
628,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
629,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
630,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
631,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
632,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
633,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
634,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
635,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
636,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
640,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
641,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
642,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
644,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
645,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
646,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
647,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
648,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
649,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
650,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
651,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
652,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
653,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
654,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
655,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
656,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
657,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
658,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
659,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
