Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NVH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NVH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NVH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NVH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NVH_M_R
2160,Water,Built-up,Forest,Water,Non_Wetland,Grassland
2161,Water,Built-up,Forest,Water,Non_Wetland,Bareland
2162,Water,Built-up,Forest,Water,Non_Wetland,Water
2163,Water,Built-up,Forest,Water,Non_Wetland,Forest
2164,Water,Water,NULL,NULL,Non_Wetland,Grassland
2165,Water,Water,NULL,NULL,Non_Wetland,Cropland
2166,Water,Water,NULL,NULL,Non_Wetland,Bareland
2167,Water,Water,NULL,NULL,Non_Wetland,Built-up
2168,Water,Water,NULL,NULL,Non_Wetland,Water
2169,Water,Water,NULL,NULL,Non_Wetland,Forest
2170,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
2171,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
2172,Water,Water,NULL,Non_Water,Non_Wetland,Water
2173,Water,Water,NULL,Non_Water,Non_Wetland,Forest
2174,Water,Water,NULL,Water,Non_Wetland,Grassland
2175,Water,Water,NULL,Water,Non_Wetland,Cropland
2176,Water,Water,NULL,Water,Non_Wetland,Bareland
2177,Water,Water,NULL,Water,Non_Wetland,Water
2178,Water,Water,NULL,Water,Non_Wetland,Forest
2179,Water,Water,Shrubland,NULL,Non_Wetland,NULL
2180,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
2181,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
2182,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
2183,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
2184,Water,Water,Shrubland,NULL,Non_Wetland,Water
2185,Water,Water,Shrubland,NULL,Non_Wetland,Forest
2186,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2187,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
2188,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
2189,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
2190,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
2191,Water,Water,Shrubland,Water,Non_Wetland,Grassland
2192,Water,Water,Shrubland,Water,Non_Wetland,Cropland
2193,Water,Water,Shrubland,Water,Non_Wetland,Wetland
2194,Water,Water,Shrubland,Water,Non_Wetland,Bareland
2195,Water,Water,Shrubland,Water,Non_Wetland,Water
2196,Water,Water,Shrubland,Water,Non_Wetland,Forest
2197,Water,Water,Grassland,NULL,Non_Wetland,Grassland
2198,Water,Water,Grassland,NULL,Non_Wetland,Cropland
2199,Water,Water,Grassland,NULL,Non_Wetland,Bareland
2200,Water,Water,Grassland,NULL,Non_Wetland,Built-up
2201,Water,Water,Grassland,NULL,Non_Wetland,Water
2202,Water,Water,Grassland,NULL,Non_Wetland,Forest
2203,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
2204,Water,Water,Grassland,Non_Water,Non_Wetland,Cropland
2205,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
2206,Water,Water,Grassland,Non_Water,Non_Wetland,Water
2207,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
2208,Water,Water,Grassland,Water,Non_Wetland,Grassland
2209,Water,Water,Grassland,Water,Non_Wetland,Cropland
2210,Water,Water,Grassland,Water,Non_Wetland,Wetland
2211,Water,Water,Grassland,Water,Non_Wetland,Bareland
2212,Water,Water,Grassland,Water,Non_Wetland,Water
2213,Water,Water,Grassland,Water,Non_Wetland,Forest
2214,Water,Water,Cropland,NULL,Non_Wetland,Grassland
2215,Water,Water,Cropland,NULL,Non_Wetland,Cropland
2216,Water,Water,Cropland,NULL,Non_Wetland,Bareland
2217,Water,Water,Cropland,NULL,Non_Wetland,Water
2218,Water,Water,Cropland,NULL,Non_Wetland,Forest
2219,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
2220,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
2221,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
2222,Water,Water,Cropland,Non_Water,Non_Wetland,Water
2223,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
2224,Water,Water,Cropland,Water,Non_Wetland,Grassland
2225,Water,Water,Cropland,Water,Non_Wetland,Cropland
2226,Water,Water,Cropland,Water,Non_Wetland,Bareland
2227,Water,Water,Cropland,Water,Non_Wetland,Water
2228,Water,Water,Cropland,Water,Non_Wetland,Forest
2229,Water,Water,Wetland,NULL,Wetland,Grassland
2230,Water,Water,Wetland,NULL,Wetland,Cropland
2231,Water,Water,Wetland,NULL,Wetland,Wetland
2232,Water,Water,Wetland,NULL,Wetland,Bareland
2233,Water,Water,Wetland,NULL,Wetland,Water
2234,Water,Water,Wetland,NULL,Wetland,Forest
2235,Water,Water,Wetland,Non_Water,Wetland,Grassland
2236,Water,Water,Wetland,Non_Water,Wetland,Cropland
2237,Water,Water,Wetland,Non_Water,Wetland,Bareland
2238,Water,Water,Wetland,Non_Water,Wetland,Water
2239,Water,Water,Wetland,Non_Water,Wetland,Forest
2240,Water,Water,Wetland,Water,Wetland,Grassland
2241,Water,Water,Wetland,Water,Wetland,Cropland
2242,Water,Water,Wetland,Water,Wetland,Wetland
2243,Water,Water,Wetland,Water,Wetland,Bareland
2244,Water,Water,Wetland,Water,Wetland,Water
2245,Water,Water,Wetland,Water,Wetland,Forest
2246,Water,Water,Bareland,NULL,Non_Wetland,Grassland
2247,Water,Water,Bareland,NULL,Non_Wetland,Cropland
2248,Water,Water,Bareland,NULL,Non_Wetland,Bareland
2249,Water,Water,Bareland,NULL,Non_Wetland,Built-up
2250,Water,Water,Bareland,NULL,Non_Wetland,Water
2251,Water,Water,Bareland,NULL,Non_Wetland,Forest
2252,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
2253,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
2254,Water,Water,Bareland,Non_Water,Non_Wetland,Water
2255,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
2256,Water,Water,Bareland,Water,Non_Wetland,Grassland
2257,Water,Water,Bareland,Water,Non_Wetland,Bareland
2258,Water,Water,Bareland,Water,Non_Wetland,Water
2259,Water,Water,Bareland,Water,Non_Wetland,Forest
2260,Water,Water,Built-up,NULL,Non_Wetland,Grassland
2261,Water,Water,Built-up,NULL,Non_Wetland,Bareland
2262,Water,Water,Built-up,NULL,Non_Wetland,Built-up
2263,Water,Water,Built-up,NULL,Non_Wetland,Water
2264,Water,Water,Built-up,NULL,Non_Wetland,Forest
2265,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
2266,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
2267,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up
2268,Water,Water,Built-up,Non_Water,Non_Wetland,Water
2269,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
2270,Water,Water,Built-up,Water,Non_Wetland,Grassland
2271,Water,Water,Built-up,Water,Non_Wetland,Bareland
2272,Water,Water,Built-up,Water,Non_Wetland,Built-up
2273,Water,Water,Built-up,Water,Non_Wetland,Water
2274,Water,Water,Built-up,Water,Non_Wetland,Forest
2275,Water,Water,Water,NULL,Water,Grassland
2276,Water,Water,Water,NULL,Water,Cropland
2277,Water,Water,Water,NULL,Water,Bareland
2278,Water,Water,Water,NULL,Water,Water
2279,Water,Water,Water,NULL,Water,Forest
2280,Water,Water,Water,Non_Water,Water,Grassland
2281,Water,Water,Water,Non_Water,Water,Cropland
2282,Water,Water,Water,Non_Water,Water,Bareland
2283,Water,Water,Water,Non_Water,Water,Water
2284,Water,Water,Water,Non_Water,Water,Forest
2285,Water,Water,Water,Water,Water,Grassland
2286,Water,Water,Water,Water,Water,Cropland
2287,Water,Water,Water,Water,Water,Wetland
2288,Water,Water,Water,Water,Water,Bareland
2289,Water,Water,Water,Water,Water,Built-up
2290,Water,Water,Water,Water,Water,Water
2291,Water,Water,Water,Water,Water,Forest
2292,Water,Water,Forest,NULL,Non_Wetland,NULL
2293,Water,Water,Forest,NULL,Non_Wetland,Grassland
2294,Water,Water,Forest,NULL,Non_Wetland,Cropland
2295,Water,Water,Forest,NULL,Non_Wetland,Bareland
2296,Water,Water,Forest,NULL,Non_Wetland,Built-up
2297,Water,Water,Forest,NULL,Non_Wetland,Water
2298,Water,Water,Forest,NULL,Non_Wetland,Forest
2299,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
2300,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
2301,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
2302,Water,Water,Forest,Non_Water,Non_Wetland,Water
2303,Water,Water,Forest,Non_Water,Non_Wetland,Forest
2304,Water,Water,Forest,Water,Non_Wetland,Grassland
2305,Water,Water,Forest,Water,Non_Wetland,Cropland
2306,Water,Water,Forest,Water,Non_Wetland,Bareland
2307,Water,Water,Forest,Water,Non_Wetland,Water
2308,Water,Water,Forest,Water,Non_Wetland,Forest
2309,Water,Forest,NULL,NULL,Non_Wetland,Grassland
2310,Water,Forest,NULL,NULL,Non_Wetland,Bareland
2311,Water,Forest,NULL,NULL,Non_Wetland,Forest
2312,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland
2313,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
2314,Water,Forest,NULL,Water,Non_Wetland,Forest
2315,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
2316,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
2317,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
2318,Water,Forest,Shrubland,NULL,Non_Wetland,Built-up
2319,Water,Forest,Shrubland,NULL,Non_Wetland,Water
2320,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
2321,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2322,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2323,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
2324,Water,Forest,Shrubland,Water,Non_Wetland,Cropland
2325,Water,Forest,Shrubland,Water,Non_Wetland,Water
2326,Water,Forest,Shrubland,Water,Non_Wetland,Forest
2327,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
2328,Water,Forest,Grassland,NULL,Non_Wetland,Water
2329,Water,Forest,Grassland,NULL,Non_Wetland,Forest
2330,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2331,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2332,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
2333,Water,Forest,Grassland,Water,Non_Wetland,Forest
2334,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
2335,Water,Forest,Cropland,NULL,Non_Wetland,Forest
2336,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
2337,Water,Forest,Wetland,NULL,Wetland,Grassland
2338,Water,Forest,Wetland,NULL,Wetland,Forest
2339,Water,Forest,Wetland,Non_Water,Wetland,Forest
2340,Water,Forest,Wetland,Water,Wetland,Grassland
2341,Water,Forest,Wetland,Water,Wetland,Water
2342,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2343,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2344,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2345,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
2346,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2347,Water,Forest,Built-up,Non_Water,Non_Wetland,Forest
2348,Water,Forest,Built-up,Water,Non_Wetland,Water
2349,Water,Forest,Water,NULL,Water,Grassland
2350,Water,Forest,Water,NULL,Water,Forest
2351,Water,Forest,Water,Non_Water,Water,Forest
2352,Water,Forest,Water,Water,Water,Grassland
2353,Water,Forest,Water,Water,Water,Water
2354,Water,Forest,Water,Water,Water,Forest
2355,Water,Forest,Forest,NULL,Non_Wetland,NULL
2356,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2357,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2358,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2359,Water,Forest,Forest,NULL,Non_Wetland,Built-up
2360,Water,Forest,Forest,NULL,Non_Wetland,Water
2361,Water,Forest,Forest,NULL,Non_Wetland,Forest
2362,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2363,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2364,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2365,Water,Forest,Forest,Water,Non_Wetland,Grassland
2366,Water,Forest,Forest,Water,Non_Wetland,Water
2367,Water,Forest,Forest,Water,Non_Wetland,Forest
2368,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2369,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2370,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2371,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
2372,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2373,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2374,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
2375,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Grassland
2376,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
2377,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
2378,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2379,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2380,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Forest
2381,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2382,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2383,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2384,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2385,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2386,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2387,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2388,Forest,NULL,NULL,NULL,Non_Wetland,Water
2389,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2390,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2391,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2392,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2393,Forest,NULL,NULL,Water,Non_Wetland,Bareland
2394,Forest,NULL,NULL,Water,Non_Wetland,Water
2395,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2396,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2397,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2398,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2399,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2400,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2401,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2402,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2403,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2404,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
2405,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2406,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2407,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2408,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2409,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2410,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2411,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2412,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2413,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2414,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2415,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2416,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2417,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2418,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2419,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2420,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2421,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2422,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2423,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2424,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2425,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
2426,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2427,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2428,Forest,NULL,Grassland,Water,Non_Wetland,Cropland
2429,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2430,Forest,NULL,Grassland,Water,Non_Wetland,Water
2431,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2432,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2433,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2434,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2435,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2436,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2437,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2438,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2439,Forest,NULL,Cropland,Water,Non_Wetland,Water
2440,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2441,Forest,NULL,Wetland,NULL,Wetland,NULL
2442,Forest,NULL,Wetland,NULL,Wetland,Grassland
2443,Forest,NULL,Wetland,NULL,Wetland,Bareland
2444,Forest,NULL,Wetland,NULL,Wetland,Water
2445,Forest,NULL,Wetland,NULL,Wetland,Forest
2446,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2447,Forest,NULL,Wetland,Non_Water,Wetland,Water
2448,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2449,Forest,NULL,Wetland,Water,Wetland,Grassland
2450,Forest,NULL,Wetland,Water,Wetland,Water
2451,Forest,NULL,Wetland,Water,Wetland,Forest
2452,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2453,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2454,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2455,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2456,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2457,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2458,Forest,NULL,Bareland,Non_Water,Non_Wetland,Built-up
2459,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
2460,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2461,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2462,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2463,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2464,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2465,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2466,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2467,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2468,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2469,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2470,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2471,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
2472,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2473,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2474,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2475,Forest,NULL,Water,NULL,Water,Grassland
2476,Forest,NULL,Water,NULL,Water,Bareland
2477,Forest,NULL,Water,NULL,Water,Water
2478,Forest,NULL,Water,NULL,Water,Forest
2479,Forest,NULL,Water,Non_Water,Water,Grassland
2480,Forest,NULL,Water,Non_Water,Water,Water
2481,Forest,NULL,Water,Non_Water,Water,Forest
2482,Forest,NULL,Water,Water,Water,Grassland
2483,Forest,NULL,Water,Water,Water,Cropland
2484,Forest,NULL,Water,Water,Water,Bareland
2485,Forest,NULL,Water,Water,Water,Water
2486,Forest,NULL,Water,Water,Water,Forest
2487,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2488,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2489,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2490,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2491,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2492,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2493,Forest,NULL,Forest,NULL,Non_Wetland,Water
2494,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2495,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2496,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
2497,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
2498,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2499,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2500,Forest,NULL,Forest,Water,Non_Wetland,Cropland
2501,Forest,NULL,Forest,Water,Non_Wetland,Bareland
2502,Forest,NULL,Forest,Water,Non_Wetland,Water
2503,Forest,NULL,Forest,Water,Non_Wetland,Forest
2504,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2505,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland
2506,Forest,Cropland,NULL,NULL,Non_Wetland,Water
2507,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2508,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
2509,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland
2510,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
2511,Forest,Cropland,NULL,Water,Non_Wetland,Grassland
2512,Forest,Cropland,NULL,Water,Non_Wetland,Water
2513,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2514,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2515,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2516,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2517,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2518,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2519,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2520,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2521,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
2522,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2523,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2524,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL
2525,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2526,Forest,Cropland,Shrubland,Water,Non_Wetland,Bareland
2527,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2528,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2529,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2530,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2531,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2532,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2533,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
2534,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2535,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2536,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
2537,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2538,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
2539,Forest,Cropland,Grassland,Water,Non_Wetland,Bareland
2540,Forest,Cropland,Grassland,Water,Non_Wetland,Water
2541,Forest,Cropland,Grassland,Water,Non_Wetland,Forest
2542,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2543,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2544,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
2545,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2546,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
2547,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2548,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2549,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2550,Forest,Cropland,Wetland,NULL,Wetland,Water
2551,Forest,Cropland,Wetland,NULL,Wetland,Forest
2552,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2553,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2554,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2555,Forest,Cropland,Wetland,Water,Wetland,Grassland
2556,Forest,Cropland,Wetland,Water,Wetland,Bareland
2557,Forest,Cropland,Wetland,Water,Wetland,Water
2558,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2559,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2560,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2561,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2562,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2563,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
2564,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
2565,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland
2566,Forest,Cropland,Bareland,Water,Non_Wetland,Water
2567,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2568,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2569,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2570,Forest,Cropland,Water,NULL,Water,Grassland
2571,Forest,Cropland,Water,NULL,Water,Bareland
2572,Forest,Cropland,Water,NULL,Water,Forest
2573,Forest,Cropland,Water,Non_Water,Water,Grassland
2574,Forest,Cropland,Water,Non_Water,Water,Bareland
2575,Forest,Cropland,Water,Non_Water,Water,Forest
2576,Forest,Cropland,Water,Water,Water,Grassland
2577,Forest,Cropland,Water,Water,Water,Cropland
2578,Forest,Cropland,Water,Water,Water,Bareland
2579,Forest,Cropland,Water,Water,Water,Water
2580,Forest,Cropland,Water,Water,Water,Forest
2581,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2582,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2583,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2584,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2585,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2586,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2587,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL
2588,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2589,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
2590,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
2591,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2592,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2593,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
2594,Forest,Cropland,Forest,Water,Non_Wetland,Water
2595,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2596,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
2597,Forest,Wetland,NULL,NULL,Non_Wetland,Bareland
2598,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2599,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
