Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPR_M_R
3287,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
3288,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
3289,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3290,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3291,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3292,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3293,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3294,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3295,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3296,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3297,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3298,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3299,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3300,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3301,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3302,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3303,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3304,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3305,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3306,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3307,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
3308,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3309,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3310,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3311,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3312,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
3313,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3314,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3315,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3316,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
3317,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3318,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
3319,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
3320,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
3321,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3322,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3323,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3324,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3325,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3326,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3327,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3328,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3329,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3330,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3331,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
3332,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
3333,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3334,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3335,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3336,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3337,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3338,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
3339,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
3340,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
3341,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
3342,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
3343,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3344,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3345,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3346,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3347,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
3348,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Built-up
3349,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
3350,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3351,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
3352,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
3353,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3354,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
3355,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3356,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
3357,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Shrubland,NULL
3358,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
3359,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3360,NULL,Built-up,Wetland,NULL,Wetland,Forest,Water,Grassland
3361,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
3362,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3363,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Forest
3364,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3365,NULL,Built-up,Wetland,Water,Wetland,Grassland,Shrubland,Forest
3366,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3367,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,NULL
3368,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
3369,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
3370,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
3371,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3372,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3373,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3374,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3375,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3376,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3377,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
3378,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3379,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3380,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3381,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3382,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3383,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3384,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3385,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
3386,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3387,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3388,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3389,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
3390,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3391,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
3392,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3393,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3394,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3395,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,NULL
3396,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3397,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3398,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3399,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3400,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
3401,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Forest,Built-up
3402,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3403,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3404,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
3405,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3406,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3407,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3408,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3409,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3410,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3411,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3412,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3413,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
3414,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3415,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3416,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3417,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3418,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3419,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3420,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3421,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3422,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
3423,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3424,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
3425,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
3426,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Bareland
3427,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
3428,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3429,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3430,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
3431,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3432,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3433,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3434,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3435,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
3436,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3437,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3438,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3439,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3440,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3441,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
3442,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3443,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3444,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
3445,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,NULL
3446,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Grassland
3447,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
3448,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3449,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3450,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3451,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3452,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3453,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
3454,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3455,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3456,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3457,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3458,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3459,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3460,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3461,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3462,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
3463,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3464,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3465,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3466,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3467,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3468,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3469,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
3470,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,NULL
3471,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3472,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
3473,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3474,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3475,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3476,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3477,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3478,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3479,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3480,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3481,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3482,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3483,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3484,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3485,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3486,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3487,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3488,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3489,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
3490,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3491,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
3492,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3493,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3494,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
3495,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
3496,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
3497,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3498,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3499,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
3500,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
3501,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3502,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3503,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3504,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3505,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
3506,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3507,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3508,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3509,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3510,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
3511,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3512,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3513,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3514,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
3515,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3516,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
3517,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3518,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
3519,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
3520,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
3521,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
3522,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3523,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3524,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3525,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3526,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3527,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3528,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,NULL
3529,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3530,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
3531,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3532,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3533,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3534,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
3535,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3536,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,NULL
3537,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3538,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3539,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3540,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,NULL
3541,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3542,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
3543,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
3544,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3545,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3546,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
3547,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3548,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3549,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3550,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Water
3551,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3552,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
3553,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3554,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3555,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
3556,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Forest
3557,NULL,Built-up,Built-up,Water,Non_Wetland,Forest,NULL,Forest
3558,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Built-up
3559,NULL,Built-up,Water,NULL,Water,Forest,Water,Forest
3560,NULL,Built-up,Water,Water,Water,Water,NULL,Water
3561,NULL,Built-up,Water,Water,Water,Water,Water,Water
3562,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3563,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3564,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3565,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3566,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3567,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3568,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3569,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
3570,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3571,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3572,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3573,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3574,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3577,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
3578,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3579,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
3580,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3581,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
3582,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3583,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
3584,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3585,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3586,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3587,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3588,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
3589,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3590,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3591,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3592,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3593,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3594,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3595,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3596,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3597,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3598,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3599,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3600,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3601,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
3602,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3603,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3604,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3605,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3606,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
