Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NUF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NUF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NUF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NUF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NUF_M_R
1747,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1748,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1749,Water,Water,Grassland,Water,Non_Wetland,Grassland
1750,Water,Water,Grassland,Water,Non_Wetland,Bareland
1751,Water,Water,Grassland,Water,Non_Wetland,Water
1752,Water,Water,Grassland,Water,Non_Wetland,Forest
1753,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1754,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1755,Water,Water,Cropland,NULL,Non_Wetland,Water
1756,Water,Water,Cropland,NULL,Non_Wetland,Forest
1757,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1758,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1759,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1760,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1761,Water,Water,Cropland,Water,Non_Wetland,Grassland
1762,Water,Water,Cropland,Water,Non_Wetland,Bareland
1763,Water,Water,Cropland,Water,Non_Wetland,Water
1764,Water,Water,Cropland,Water,Non_Wetland,Forest
1765,Water,Water,Wetland,NULL,Wetland,Grassland
1766,Water,Water,Wetland,NULL,Wetland,Bareland
1767,Water,Water,Wetland,NULL,Wetland,Water
1768,Water,Water,Wetland,NULL,Wetland,Forest
1769,Water,Water,Wetland,Non_Water,Wetland,Grassland
1770,Water,Water,Wetland,Non_Water,Wetland,Bareland
1771,Water,Water,Wetland,Non_Water,Wetland,Water
1772,Water,Water,Wetland,Non_Water,Wetland,Forest
1773,Water,Water,Wetland,Water,Wetland,Grassland
1774,Water,Water,Wetland,Water,Wetland,Bareland
1775,Water,Water,Wetland,Water,Wetland,Built-up
1776,Water,Water,Wetland,Water,Wetland,Water
1777,Water,Water,Wetland,Water,Wetland,Forest
1778,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1779,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1780,Water,Water,Bareland,NULL,Non_Wetland,Water
1781,Water,Water,Bareland,NULL,Non_Wetland,Forest
1782,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1783,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1784,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1785,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1786,Water,Water,Bareland,Water,Non_Wetland,Grassland
1787,Water,Water,Bareland,Water,Non_Wetland,Bareland
1788,Water,Water,Bareland,Water,Non_Wetland,Water
1789,Water,Water,Bareland,Water,Non_Wetland,Forest
1790,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1791,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1792,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1793,Water,Water,Built-up,NULL,Non_Wetland,Water
1794,Water,Water,Built-up,NULL,Non_Wetland,Forest
1795,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1796,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1797,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1798,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1799,Water,Water,Built-up,Water,Non_Wetland,Grassland
1800,Water,Water,Built-up,Water,Non_Wetland,Bareland
1801,Water,Water,Built-up,Water,Non_Wetland,Built-up
1802,Water,Water,Built-up,Water,Non_Wetland,Water
1803,Water,Water,Built-up,Water,Non_Wetland,Forest
1804,Water,Water,Water,NULL,Water,Grassland
1805,Water,Water,Water,NULL,Water,Bareland
1806,Water,Water,Water,NULL,Water,Water
1807,Water,Water,Water,NULL,Water,Forest
1808,Water,Water,Water,Non_Water,Water,Grassland
1809,Water,Water,Water,Non_Water,Water,Bareland
1810,Water,Water,Water,Non_Water,Water,Water
1811,Water,Water,Water,Non_Water,Water,Forest
1812,Water,Water,Water,Water,Water,Grassland
1813,Water,Water,Water,Water,Water,Bareland
1814,Water,Water,Water,Water,Water,Built-up
1815,Water,Water,Water,Water,Water,Water
1816,Water,Water,Water,Water,Water,Forest
1817,Water,Water,Forest,NULL,Non_Wetland,Grassland
1818,Water,Water,Forest,NULL,Non_Wetland,Cropland
1819,Water,Water,Forest,NULL,Non_Wetland,Bareland
1820,Water,Water,Forest,NULL,Non_Wetland,Built-up
1821,Water,Water,Forest,NULL,Non_Wetland,Water
1822,Water,Water,Forest,NULL,Non_Wetland,Forest
1823,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1824,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1825,Water,Water,Forest,Non_Water,Non_Wetland,Water
1826,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1827,Water,Water,Forest,Water,Non_Wetland,Grassland
1828,Water,Water,Forest,Water,Non_Wetland,Cropland
1829,Water,Water,Forest,Water,Non_Wetland,Bareland
1830,Water,Water,Forest,Water,Non_Wetland,Water
1831,Water,Water,Forest,Water,Non_Wetland,Forest
1832,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1833,Water,Forest,NULL,NULL,Non_Wetland,Forest
1834,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1835,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1836,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1837,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1838,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1839,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1840,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1841,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1842,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1843,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1844,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1845,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1846,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1847,Water,Forest,Grassland,Non_Water,Non_Wetland,Water
1848,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1849,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1850,Water,Forest,Cropland,NULL,Non_Wetland,Water
1851,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1852,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1853,Water,Forest,Wetland,NULL,Wetland,Water
1854,Water,Forest,Wetland,NULL,Wetland,Forest
1855,Water,Forest,Wetland,Non_Water,Wetland,Bareland
1856,Water,Forest,Wetland,Non_Water,Wetland,Water
1857,Water,Forest,Wetland,Non_Water,Wetland,Forest
1858,Water,Forest,Wetland,Water,Wetland,Water
1859,Water,Forest,Wetland,Water,Wetland,Forest
1860,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1861,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1862,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1863,Water,Forest,Bareland,Water,Non_Wetland,Grassland
1864,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1865,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1866,Water,Forest,Water,NULL,Water,Grassland
1867,Water,Forest,Water,NULL,Water,Water
1868,Water,Forest,Water,NULL,Water,Forest
1869,Water,Forest,Water,Non_Water,Water,Grassland
1870,Water,Forest,Water,Non_Water,Water,Water
1871,Water,Forest,Water,Non_Water,Water,Forest
1872,Water,Forest,Water,Water,Water,Grassland
1873,Water,Forest,Water,Water,Water,Water
1874,Water,Forest,Water,Water,Water,Forest
1875,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1876,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1877,Water,Forest,Forest,NULL,Non_Wetland,Forest
1878,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1879,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1880,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1881,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1882,Water,Forest,Forest,Water,Non_Wetland,Grassland
1883,Water,Forest,Forest,Water,Non_Wetland,Water
1884,Water,Forest,Forest,Water,Non_Wetland,Forest
1885,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1886,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1887,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
1888,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland
1889,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
1890,Forest,NULL,NULL,Water,Non_Wetland,Grassland
1891,Forest,NULL,NULL,Water,Non_Wetland,Water
1892,Forest,NULL,NULL,Water,Non_Wetland,Forest
1893,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1894,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1895,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1896,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1897,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1898,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1899,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1900,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1901,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1902,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1903,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1904,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1905,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1906,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1907,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1908,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1909,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1910,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1911,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1912,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1913,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1914,Forest,NULL,Grassland,Non_Water,Non_Wetland,Built-up
1915,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water
1916,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1917,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
1918,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
1919,Forest,NULL,Grassland,Water,Non_Wetland,Water
1920,Forest,NULL,Grassland,Water,Non_Wetland,Forest
1921,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1922,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1923,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1924,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1925,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1926,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1927,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1928,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1929,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1930,Forest,NULL,Cropland,Water,Non_Wetland,Water
1931,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1932,Forest,NULL,Wetland,NULL,Wetland,NULL
1933,Forest,NULL,Wetland,NULL,Wetland,Grassland
1934,Forest,NULL,Wetland,NULL,Wetland,Water
1935,Forest,NULL,Wetland,NULL,Wetland,Forest
1936,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
1937,Forest,NULL,Wetland,Non_Water,Wetland,Water
1938,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1939,Forest,NULL,Wetland,Water,Wetland,Grassland
1940,Forest,NULL,Wetland,Water,Wetland,Bareland
1941,Forest,NULL,Wetland,Water,Wetland,Water
1942,Forest,NULL,Wetland,Water,Wetland,Forest
1943,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1944,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1945,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1946,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1947,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1948,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1949,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1950,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1951,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1952,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1953,Forest,NULL,Bareland,Water,Non_Wetland,Water
1954,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1955,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1956,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1957,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1958,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1959,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1960,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water
1961,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1962,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1963,Forest,NULL,Built-up,Water,Non_Wetland,Water
1964,Forest,NULL,Water,NULL,Water,Grassland
1965,Forest,NULL,Water,NULL,Water,Bareland
1966,Forest,NULL,Water,NULL,Water,Water
1967,Forest,NULL,Water,NULL,Water,Forest
1968,Forest,NULL,Water,Non_Water,Water,Grassland
1969,Forest,NULL,Water,Non_Water,Water,Bareland
1970,Forest,NULL,Water,Non_Water,Water,Water
1971,Forest,NULL,Water,Non_Water,Water,Forest
1972,Forest,NULL,Water,Water,Water,Grassland
1973,Forest,NULL,Water,Water,Water,Bareland
1974,Forest,NULL,Water,Water,Water,Water
1975,Forest,NULL,Water,Water,Water,Forest
1976,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1977,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1978,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1979,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1980,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1981,Forest,NULL,Forest,NULL,Non_Wetland,Water
1982,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1983,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1984,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1985,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1986,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1987,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1988,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1989,Forest,NULL,Forest,Water,Non_Wetland,Water
1990,Forest,NULL,Forest,Water,Non_Wetland,Forest
1991,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1992,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1993,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland
1994,Forest,Cropland,NULL,Water,Non_Wetland,Water
1995,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1996,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1997,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1998,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1999,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
2000,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2001,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2002,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2003,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2004,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
2005,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2006,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2007,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2008,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2009,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
2010,Forest,Cropland,Grassland,Water,Non_Wetland,Water
2011,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2012,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2013,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2014,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2015,Forest,Cropland,Cropland,Water,Non_Wetland,Water
2016,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2017,Forest,Cropland,Wetland,NULL,Wetland,Forest
2018,Forest,Cropland,Wetland,Non_Water,Wetland,Water
2019,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2020,Forest,Cropland,Wetland,Water,Wetland,Water
2021,Forest,Cropland,Wetland,Water,Wetland,Forest
2022,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
2023,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
2024,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2025,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2026,Forest,Cropland,Water,NULL,Water,Grassland
2027,Forest,Cropland,Water,NULL,Water,Forest
2028,Forest,Cropland,Water,Non_Water,Water,Grassland
2029,Forest,Cropland,Water,Non_Water,Water,Forest
2030,Forest,Cropland,Water,Water,Water,Bareland
2031,Forest,Cropland,Water,Water,Water,Water
2032,Forest,Cropland,Water,Water,Water,Forest
2033,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2034,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2035,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
2036,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2037,Forest,Cropland,Forest,NULL,Non_Wetland,Water
2038,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2039,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2040,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
2041,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2042,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
2043,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
2044,Forest,Cropland,Forest,Water,Non_Wetland,Water
2045,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2046,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2047,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
2048,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
2049,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
2050,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2051,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2052,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2053,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2054,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
2055,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2056,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2057,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland
2058,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2059,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2060,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2061,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2062,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2063,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Bareland
2064,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water
2065,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2066,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2067,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland
2068,Forest,Wetland,Grassland,Water,Non_Wetland,Water
2069,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2070,Forest,Wetland,Wetland,NULL,Wetland,NULL
2071,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2072,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2073,Forest,Wetland,Wetland,NULL,Wetland,Water
2074,Forest,Wetland,Wetland,NULL,Wetland,Forest
2075,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2076,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2077,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2078,Forest,Wetland,Wetland,Water,Wetland,Grassland
2079,Forest,Wetland,Wetland,Water,Wetland,Water
2080,Forest,Wetland,Wetland,Water,Wetland,Forest
2081,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2082,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
2083,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest
2084,Forest,Wetland,Bareland,Water,Non_Wetland,Bareland
2085,Forest,Wetland,Bareland,Water,Non_Wetland,Water
2086,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
2087,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2088,Forest,Wetland,Built-up,NULL,Non_Wetland,Water
2089,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2090,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
2091,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest
2092,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland
2093,Forest,Wetland,Built-up,Water,Non_Wetland,Forest
2094,Forest,Wetland,Water,NULL,Water,Grassland
2095,Forest,Wetland,Water,NULL,Water,Wetland
2096,Forest,Wetland,Water,NULL,Water,Water
2097,Forest,Wetland,Water,NULL,Water,Forest
2098,Forest,Wetland,Water,Non_Water,Water,Grassland
2099,Forest,Wetland,Water,Non_Water,Water,Water
2100,Forest,Wetland,Water,Non_Water,Water,Forest
2101,Forest,Wetland,Water,Water,Water,Grassland
2102,Forest,Wetland,Water,Water,Water,Wetland
2103,Forest,Wetland,Water,Water,Water,Bareland
2104,Forest,Wetland,Water,Water,Water,Water
2105,Forest,Wetland,Water,Water,Water,Forest
2106,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
2107,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2108,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
2109,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2110,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2111,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2112,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
2113,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2114,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2115,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2116,Forest,Bareland,NULL,NULL,Non_Wetland,Bareland
2117,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2118,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
2119,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
2120,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
2121,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
2122,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
2123,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
2124,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
2125,Forest,Bareland,Grassland,NULL,Non_Wetland,Water
2126,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
2127,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
2128,Forest,Bareland,Grassland,Water,Non_Wetland,Grassland
2129,Forest,Bareland,Grassland,Water,Non_Wetland,Water
2130,Forest,Bareland,Grassland,Water,Non_Wetland,Forest
2131,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
2132,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
2133,Forest,Bareland,Cropland,Water,Non_Wetland,Water
2134,Forest,Bareland,Wetland,Non_Water,Wetland,Bareland
2135,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
2136,Forest,Bareland,Wetland,Water,Wetland,Bareland
2137,Forest,Bareland,Wetland,Water,Wetland,Water
2138,Forest,Bareland,Wetland,Water,Wetland,Forest
2139,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
2140,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
2141,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
2142,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
2143,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
2144,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
2145,Forest,Bareland,Bareland,Water,Non_Wetland,Bareland
2146,Forest,Bareland,Bareland,Water,Non_Wetland,Water
2147,Forest,Bareland,Built-up,NULL,Non_Wetland,Grassland
2148,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2149,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Water
2150,Forest,Bareland,Built-up,Water,Non_Wetland,Water
2151,Forest,Bareland,Water,NULL,Water,Grassland
2152,Forest,Bareland,Water,NULL,Water,Bareland
2153,Forest,Bareland,Water,Non_Water,Water,Bareland
2154,Forest,Bareland,Water,Non_Water,Water,Water
2155,Forest,Bareland,Water,Non_Water,Water,Forest
2156,Forest,Bareland,Water,Water,Water,Bareland
2157,Forest,Bareland,Water,Water,Water,Water
2158,Forest,Bareland,Water,Water,Water,Forest
2159,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
2160,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
2161,Forest,Bareland,Forest,NULL,Non_Wetland,Water
2162,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2163,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
2164,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
2165,Forest,Bareland,Forest,Water,Non_Wetland,Water
2166,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2167,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland
2168,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2169,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2170,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2171,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2172,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2173,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2174,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
2175,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2176,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2177,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2178,Forest,Built-up,Grassland,Water,Non_Wetland,Grassland
2179,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2180,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2181,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2182,Forest,Built-up,Wetland,NULL,Wetland,Forest
2183,Forest,Built-up,Wetland,Non_Water,Wetland,Water
2184,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2185,Forest,Built-up,Wetland,Water,Wetland,Forest
2186,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2187,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2188,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
