Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLS_M_R
1405,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1406,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1407,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1408,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1409,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1410,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1411,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1412,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1413,Grassland,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1414,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1415,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1416,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1417,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1418,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1419,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1420,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1422,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1423,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1424,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1425,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1426,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1427,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1428,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1429,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1430,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1431,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1432,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1433,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1434,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1435,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1436,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1437,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1438,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1439,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1440,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1441,Grassland,Water,Water,Water,Water,Water,Water,Water
1442,Grassland,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1443,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1445,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1446,Grassland,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1447,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1448,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1449,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1450,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1451,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1452,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1453,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1454,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1455,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1456,Grassland,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1457,Grassland,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1458,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1459,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1460,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1461,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1462,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1463,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1464,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1465,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1466,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1467,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1468,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1469,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1470,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1471,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1472,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1473,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1474,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1475,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1476,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1477,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1478,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1479,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1480,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1481,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1482,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1483,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1484,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1485,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1486,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1487,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1488,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1489,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1490,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1491,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1492,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1493,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1494,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
1495,Cropland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
1496,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1497,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1498,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1499,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1500,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1501,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1502,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1503,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1504,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1505,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1509,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1510,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1511,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1512,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1513,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1514,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1515,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1517,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1518,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1519,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1520,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1521,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1522,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1523,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1524,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1525,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1526,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1527,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1528,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1529,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1530,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1531,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1532,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1533,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1534,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1535,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1536,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1537,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1538,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1539,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1540,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1541,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1542,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1543,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1544,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1545,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1546,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1547,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1548,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1549,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1550,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1551,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1552,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1553,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1554,Cropland,NULL,Cropland,Water,Non_Wetland,Built-up,Wetland,Grassland
1555,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1556,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1557,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1558,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1559,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1560,Cropland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1561,Cropland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1562,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1563,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1564,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1565,Cropland,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1566,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1567,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1568,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1569,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1570,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1571,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1572,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1573,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1574,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1575,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1576,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1577,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1578,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1579,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1580,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1581,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1582,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1583,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1584,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1585,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
1586,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1587,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1588,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1589,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1590,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1591,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1592,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1593,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1594,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1595,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1596,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1597,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1598,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1599,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1600,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1601,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1602,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1603,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1604,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1605,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1606,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1607,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1608,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
1609,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1610,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1611,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1612,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1613,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1614,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1615,Cropland,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1616,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1617,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1618,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1619,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1620,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1621,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1622,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1623,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1624,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1625,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1626,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1627,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1628,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1629,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1630,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1631,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1632,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1633,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1634,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1635,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1636,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1637,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1638,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1639,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1640,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
1641,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1642,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1643,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1644,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1645,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1646,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1647,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1648,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1649,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1650,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1651,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1652,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1653,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1654,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1655,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1656,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1657,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1658,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1659,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1660,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1661,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1662,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1664,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1665,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1666,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1667,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1668,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1669,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1670,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1671,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1672,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1673,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1674,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1675,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1676,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1677,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1678,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1679,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1680,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1681,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1682,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1683,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1684,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1685,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1686,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1687,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1688,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1689,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1690,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1691,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1692,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1693,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1694,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1695,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1696,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1697,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1698,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1699,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1700,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1701,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1702,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1703,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
1704,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
