Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LCH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LCH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LCH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LCH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LCH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LCH_M_R
1444,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1445,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1446,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1447,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1448,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1449,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1450,Forest,Water,Water,Water,Water,NULL,NULL,Water
1451,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1452,Forest,Water,Water,Water,Water,Grassland,NULL,Forest
1453,Forest,Water,Water,Water,Water,Grassland,Water,Water
1454,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1455,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1456,Forest,Water,Water,Water,Water,Bareland,NULL,Forest
1457,Forest,Water,Water,Water,Water,Bareland,Water,Water
1458,Forest,Water,Water,Water,Water,Water,NULL,Water
1459,Forest,Water,Water,Water,Water,Water,NULL,Forest
1460,Forest,Water,Water,Water,Water,Water,Water,Water
1461,Forest,Water,Water,Water,Water,Water,Water,Forest
1462,Forest,Water,Water,Water,Water,Water,Forest,Water
1463,Forest,Water,Water,Water,Water,Water,Forest,Forest
1464,Forest,Water,Water,Water,Water,Forest,NULL,Forest
1465,Forest,Water,Water,Water,Water,Forest,Water,Water
1466,Forest,Water,Water,Water,Water,Forest,Water,Forest
1467,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1468,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1469,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1470,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1471,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1472,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1473,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1474,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1475,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1476,Forest,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1477,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1478,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1479,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1480,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1481,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1482,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1483,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1484,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
1485,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1486,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1487,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
1488,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1489,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1490,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1491,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1492,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1493,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
1494,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1495,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1496,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1497,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1498,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1499,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
1500,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1501,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1502,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1503,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1504,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1505,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1506,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1507,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1508,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1509,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1510,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1511,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1512,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1513,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1514,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1515,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
1516,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1517,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1518,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1519,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Water
1520,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1521,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1522,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1523,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
1524,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1525,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1526,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1527,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1528,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1529,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1530,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1531,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1532,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1533,Forest,Water,Forest,Water,Non_Wetland,Grassland,NULL,Forest
1534,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Water
1535,Forest,Water,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1536,Forest,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Bareland
1537,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1538,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1539,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1540,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
1541,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1542,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1543,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Bareland
1544,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1545,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
1546,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1547,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1548,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Bareland
1549,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1550,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1551,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1552,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1553,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1554,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1555,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1556,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1557,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1558,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1559,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1560,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1561,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1562,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1563,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1564,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1565,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1566,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1567,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1569,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1570,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1571,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1572,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1573,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1574,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1575,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1576,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1577,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1578,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1579,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1580,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1581,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Water
1582,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1583,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Water
1584,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Water
1585,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1586,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1587,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1588,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Water
1589,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
1590,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1591,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
1592,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
1593,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1594,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1595,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
1596,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
1597,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1598,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1599,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
1600,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Water
1601,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1602,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1603,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1604,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1605,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
1606,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1607,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1608,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
1609,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1610,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1611,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1612,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1613,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1614,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1615,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1616,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1617,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1618,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1619,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
1620,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1621,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1622,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1623,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
1624,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,NULL,Water
1625,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1626,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1627,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1628,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1629,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1630,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1631,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1632,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1633,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1634,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1635,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1636,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1637,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
1638,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Water
1639,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
1640,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
1641,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Water
1642,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
1643,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
1644,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Water
1645,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1646,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1647,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Grassland
1648,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Water
1649,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
1650,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
1651,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Water
1652,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
1653,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
1654,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
1655,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
1656,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1657,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1658,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1659,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1660,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1661,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1662,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1663,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1664,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1665,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1666,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1667,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1668,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1669,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1670,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1671,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1672,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1673,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1674,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1675,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1676,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1677,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1678,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1679,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1680,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1681,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1682,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
1683,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1684,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1685,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1686,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Water
1687,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1688,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1689,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1690,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1691,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1692,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1693,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1694,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
1695,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1696,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1697,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1698,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1699,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1700,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1701,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1702,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1703,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
1704,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1705,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1706,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Water
1707,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1708,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
1709,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1710,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1711,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1712,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Bareland
1713,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
1714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
1715,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
1716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
1717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1718,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1719,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1720,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1721,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1722,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1723,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
1724,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
1725,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
1726,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
1727,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
1728,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1729,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1730,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1731,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
1732,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Water
1733,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1734,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
1735,Forest,Forest,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1736,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Water,Forest
1737,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1738,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Bareland
1739,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Water
1740,Forest,Forest,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1741,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
1742,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1744,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1745,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1746,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1747,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1748,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1749,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1750,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1751,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1752,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1753,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1754,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1755,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1756,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1757,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1758,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1759,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1760,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
1761,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Water
1762,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1763,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1764,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1765,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1766,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Water
1767,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1768,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1769,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1770,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1771,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Water
1772,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1773,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1774,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1775,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1776,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1777,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1778,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1779,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1780,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1781,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1782,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1783,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1784,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1785,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1786,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,NULL,Water
1787,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1788,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1789,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1790,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1791,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1792,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
