Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYQ_M_R
2513,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2514,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2515,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2516,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
2517,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2518,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2519,NULL,Forest,Water,NULL,Water,Wetland,Forest,Water
2520,NULL,Forest,Water,Water,Water,Wetland,Forest,Water
2521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2524,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2525,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2526,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2527,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2528,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2530,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2531,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2532,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2533,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2534,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2535,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2536,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2537,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2538,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2539,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2540,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2541,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2542,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2543,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2544,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
2545,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2546,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2547,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2548,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2549,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2550,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2551,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2552,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2553,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2554,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2555,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2556,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2557,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2558,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2559,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2560,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2561,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2562,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2563,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2564,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2565,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
2566,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2567,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2568,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2569,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2570,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2571,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2572,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
2573,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2574,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2575,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2576,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2577,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
2578,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2579,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
2580,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2581,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2582,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2583,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2584,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2585,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2586,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2587,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2588,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2589,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2590,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2591,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2593,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2594,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2595,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2596,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
2597,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2598,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2599,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2600,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2601,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2602,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2603,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2604,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2605,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2606,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
2607,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2608,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2609,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2610,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2611,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2612,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2613,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2614,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
2615,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2616,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2617,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
2618,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Bareland
2619,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2620,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Cropland
2621,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2622,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2623,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2624,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2625,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2626,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2627,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2628,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2629,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2630,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2631,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2632,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2633,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2634,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2635,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
2636,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2637,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2638,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
2639,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2640,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
2641,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,NULL
2642,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
2643,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2644,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Forest
2645,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2646,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
2647,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2648,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2649,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2650,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2651,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2652,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2653,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2654,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2655,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2656,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
2660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2666,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2667,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2668,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2669,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2690,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
2691,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2692,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2693,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
2694,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2695,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2696,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2697,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2698,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2699,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2700,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2701,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2702,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2703,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
2704,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2705,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2706,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
2707,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2708,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2709,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2710,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2711,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2712,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2713,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2714,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2715,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2716,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2717,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2718,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
2719,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2720,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2721,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2722,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2723,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2724,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2725,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
2726,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2727,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2728,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2729,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2730,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
2731,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2732,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
2733,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2734,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2735,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
2736,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2737,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2738,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2739,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2740,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2741,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2742,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2743,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2744,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2745,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2746,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
2747,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2748,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2749,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2750,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2751,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2752,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2753,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2754,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2755,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2756,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2757,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2758,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2759,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2760,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2761,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2762,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
2763,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2764,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2765,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2766,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2767,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2768,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2769,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2770,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2771,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2772,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2773,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2774,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2775,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
2776,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2777,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2778,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2779,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2780,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2781,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
2782,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
2783,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
2784,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2785,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
2786,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
2787,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2788,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
2789,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2790,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Forest
2791,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
2792,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2793,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2794,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2795,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2796,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
2797,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
2798,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2799,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2800,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2801,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2802,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2803,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2804,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2805,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2806,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2807,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2808,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2809,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2810,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
2811,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2812,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2813,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2814,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2815,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2816,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2817,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2818,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2819,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2820,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2821,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2822,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2823,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
2824,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2825,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2826,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2827,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2828,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2829,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2830,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
2831,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2832,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
