Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NFF_M_R
330,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
331,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
332,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Wetland
333,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
334,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Wetland
335,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
336,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
337,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Water
338,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
339,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
340,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
341,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
342,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
343,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
344,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
349,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
350,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
352,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
353,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
354,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
355,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
356,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
357,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
358,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
359,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
360,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
361,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
362,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
363,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
364,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
365,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
366,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
367,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
368,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
369,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
370,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
371,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
372,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
373,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
374,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
375,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
376,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
377,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
378,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
379,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
380,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
381,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
382,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Water
383,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
384,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
385,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
386,NULL,NULL,Wetland,Water,NULL,NULL,NULL,Wetland
387,NULL,NULL,Wetland,Water,NULL,NULL,NULL,Water
388,NULL,NULL,Wetland,Water,NULL,Grassland,Water,Bareland
389,NULL,NULL,Wetland,Water,NULL,Grassland,Water,Water
390,NULL,NULL,Wetland,Water,NULL,Wetland,NULL,Water
391,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Wetland
392,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Bareland
393,NULL,NULL,Wetland,Water,NULL,Wetland,Water,Water
394,NULL,NULL,Wetland,Water,NULL,Bareland,NULL,Water
395,NULL,NULL,Wetland,Water,NULL,Bareland,Water,Grassland
396,NULL,NULL,Wetland,Water,NULL,Bareland,Water,Wetland
397,NULL,NULL,Wetland,Water,NULL,Bareland,Water,Bareland
398,NULL,NULL,Wetland,Water,NULL,Bareland,Water,Water
399,NULL,NULL,Wetland,Water,NULL,Water,NULL,Water
400,NULL,NULL,Wetland,Water,NULL,Water,Water,Grassland
401,NULL,NULL,Wetland,Water,NULL,Water,Water,Wetland
402,NULL,NULL,Wetland,Water,NULL,Water,Water,Bareland
403,NULL,NULL,Wetland,Water,NULL,Water,Water,Water
404,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
405,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
406,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
407,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
408,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
409,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
410,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
411,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
412,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
413,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
414,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
415,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
416,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
417,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
418,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
419,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
420,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
421,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
422,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
423,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Bareland
424,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Wetland
425,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
426,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
427,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
428,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
429,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Bareland
430,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
431,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
433,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
434,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
435,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
436,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
437,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
438,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
439,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
440,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
441,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
442,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
443,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
444,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
445,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
446,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
448,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
449,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
450,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
451,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
452,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
453,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
454,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
455,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
456,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
457,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
458,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
459,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
460,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
461,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
462,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
463,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
464,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Wetland
469,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
470,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
471,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
473,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
474,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
475,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
476,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
477,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
478,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
485,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
486,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
487,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
488,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
489,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
490,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
491,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
492,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
493,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
494,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
495,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
496,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
497,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
498,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
499,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
500,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
503,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
504,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
505,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
508,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
510,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
511,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
512,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
514,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
515,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
516,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Grassland
517,NULL,NULL,Water,NULL,Water,Cropland,Wetland,Wetland
518,NULL,NULL,Water,NULL,Water,Cropland,Water,Wetland
519,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
520,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
521,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
522,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
523,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
524,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
525,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
526,NULL,NULL,Water,NULL,Water,Wetland,Forest,Forest
527,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
528,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
529,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
530,NULL,NULL,Water,Non_Water,NULL,Grassland,Wetland,Wetland
531,NULL,NULL,Water,Non_Water,NULL,Grassland,Water,Grassland
532,NULL,NULL,Water,Non_Water,NULL,Grassland,Water,Wetland
533,NULL,NULL,Water,Non_Water,NULL,Wetland,Water,Wetland
534,NULL,NULL,Water,Non_Water,NULL,Bareland,Water,Wetland
535,NULL,NULL,Water,Non_Water,NULL,Bareland,Water,Forest
536,NULL,NULL,Water,Non_Water,NULL,Water,Water,Wetland
537,NULL,NULL,Water,Non_Water,Water,NULL,Wetland,Wetland
538,NULL,NULL,Water,Non_Water,Water,Cropland,Wetland,Wetland
539,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
540,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
541,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
542,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
543,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
544,NULL,NULL,Water,Water,NULL,NULL,NULL,Water
545,NULL,NULL,Water,Water,NULL,Grassland,Water,Grassland
546,NULL,NULL,Water,Water,NULL,Grassland,Water,Wetland
547,NULL,NULL,Water,Water,NULL,Grassland,Water,Bareland
548,NULL,NULL,Water,Water,NULL,Grassland,Water,Water
549,NULL,NULL,Water,Water,NULL,Wetland,Wetland,Water
550,NULL,NULL,Water,Water,NULL,Wetland,Water,Water
551,NULL,NULL,Water,Water,NULL,Wetland,Water,Forest
552,NULL,NULL,Water,Water,NULL,Bareland,Water,Grassland
553,NULL,NULL,Water,Water,NULL,Bareland,Water,Bareland
554,NULL,NULL,Water,Water,NULL,Bareland,Water,Water
555,NULL,NULL,Water,Water,NULL,Water,Wetland,Water
556,NULL,NULL,Water,Water,NULL,Water,Water,Grassland
557,NULL,NULL,Water,Water,NULL,Water,Water,Bareland
558,NULL,NULL,Water,Water,NULL,Water,Water,Water
559,NULL,NULL,Water,Water,NULL,Water,Water,Forest
560,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
561,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
562,NULL,NULL,Water,Water,Water,Cropland,Wetland,Grassland
563,NULL,NULL,Water,Water,Water,Cropland,Wetland,Wetland
564,NULL,NULL,Water,Water,Water,Cropland,Water,Grassland
565,NULL,NULL,Water,Water,Water,Cropland,Water,Wetland
566,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
567,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
568,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
569,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
570,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
571,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
572,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
573,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
574,NULL,NULL,Water,Water,Water,Wetland,Water,Water
575,NULL,NULL,Water,Water,Water,Bareland,Water,Water
576,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
577,NULL,NULL,Water,Water,Water,Water,Wetland,Water
578,NULL,NULL,Water,Water,Water,Water,Water,Grassland
579,NULL,NULL,Water,Water,Water,Water,Water,Wetland
580,NULL,NULL,Water,Water,Water,Water,Water,Water
581,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
583,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
584,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
587,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
602,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
603,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
604,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
605,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
606,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Bareland
607,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Grassland
609,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Water,Wetland
610,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
636,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
638,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
639,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
640,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
641,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
642,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
643,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
648,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
651,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
652,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
653,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
654,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
655,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
657,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
658,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
659,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
663,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
664,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
665,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
666,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Wetland
667,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
668,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
669,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
670,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
671,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
672,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
673,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
674,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
675,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
676,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
677,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
678,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
679,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
680,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
681,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
682,NULL,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
683,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Grassland
684,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Wetland,Wetland
685,NULL,NULL,Forest,Water,Non_Wetland,Cropland,Water,Grassland
686,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
687,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
688,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
689,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
690,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
