Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBD_M_R
1739,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1740,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1741,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1742,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1743,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1744,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1745,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1746,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1747,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1748,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1749,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1750,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1751,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1752,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1753,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1754,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1755,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1756,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1757,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1758,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1759,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1760,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1761,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
1762,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1763,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
1764,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1765,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1766,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1767,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1768,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1769,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1770,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1771,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1772,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
1773,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1774,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1775,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1776,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1777,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1778,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
1780,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1781,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1782,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1783,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1784,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1785,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1786,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1787,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1788,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1789,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1790,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1791,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1792,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1793,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1794,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1795,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
1796,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1797,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
1798,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1799,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
1800,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Built-up
1801,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1802,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1803,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1804,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1805,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1806,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1807,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1808,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1809,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1810,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1811,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1812,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1813,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1814,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1815,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1816,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1817,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1818,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
1819,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1820,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1821,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1822,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1823,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1824,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1825,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1826,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1827,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1828,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1829,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1830,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1831,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1832,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1833,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1834,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1835,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1836,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1837,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1838,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1839,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1840,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1841,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1842,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1843,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1844,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1845,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1846,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1847,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1848,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1849,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1850,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
1851,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1852,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1853,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1854,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1855,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1856,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Built-up
1857,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Built-up
1858,NULL,Built-up,Water,NULL,Water,Wetland,Wetland,Water
1859,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Water
1860,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
1861,NULL,Built-up,Water,Non_Water,Water,Grassland,Grassland,Grassland
1862,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1863,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1864,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1865,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1866,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1867,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1868,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1869,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1870,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1871,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1872,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1873,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1874,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1875,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1876,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1877,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1878,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1879,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1880,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1881,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1882,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1883,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1884,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1885,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1886,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1887,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1888,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1889,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1890,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1891,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,NULL
1892,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1893,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1894,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1895,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1896,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1897,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1898,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1899,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1900,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Water
1901,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1902,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1903,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1904,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1905,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1906,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1907,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
1908,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1909,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1910,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1911,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1912,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1913,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1914,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1915,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1916,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1917,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
1918,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1919,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1920,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
1921,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1922,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1923,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1924,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1925,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
1926,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1927,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1928,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1929,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
1930,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1931,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1932,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1933,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1934,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
1935,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1936,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
1937,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1938,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1939,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1940,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1941,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1943,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1944,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1945,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1946,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
1947,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1948,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
1949,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
1950,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1951,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1952,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1953,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1954,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1955,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1956,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1957,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1958,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1959,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1960,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1961,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1962,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1963,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1964,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1965,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
1966,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1967,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1968,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
1969,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1970,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
1971,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1972,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1973,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1974,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1975,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1976,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1977,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1978,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1979,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1980,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1981,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1982,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Built-up
1983,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1984,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Built-up
1985,NULL,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
1986,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
1987,NULL,Water,Water,NULL,Water,Grassland,Grassland,NULL
1988,NULL,Water,Water,NULL,Water,Wetland,Water,Forest
1989,NULL,Water,Water,NULL,Water,Bareland,Bareland,NULL
1990,NULL,Water,Water,NULL,Water,Bareland,Bareland,Water
1991,NULL,Water,Water,NULL,Water,Water,Grassland,Water
1992,NULL,Water,Water,Non_Water,Water,Grassland,Bareland,Grassland
1993,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1994,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1995,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1996,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1997,NULL,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1998,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1999,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2000,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2001,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2002,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2003,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2004,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2005,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2006,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2007,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2008,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2009,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2010,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2011,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2012,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2013,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2014,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2015,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2016,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2017,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2018,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2019,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2020,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2021,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2022,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2023,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2024,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2025,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2026,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2027,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2028,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2029,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2030,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2031,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2032,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2033,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2034,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2035,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2036,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2037,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2038,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2039,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2040,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2041,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2042,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2043,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2044,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2045,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2046,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
2047,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2048,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2049,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2050,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2051,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2052,NULL,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2053,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2054,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2055,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2056,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2057,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2058,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2059,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2060,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2061,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2062,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2063,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
2064,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2065,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
2066,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2067,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
